name,english
08b09Nb,I just want to take this away and then go have a drink with Karl.
08b09Tb,I just want to take this away and then go have a drink with Karl.
08b09Wa,I want to just take this away and then go have a drink with Karl.
08b09Wc,I just want to take this away and then go have a drink with Karl.
08b10Aa,It will be in the place where we always put it.
08b10Fd,It will be in the place where we always put it.
08b10La,It will be in the place where we always put it.
08b10Nc,It will be in the place where we always put it.
08b10Tc,It will be in the place where we always put it.
08b10Wa,It will be in the place where we always put it.
09a01Ea,The cloth is on the refrigerator.
09a01Fa,The cloth is on the refrigerator.
09a01Nb,The cloth is lying on the icebox.
09a01Wb,The rag is lying on the icebox.
09a02Ea,She wants to submit that on Wednesday.
09a02Eb,She wants to give that in advance.
09a02La,She wants to submit that on Wednesday.
09a02Wb,She wants to submit it on Wednesday.
09a04Fd,I could tell him tonight.
09a04La,I could tell him this evening.
09a04Nb,Tonight I could tell him.
09a04Wa,This evening I could tell him.
09a05Ed,The black sheet of paper is up there next to the piece of wood.
09a05Lc,The black sheet of paper is up there next to the piece of wood.
09a05Nb,The black sheet of paper is up there next to the piece of wood.
09a05Tb,The black sheet of paper is up there next to the piece of wood.
09a05Wb,The black sheet of paper is up there next to the piece of wood.
09a05Wc,The black sheet of paper is up there next to the piece of wood.
09a07Eb,"In seven hours, it will be time."
09a07Na,"In seven hours, it will be time."
09a07Ta,"In seven hours, the time will come."
09a07Wb,In seven hours it will be time.
09a07Wd,"In seven hours, it will be time."
09b01Ea,What are those bags under the table?
09b01Na,What kind of bags are those standing under the table?
09b01Wb,What are those bags that are standing under the table?
09b02Na,"You just carried it up, and now you're going back down."
09b02Tb,They just carried it up and now they are going back down.
09b02Wc,"You just carried it up, and now you're going back down."
09b02Wd,"They just carried it up, and now they are going back down."
09b03Ed,"On the weekends, I always drove home and visited Agnes."
09b03Fa,"On the weekends, I always went home and visited Agnes."
09b03Fd,"On the weekends, I always went home and visited Agnes."
09b03Lb,"On the weekends, I always went home and visited Agnes."
09b03Nb,"On the weekends, I always went home and visited Agnes."
09b03Ta,"On the weekends, I always went home and visited Agnes."
09b03Wb,"On the weekends, I always went home and visited Agnes."
09b09Ea,I just want to take this away and then go have a drink with Karl.
09b09Nd,I want to just take this away and then go have a drink with Kai.
09b09Wa,I want to just take this away and then go have a drink with Karl.
09b10Aa,It will be in the place where we always put it.
09b10Nd,It will be in the place where we always put it.
09b10Wa,It will be in the place where we always put it.
10a01Ac,The cloth is lying on the icebox!
10a01Nb,The cloth is lying on the icebox.
10a01Wa,The cloth is lying on the icebox.
10a02Ab,She wants to submit that on Wednesday.
10a02Fa,I will hand that in on Wednesday.
10a02Lb,She wants to submit that on Wednesday.
10a02Na,She wants to submit that on Wednesday.
10a02Wa,She wants to submit that on Wednesday.
10a04Fd,Tonight I could tell him.
10a04Nb,Tonight I could tell him.
10a04Wa,"This evening, I could tell him."
10a04Wb,This evening you can't say it!
10a05Aa,The black sheet of paper is up there next to the piece of wood.
10a05Ld,The black sheet of paper is up there next to the piece of wood.
10a05Tb,The black sheet of paper is up there next to the piece of wood.
10a05Wb,The black sheet of paper is up there next to the piece of wood.
10a07Aa,"In seven hours, it will be time."
10a07Ad,"In seven hours, the time will come."
10a07La,"In seven hours, the time will come."
10a07Ta,In seven hours it will be time.
10a07Wb,"In seven hours, it will be time!"
10b01Aa,What are those bags standing under the table?
10b01Ea,What are those bags standing under the table?
10b01Fa,What are those bags under the table?
10b01Lb,What are those bags standing under the table?
10b02Aa,"They just carried it up, and now they are going back down."
10b02La,"You just carried it up, and now you're going back down."
10b02Na,"You just carried it up, and now you're going back down."
10b02Wb,"They just carried it up, and now they're going back down!"
10b03La,"On the weekends, I always went home and visited Agnes."
10b03Tb,"On the weekends, I always went home and visited Agnes."
10b03Wb,"On the weekends, I always went home and visited Agnes."
10b09Ad,I just want to take this away so Karl can go have a drink.
10b09Lb,I just want to take this away so Karl can go have a drink.
10b09Wb,I just want to take this away and then go have a drink with Karl.
10b10Fc,It will be in the place where we always put it.
10b10Lc,will be in the place where we always put it.
10b10Wa,It will be in the place where we always put it.
11a01Aa,The rag is lying on the icebox.
11a01Ab,The rag is lying on the refrigerator.
11a01Ld,The cloth is on the icebox.
11a01Nd,The cloth is on the icebox.
11a01Wc,The cloth is lying on the icebox.
11a02Ec,She wants to submit that on Wednesday.
11a02Fb,She wants to submit that on Wednesday.
11a02Ld,She wants to submit that on Wednesday.
11a02Nc,She wants to submit that on Wednesday.
11a02Tc,She wants to submit that on Wednesday.
11a02Wc,She wants to submit that on Wednesday.
11a04Ac,I could tell him this evening.
11a04Fd,Tonight I could tell him.
11a04Nd,Tonight I could tell him.
11a04Wc,"This evening, I could tell him."
11a05Ad,"The black sheet of paper is up there, next to the piece of wood."
11a05Fb,The black sheet of paper is up there next to the piece of wood.
11a05Fc,"The black sheet of paper is up there, next to the piece of wood."
11a05Lc,The black sheet of paper is up there next to the piece of wood.
11a05Na,The black sheet of paper is up there next to the piece of wood.
11a05Td,"The black sheet of paper is up there, next to the piece of wood."
11a05Wd,The black sheet of paper is up there next to the piece of wood.
11a07Ac,In seven hours it will be time.
11a07Ld,"In seven hours, the time will come."
11a07Ta,"In seven hours, the time will come."
11a07Wc,In seven hours it will be time.
11b01Ab,What are those bags standing under the table?
11b01Eb,What kind of bags are those? The ones standing under the table.
11b01Fc,What are those bags standing under the table?
11b01Lb,What are those bags under the table?
11b01Nc,What are those bags under the table?
11b01Wd,What are those bags under the table?
11b02Ab,You just carried it upstairs and now you're going back down.
11b02Fd,You just carried it up and now you're going back down.
11b02Na,"You just carried it up, and now you're going back down."
11b02Td,"You just carried it up, and now you're going back down."
11b02Wb,"You just carried it up, and now you're going back down."
11b03Fc,"On the weekends, I always went home and visited Agnes."
11b03Lc,"On the weekends, I always went home and visited Agnes."
11b03Nb,"On the weekends, I always went home and visited Agnes."
11b03Td,"On the weekends, I always went home and visited Agnes."
11b03Wa,"On weekends, I always went home and visited Agnes."
11b03Wb,"On the weekends, I always went home and visited Agnes."
11b09Ad,I just want to take this away and then go have a drink with Karl.
11b09Fd,I just want to take this away and then go have a drink with Karl.
11b09Ld,I just want to take this away and then go have a drink with Kawa.
11b09Na,I just want to take this away and then go have a drink with Karl.
11b09Td,I just want to take this away. And then Karl will go for a drink.
11b09Wa,I just want to take this away and then go have a drink with Karl.
11b10Ad,It will be in the place where we always put it.
11b10Ae,It will be in the place where we always put it.
11b10Ld,It will be in the place where we always put it.
11b10Nc,It will be in the place where we always put it.
11b10Td,It will be in the place where we always put it.
11b10Wa,It will be in the place where we always put it.
12a01Fb,The cloth is on the freezer.
12a01Lb,The rag is on the eel cupboard.
12a01Nb,The cloth is on the icebox.
12a01Wc,The cloth is lying on the icebox.
12a02Ac,She wants to submit that on Wednesday.
12a02Ec,She wants to submit that on Wednesday.
12a02Nb,She wants to hand that in on Wednesday.
12a02Wa,You want to submit that on Wednesday!
12a02Wc,She wants to submit that on Wednesday.
12a04Wc,Tonight I could tell him.
12a05Ab,"""The black sheet of paper is up there next to the piece of wood."""
12a05Lb,"The black sheet of paper is up there, next to the piece of wood."
12a05Nd,The black sheet of paper is up there next to the piece of wood.
12a05Ta,The black sheet of paper is up there next to the piece of wood.
12a05Wb,"The black sheet of paper is up there, next to the piece of wood."
12a07Ac,In seven hours it will be time.
12a07La,"In seven hours, the time will come."
12a07Wa,In seven hours it will be time.
12b01Ta,What are those bags standing under the table?
12b01Wa,What are those bags standing under the table?
12b02Ad,"They just carried it up, and now they're going back down."
12b02Ea,"""They just carried it up and now they're going back down."""
12b02Fb,"They just carried it up, and now they are going back down."
12b02Na,You just carried it up and now you're going back down.
12b02Wa,"You just carried it up, and now you're going back down!"
12b02Wb,"You just carried it up, and now you're going back down."
12b02Wd,You just carried it upstairs and now you're going back down!
12b03La,"On the weekends, I always went home and visited Agnes."
12b03Ta,"On the weekends, I always went home and visited Agnes."
12b09Ac,I want to just take this away. And then go have a drink with Karl.
12b09Td,I just want to take this away and then go have a drink with Karl.
12b09Wc,I just want to take this away and then go have a drink with Carl.
12b10Ac,It will be in the place where we always put it.
12b10Ld,It will be in the place where we always put it.
12b10Wa,It will be in the place where we always put it.
13a01Ac,The cloth is lying on the icebox.
13a01Ea,The cloth is lying on the icebox.
13a01Ec,The rag is lying on the icebox.
13a01Fd,The cloth is lying on the icebox.
13a01Lb,"""Mr. Lappen is lying on the icebox."""
13a01Nb,The cloth is on the freezer.
13a01Wb,The cloth is on the icebox.
13a02Ad,She wants to submit that on Wednesday.
13a02Ec,She wants to submit that on Wednesday.
13a02Fa,She wants to submit that on Wednesday.
13a02Lc,She wants to submit that on Wednesday.
13a02Nc,She wants to hand that in on Wednesday.
13a02Ta,She wants to submit that on Wednesday.
13a02Wa,She wants to submit that on Wednesday.
13a04Ac,I could tell him tonight.
13a04Fc,This evening I could tell him.
13a04Lb,This evening I could tell him.
13a04Ta,This evening I could tell him.
13a04Wc,Tonight I could tell him.
13a05Aa,The black sheet of paper is up there next to the piece of wood.
13a05Ea,"""The black sheet of paper is up there, next to the piece of wood."""
13a05Lc,The black sheet of paper is up there next to the piece of wood.
13a05Nb,The black sheet of paper is up there next to the piece of wood.
13a05Tc,"The black sheet of paper is up there, next to the piece of wood."
13a05Wa,The black sheet of paper is up there next to the piece of wood.
13a05Wc,The black sheet of paper is up there next to the piece of wood.
13a07Fd,"In seven hours, the time will come."
13a07Lb,In seven hours it will be time.
13a07Na,"In seven hours, it will be time."
13a07Tc,"In seven hours, the time will come."
13a07Wb,"In seven hours, the time will come."
13b01Ab,What are those bags standing under the table?
13b01Ec,What are those bags standing under the table?
13b01Fc,What are those bags standing under the table?
13b01Ld,What are those bags standing under the table?
13b01Nc,What are those bags under the table?
13b01Wa,What are those bags standing under the table?
13b02Fb,You just carried it up and now you're going back down.
13b02Lc,"They just carried it upstairs, and now they're going back down."
13b02Nb,"You just carried it up, and now you're going back down."
13b02Wa,"You just carried it up, and now you're going back down."
13b03Ac,"On the weekends, I always drove home, and there I visited Agnes."
13b03Ed,"On the weekends, I always went home and visited Agnes."
13b03Fd,"On the weekends, I always went home and visited Agnes."
13b03Lb,"On the weekends, I always went home and visited Agnes."
13b03Na,"On the weekends, I always went home and visited Agnes."
13b03Td,"On the weekends, I always went home and visited Agnes."
13b03Wc,"On the weekends, I always went home and visited Agnes."
13b09Ab,I just want to take this away and then go have a drink with Karl.
13b09Ec,I want to quickly take this away and then go have a drink with Karl.
13b09Fb,I just want to take this away and then go have a drink with Karl.
13b09Fc,I just want to take this away and then go have a drink with Karl.
13b09La,I want to just take that away and then go have drinks with Cara.
13b09Na,I want to just take this away and then go for a drink with Karl.
13b09Wa,I just want to take this away and then go have a drink with Karl.
13b10Ec,It will be in the place where we always put it.
13b10Fa,It will be in the place where we always put it.
13b10La,It will be in the place where we always put it.
13b10Nc,It will be in the place where we always put it.
13b10Wa,It will be in the place where we always put it.
13b10Wc,It will be in the place where we always put it!
14a01Aa,The cloth is on the icebox.
14a01Ac,The rag is on the refrigerator.
14a01Ea,The cloth is lying on the freezer.
14a01Na,The cloth is on the icebox.
14a01Wa,The cloth is lying on the icebox.
14a01Wc,The cloth is on the refrigerator.
14a02Ab,She wants to hand it in on Wednesday.
14a02Ea,She wants to hand that in on Wednesday.
14a02Fd,She wants to submit that on Wednesday.
14a02La,She wants to submit that on Wednesday.
14a02Nc,She wants to submit that on Wednesday.
14a02Tb,She wants to submit that on Wednesday.
14a02Wa,She wants to submit that on Wednesday.
14a02Wc,She wants to hand that in on Wednesday.
14a04Aa,I could tell him this evening.
14a04Ed,I could tell him tonight.
14a04Lb,I could tell him this evening.
14a04Tb,I could tell him this evening.
14a04Tc,I could tell him tonight.
14a04Wb,I could tell him this evening.
14a04Wc,This evening I could tell him.
14a05Aa,The black sheet of paper is up there next to the piece of wood.
14a05Ac,"""The black sheet of paper is up there, next to the piece of wood."""
14a05Fa,The black sheet of paper is up there next to the piece of wood.
14a05Fb,The black sheet of paper is up there next to the piece of wood.
14a05Lb,The black sheet of paper is up there next to the piece of wood.
14a05Na,The black sheet of paper is up there next to the piece of wood.
14a05Ta,The black sheet of paper is up there next to the piece of wood.
14a05Tc,"The black sheet of paper is up there, next to the piece of wood."
14a05Wa,"The black sheet of paper is up there, next to the piece of wood."
14a05Wb,The black sheet of paper is up there next to the piece of wood.
14a07Aa,In seven hours it will be time.
14a07Eb,"In seven hours, it will be time."
14a07Fd,"In seven hours, the time will come."
14a07Lc,"In seven hours, it will be time."
14a07Ld,"In seven hours, it will be time."
14a07Na,"In seven hours, it will be time."
14a07Tc,"In seven hours, the time will come."
14a07Wc,"In seven hours, the time will come."
14b01Ac,What are those bags standing under the table?
14b01Eb,What kind of pots are those standing under the table?
14b01Fa,What are those bags under the table?
14b01Fc,What are those bags standing under the table?
14b01Na,What are those bags standing under the table?
14b01Wc,What are those bags under the table?
14b02Aa,You just carried it upstairs and now you're going back down.
14b02Fb,"You just carried it up, and now you're going back down."
14b02Na,"You just carried it up, and now you're going back down."
14b02Tc,You just carried it up and now you're going back down.
14b02Wb,"You just carried it upstairs, and now you're going back down."
14b02Wd,You just carried it up and now you're going back down.
14b03Ad,"On the weekends, I always went home and visited Agnes."
14b03Ed,"On the weekends, I always went home and visited Agnes."
14b03Lb,"On the weekends, I would always drive home and visit Agnes."
14b03Ta,"On the weekends, I always went home and visited Agnes."
14b03Wb,"On the weekends, I always went home and visited Agnes."
14b09Ac,I just want to take this away and then go have a drink with Karl.
14b09Ea,I want to just take this away and then go have a drink with Karl.
14b09Fc,I just want to take this away and then go for a drink with Karl.
14b09Lb,I just want to take this away and then go have a drink with Karl.
14b09Td,I just want to take this away and then go have a drink with Karl.
14b09Wa,I want to just take this away and then go have a drink with Karl.
14b09Wc,I just want to take this away and then go have a drink with Karl.
14b10Ad,It will be in the place where we always put it.
14b10Eb,It will be in the spot where we always put it.
14b10Lb,How will it be on the spot where we always put them?
14b10Nb,It will be in the place where we always put it.
14b10Tc,It will be in the place where we always put it.
14b10Wc,It will be in the place where we always put it.
15a01Ea,The rag is on the icebox.
15a01Fb,The rag is lying on the icebox.
15a01La,The cloth is lying on the icebox.
15a01Nb,The cloth is lying on the icebox.
15a01Wa,The cloth is on the icebox!
15a02Ac,She wants to submit that on Wednesday.
15a02Ea,She wants to submit that on Wednesday.
15a02La,She wants to submit that on Wednesday.
15a02Na,She wants to submit that on Wednesday.
15a02Ta,She wants to submit that on Wednesday.
15a02Wb,She wants to submit that on Wednesday!
15a02Wd,She wants to submit that on Wednesday.
15a04Ab,I might tell him this evening.
15a04Ac,I could tell him this evening.
15a04Fd,I could tell him tonight.
15a04Nc,This evening I could tell him.
15a04Wa,This evening I could tell him.
15a04Wb,"Tonight, I might tell him."
15a05Eb,"The black sheet of paper is up there, next to the piece of wood."
15a05Fb,The black sheet of paper is up there next to the piece of wood.
15a05Lb,The black sheet of paper is up there next to the piece of wood.
15a05Na,The black sheet of paper is up there next to the piece of wood.
15a05Wa,The black sheet of paper is up there next to the piece of wood.
15a07Ac,In seven hours it will be time.
15a07Eb,"In seven hours, the time will come."
15a07Fa,In seven hours it will be time.
15a07Fb,"In seven hours, the time will come."
15a07Ld,"In seven hours, the time will come."
15a07Nc,"In seven hours, the time will come."
15b01Ec,What are those bags standing under the table?
15b01Lb,What are those bags standing under the table?
15b01Na,What are those bags standing under the table?
15b01Wc,What are those bags standing under the table?
15b02Aa,"""They just carried it up, and now they're going back down."""
15b02Lb,You just carried it up and now you're going back down.
15b02Nd,"You just carried it up, and now you're going back down."
15b02Tc,"You just carried it upstairs, and now you're going back down."
15b02Wa,You just carried it upstairs and now you're going back down.
15b02Wc,You just carried it up and now you're going back down.
15b03Aa,"On the weekends, I went home and visited Agnes."
15b03Lc,"On the weekends, I went home and visited Agnes."
15b03Nb,"On the weekends, I went home and visited Agnes."
15b03Tc,"On the weekends, I always went home and visited Agnes."
15b03Wa,"On the weekends, I always went home and visited Agnes."
15b03Wb,"On weekends, I always went home and visited Agnes."
15b09Ac,I just want to take this away and then go have a drink with Karl.
15b09Fa,I want to quickly take this away and then go have a drink with Karl.
15b09La,I just want to take this away and then go have a drink with Karl.
15b09Nb,I just want to take this away and then go have a drink with Karl.
15b09Ta,I just want to take this away and then go have a drink with Karl.
15b09Wb,I want to quickly take this away and then go have a drink with Karl.
15b10Ac,It will be in the place where we always put it.
15b10Lc,It will be in the place where you always put it.
15b10Nb,It will be in the place where we put it down.
15b10Nc,It will be in the place where we always put it.
15b10Wa,It will be in the place where we always put it.
16a01Ec,The rag is lying on the icebox.
16a01Fc,The cloth is on the fridge.
16a01Lb,The cloth is on the icebox.
16a01Nc,The cloth is on the icebox.
16a01Tb,The cloth is on the freezer.
16a01Wb,The cloth is lying on the icebox.
16a02Ea,She wants to submit it on Wednesday.
16a02Ec,She wants to submit that on Wednesday.
16a02Lb,She wants to submit that on Wednesday.
16a02Nb,She wants to submit that on Wednesday.
16a02Tc,She wants to submit that on Wednesday.
16a02Wb,She wants to submit that on Wednesday.
16a04Ab,"Tonight, I could tell him."
16a04Ea,This evening I could tell him.
16a04Fa,I could tell him this evening.
16a04La,I could tell him this evening.
16a04Lc,I could tell him this evening.
16a04Nc,Tonight I could tell him.
16a04Tc,This evening I could tell him.
16a04Wb,I could tell him this evening.
16a04Wc,"Tonight, I could tell him."
16a05Ab,"""The black sheet of paper is up there next to the piece of wood."""
16a05Ea,The black sheet of paper is up there next to the piece of wood.
16a05Fc,The black sheet of paper is up there next to the stopper.
16a05La,The black sheet of paper is up there next to the piece of wood.
16a05Tb,The black sheet of paper is up there next to the piece of wood.
16a05Wb,The black sheet of paper is up there next to the piece of wood.
16a05Wc,The black sheet of paper is up there next to the piece of wood.
16a07Ea,"""In seven hours, it will be time."""
16a07Fa,"In seven hours, it will be time."
16a07Fb,In seven hours it will be time.
16a07La,"In seven hours, it will be time."
16a07Lb,In seven hours it will be time.
16a07Nb,In seven hours it will be time.
16a07Td,"In seven hours, the time will come."
16a07Wa,"In seven hours, the time will come."
16b01Aa,What are those bags standing under the table?
16b01Eb,What are those bags standing under the table?
16b01Fa,What are those bags standing under the table?
16b01La,What are those bags standing under the table?
16b01Lc,What are those bags standing under the table?
16b01Tb,What are those bags standing under the table?
16b01Wa,What are those bags standing under the table?
16b01Wb,What are those bags standing under the table?
16b02Aa,"You just carried it up, and now you're going back down."
16b02Eb,They just carried it up and now they're going back down.
16b02Fd,You just carried it up and now you're going back down.
16b02Lb,"They just carried it up, and now they're going back down."
16b02Wb,"You just carried it up, and now you're going back down."
16b03Ad,"On the weekends, I always went home and visited Agnes."
16b03Ea,On the weekends I always drove home and visited Agnes.
16b03Fa,"On weekends, I now always went home and visited Agnes."
16b03Fd,"On the weekends, I always drove home and visited Agnes."
16b03La,"On the weekends, I always went home and visited Agnes."
16b03Nb,"On the weekends, I always went home and visited Agnes."
16b03Ta,"On the weekends, I always went home and visited Agnes."
16b03Wb,"On the weekends, I always drove home and visited Agnes."
16b09Ab,I just want to take this away and then go have a drink with Karl.
16b09Eb,I just want to take this away and then go have a drink with Karl.
16b09Fb,I just want to take this away and then go have a drink with Karl.
16b09La,I just want to take this away and then go have a drink with Karl.
16b09Lb,I just want to take this away and then go have a drink with Karl.
16b09Wb,I want to take this away and then go have a drink with Karl.
16b10Aa,It will be in the place where we always put it.
16b10Eb,It will be in the place where we always put it.
16b10Fb,It will be in the place where we always put it.
16b10Lb,It will be in the place where we always put it.
16b10Tb,It will be in the place where we always put it.
16b10Td,It will be in the place where we always put it.
16b10Wa,It will be in the place where we always put it.
16b10Wb,It will be in the place where we always put it.
