name,text
13b03Td, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
13b03Wc, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
13b09Ab, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b09Ec, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b09Fb, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b09Fc, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b09La, Ich will das eben wegbringen und dann mit Caras trinken gehen.
13b09Na, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b09Wa, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
13b10Ec," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13b10Fa," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13b10La," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13b10Nc," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13b10Wa," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13b10Wc," Die wird auf dem Platz sein, wo wir sie immer hinlegen!"
14a01Aa, Der Lappen liegt auf dem Eisschrank.
14a01Ac, Der Lappen liegt auf dem Eisschrank.
14a01Ea, Der Lappen liegt auf dem Eisschrank.
14a01Na, Der Lappen liegt auf dem Eisschrank.
14a01Wa, Der Lappen liegt auf dem Eisschrank.
14a01Wc, Der Lappen liegt auf dem Eisschrank.
14a02Ab, Das will sie am Mittwoch abgeben.
14a02Ea, Das will sie am Mittwoch abgeben.
14a02Fd, Das will sie am Mittwoch abgeben.
14a02La, Das will sie am Mittwoch abgeben.
14a02Nc, Das will sie am Mittwoch abgeben.
14a02Tb, Das will sie am Mittwoch abgeben.
14a02Wa, Das will sie am Mittwoch abgeben.
14a02Wc, Das will sie am Mittwoch abgeben.
14a04Aa, Heute Abend könnte ich es ihm sagen.
14a04Ed, Heute Abend könnte ich es ihm sagen.
14a04Lb, Heute Abend könnte ich es ihm sagen.
14a04Tb, Heute Abend könnte ich es ihm sagen.
14a04Tc, Heute Abend könnte ich es ihm sagen.
14a04Wb, Heute Abend könnte ich es ihm sagen.
14a04Wc, Heute Abend könnte ich es ihm sagen.
14a05Aa, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Ac," »Das schwarze Blatt Papier befindet sich da oben, neben dem Holzstück.«"
14a05Fa, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Fb, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Lb, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Na, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Ta, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Tc," Das schwarze Blatt Papier befindet sich da oben, neben dem Holzstück."
14a05Wa," Das schwarze Blatt Papier befindet sich da oben, neben dem Holzstück."
14a05Wb, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a07Aa, In sieben Stunden wird es soweit sein.
14a07Eb, In sieben Stunden wird es soweit sein.
14a07Fd, In sieben Stunden wird es soweit sein.
14a07Lc, In sieben Stunden wird es soweit sein.
14a07Ld, In sieben Stunden wird es soweit sein.
14a07Na, In sieben Stunden wird es soweit sein.
14a07Tc, In sieben Stunden wird es soweit sein.
14a07Wc, In sieben Stunden wird es soweit sein.
14b01Ac," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b01Eb," Was sind denn das für Töten, die da unter dem Tisch stehen?"
14b01Fa," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b01Fc," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b01Na," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b01Wc," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b02Aa, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b02Fb, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b02Na, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b02Tc, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b02Wb, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b02Wd, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
14b03Ad, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
14b03Ed, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
14b03Lb, An den Wochenenden bin ich jetzt immer nach Hause gefahren und hab Agnes besucht.
14b03Ta, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
14b03Wb, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
14b09Ac, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Ea, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Fc, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Lb, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Td, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Wa, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b09Wc, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
14b10Ad," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
14b10Eb," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
14b10Lb," Wie wird auf dem Platz sein, wo wir sie immer hinlegen?"
14b10Nb," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
14b10Tc," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
14b10Wc," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
15a01Ea, Der Lappen liegt auf dem Eisschrank.
15a01Fb, Der Lappen liegt auf dem Eisschrank.
15a01La, Der Lappen liegt auf dem Eisschrank.
15a01Nb, Der Lappen liegt auf dem Eisschrank.
15a01Wa, Der Lappen liegt auf dem Eisschrank!
15a02Ac, Das will sie am Mittwoch abgeben.
15a02Ea, Das will sie am Mittwoch abgeben.
15a02La, Das will sie am Mittwoch abgeben.
15a02Na, Das will sie am Mittwoch abgeben.
