name,english
03-01-01-01-01-02-21, Kids are talking by the door.
03-01-01-01-01-02-22, Kids are talking by the door.
03-01-01-01-01-02-23, Kids are talking by the door.
03-01-01-01-01-02-24, Kids are talking by the door.
03-01-01-01-02-01-01, Dogs are sitting by the door.
03-01-01-01-02-01-02, Dogs are sitting by the door.
03-01-01-01-02-01-03, Dogs are sitting by the door.
03-01-01-01-02-01-04, Dogs are sitting by the door.
03-01-01-01-02-01-05, Dogs are sitting by the door.
03-01-01-01-02-01-06, Dogs are sitting by the door.
03-01-01-01-02-01-07, Dogs are sitting by the door.
03-01-01-01-02-01-08, Dogs are sitting by the door.
03-01-01-01-02-01-09, Dogs are sitting by the door.
03-01-01-01-02-01-10, Dogs are sitting by the door.
03-01-01-01-02-01-11, Dogs are sitting by the door.
03-01-01-01-02-01-12, Dogs are sitting by the door.
03-01-01-01-02-01-13, Dogs are sitting by the door.
03-01-01-01-02-01-14, Dogs are sitting by the door.
03-01-01-01-02-01-15, Dogs are sitting by the door.
03-01-01-01-02-01-16, Dogs are sitting by the door.
03-01-01-01-02-01-17, Dogs are sitting by the door.
03-01-01-01-02-01-18, Dogs are sitting by the door.
03-01-01-01-02-01-19, Dogs are sitting by the door.
03-01-01-01-02-01-20, Dogs are sitting by the door.
03-01-01-01-02-01-21, Dogs are sitting by the door.
03-01-01-01-02-01-22, Dogs are sitting by the door.
03-01-01-01-02-01-23, Dogs are sitting by the door.
03-01-01-01-02-01-24, Dogs are sitting by the door.
03-01-01-01-02-02-01, Dogs are sitting by the door.
03-01-01-01-02-02-02, Dogs are sitting by the door.
03-01-01-01-02-02-03, Dogs are sitting by the door.
03-01-01-01-02-02-04, Dogs are sitting by the door.
03-01-01-01-02-02-05, Dogs are sitting by the door.
03-01-01-01-02-02-06, Dogs are sitting by the door.
03-01-01-01-02-02-07, Dogs are sitting by the door.
03-01-01-01-02-02-08, Dogs are sitting by the door.
03-01-01-01-02-02-09, Dogs are sitting by the door.
03-01-01-01-02-02-10, Dogs are sitting by the door.
03-01-01-01-02-02-11, Dogs are sitting by the door.
03-01-01-01-02-02-12, Dogs are sitting by the door.
03-01-01-01-02-02-13, Dogs are sitting by the door.
03-01-01-01-02-02-14, Dogs are sitting by the door.
03-01-01-01-02-02-15, Dogs are sitting by the door.
03-01-01-01-02-02-16, Dogs are sitting by the door.
03-01-01-01-02-02-17, Dogs are sitting by the door.
03-01-01-01-02-02-18, Dogs are sitting by the door.
03-01-01-01-02-02-19, Dogs are sitting by the door.
03-01-01-01-02-02-20, Dogs are sitting by the door.
03-01-01-01-02-02-21, Dogs are sitting by the door.
03-01-01-01-02-02-22, Dogs are sitting by the door.
03-01-01-01-02-02-23, Dogs are sitting by the door.
03-01-01-01-02-02-24, Dogs are sitting by the door.
03-01-02-01-01-01-01, Kids are talking by the door.
03-01-02-01-01-01-02, Kids are talking by the door.
03-01-02-01-01-01-03, Kids are talking by the door.
03-01-02-01-01-01-04, Kids are talking by the door.
03-01-02-01-01-01-05, Kids are talking by the door.
03-01-02-01-01-01-06, Kids are talking by the door.
03-01-02-01-01-01-07, Kids are talking by the door.
03-01-02-01-01-01-08, Kids are talking by the door.
03-01-02-01-01-01-09, Kids are talking by the door.
03-01-02-01-01-01-10, Kids are talking by the door.
03-01-02-01-01-01-11, Kids are talking by the door.
03-01-02-01-01-01-12, Kids are talking by the door.
03-01-02-01-01-01-13, Kids are talking by the door.
03-01-02-01-01-01-14, Kids are talking by the door.
03-01-02-01-01-01-15, Kids are talking by the door.
03-01-02-01-01-01-16, Kids are talking by the door.
03-01-02-01-01-01-17, Kids are talking by the door.
03-01-02-01-01-01-18, Kids are talking by the door.
03-01-02-01-01-01-19, Kids are talking by the door.
03-01-02-01-01-01-20, Kids are talking by the door.
03-01-02-01-01-01-21, Kids are talking by the door.
03-01-02-01-01-01-22, Kids are talking by the door.
03-01-02-01-01-01-23, Kids are talking by the door.
03-01-02-01-01-01-24, Kids are talking by the door.
03-01-02-01-01-02-01, Kids are talking by the door.
03-01-02-01-01-02-02, Kids are talking by the door.
03-01-02-01-01-02-03, Kids are talking by the door.
03-01-02-01-01-02-04, Kids are talking by the door.
03-01-02-01-01-02-05, Kids are talking by the door.
03-01-02-01-01-02-06, Kids are talking by the door.
03-01-02-01-01-02-07, Kids are talking by the door.
03-01-02-01-01-02-08, Kids are talking by the door.
03-01-02-01-01-02-09, Kids are talking by the door.
03-01-02-01-01-02-10, Kids are talking by the door.
03-01-02-01-01-02-11, Kids are talking by the door.
03-01-02-01-01-02-12, Kids are talking by the door.
03-01-02-01-01-02-13, Kids are talking by the door.
03-01-02-01-01-02-14, Kids are talking by the door.
03-01-02-01-01-02-15, Kids are talking by the door.
03-01-02-01-01-02-16, Kids are talking by the door.
03-01-02-01-01-02-17, Kids are talking by the door.
03-01-02-01-01-02-18, Kids are talking by the door.
03-01-02-01-01-02-19, Kids are talking by the door.
03-01-02-01-01-02-20, Kids are talking by the door.
03-01-02-01-01-02-21, Kids are talking by the door.
03-01-02-01-01-02-22, Kids are talking by the door.
03-01-02-01-01-02-23, Kids are talking by the door.
03-01-02-01-01-02-24, Kids are talking by the door.
03-01-02-01-02-01-01, Dogs are sitting by the door.
03-01-02-01-02-01-02, Dogs are sitting by the door.
03-01-02-01-02-01-03, Dogs are sitting by the door.
03-01-02-01-02-01-04, Dogs are sitting by the door.
03-01-02-01-02-01-05, Dogs are sitting by the door.
03-01-02-01-02-01-06, Dogs are sitting by the door.
03-01-02-01-02-01-07, Dogs are sitting by the door.
03-01-02-01-02-01-08, Dogs are sitting by the door.
03-01-02-01-02-01-09, Dogs are sitting by the door.
03-01-02-01-02-01-10, Dogs are sitting by the door.
03-01-02-01-02-01-11, Dogs are sitting by the door.
03-01-02-01-02-01-12, Dogs are sitting by the door.
03-01-02-01-02-01-13, Dogs are sitting by the door.
03-01-02-01-02-01-14, Dogs are sitting by the door.
03-01-02-01-02-01-15, Dogs are sitting by the door.
03-01-02-01-02-01-16, Dogs are sitting by the door.
03-01-02-01-02-01-17, Dogs are sitting by the door.
03-01-02-01-02-01-18, Dogs are sitting by the door.
03-01-02-01-02-01-19, Dogs are sitting by the door.
03-01-02-01-02-01-20, Dogs are sitting by the door.
03-01-02-01-02-01-21, Dogs are sitting by the door.
03-01-02-01-02-01-22, Dogs are sitting by the door.
03-01-02-01-02-01-23, Dogs are sitting by the door.
03-01-02-01-02-01-24, Dogs are sitting by the door.
03-01-02-01-02-02-01, Dogs are sitting by the door.
03-01-02-01-02-02-02, Dogs are sitting by the door.
03-01-02-01-02-02-03, Dogs are sitting by the door.
03-01-02-01-02-02-04, Dogs are sitting by the door.
03-01-02-01-02-02-05, Dogs are sitting by the door.
03-01-02-01-02-02-06, Dogs are sitting by the door.
03-01-02-01-02-02-07, Dogs are sitting by the door.
03-01-02-01-02-02-08, Dogs are sitting by the door.
03-01-02-01-02-02-09, Dogs are sitting by the door.
03-01-02-01-02-02-10, Dogs are sitting by the door.
03-01-02-01-02-02-11, Dogs are sitting by the door.
03-01-02-01-02-02-12, Dogs are sitting by the door.
03-01-02-01-02-02-13, Dogs are sitting by the door.
03-01-02-01-02-02-14, Dogs are sitting by the door.
03-01-02-01-02-02-15, Dogs are sitting by the door.
03-01-02-01-02-02-16, Dogs are sitting by the door.
03-01-02-01-02-02-17, Dogs are sitting by the door.
03-01-02-01-02-02-18, Dogs are sitting by the door.
03-01-02-01-02-02-19, Dogs are sitting by the door.
03-01-02-01-02-02-20, Dogs are sitting by the door.
03-01-02-01-02-02-21, Dogs are sitting by the door.
03-01-02-01-02-02-22, Dogs are sitting by the door.
03-01-02-01-02-02-23, Dogs are sitting by the door.
03-01-02-01-02-02-24, Dogs are sitting by the door.
03-01-02-02-01-01-01, Kids are talking by the door.
03-01-02-02-01-01-02, Kids are talking by the door.
03-01-02-02-01-01-03, Kids are talking by the door.
03-01-02-02-01-01-04, Kids are talking by the door.
03-01-02-02-01-01-05, Kids are talking by the door.
03-01-02-02-01-01-06, Kids are talking by the door.
03-01-02-02-01-01-07, Kids are talking by the door.
03-01-02-02-01-01-08, Kids are talking by the door.
03-01-02-02-01-01-09, Kids are talking by the door.
03-01-02-02-01-01-10, Kids are talking by the door.
03-01-02-02-01-01-11, Kids are talking by the door.
03-01-02-02-01-01-12, Kids are talking by the door.
03-01-02-02-01-01-13, Kids are talking by the door.
03-01-02-02-01-01-14, Kids are talking by the door.
03-01-02-02-01-01-15, Kids are talking by the door.
03-01-02-02-01-01-16, Kids are talking by the door.
03-01-02-02-01-01-17, Kids are talking by the door.
03-01-02-02-01-01-18, Kids are talking by the door.
03-01-02-02-01-01-19, Kids are talking by the door.
03-01-02-02-01-01-20, Kids are talking by the door.
03-01-02-02-01-01-21, Kids are talking by the door.
03-01-02-02-01-01-22, Kids are talking by the door.
03-01-02-02-01-01-23, Kids are talking by the door.
03-01-02-02-01-01-24, Kids are talking by the door.
03-01-02-02-01-02-01, Kids are talking by the door.
03-01-02-02-01-02-02, Kids are talking by the door.
03-01-02-02-01-02-03, Kids are talking by the door.
03-01-02-02-01-02-04, Kids are talking by the door.
03-01-02-02-01-02-05, Kids are talking by the door.
03-01-02-02-01-02-06, Kids are talking by the door.
03-01-02-02-01-02-07, Kids are talking by the door.
03-01-02-02-01-02-08, Kids are talking by the door.
03-01-02-02-01-02-09, Kids are talking by the door.
03-01-02-02-01-02-10, Kids are talking by the door.
03-01-02-02-01-02-11, Kids are talking by the door.
03-01-02-02-01-02-12, Kids are talking by the door.
03-01-02-02-01-02-13, Kids are talking by the door.
03-01-02-02-01-02-14, Kids are talking by the door.
03-01-02-02-01-02-15, Kids are talking by the door.
03-01-02-02-01-02-16, Kids are talking by the door.
03-01-02-02-01-02-17, Kids are talking by the door.
03-01-02-02-01-02-18, Kids are talking by the door.
03-01-02-02-01-02-19, Kids are talking by the door.
03-01-02-02-01-02-20, Kids are talking by the door.
03-01-02-02-01-02-21, Kids are talking by the door.
03-01-02-02-01-02-22, Kids are talking by the door.
03-01-02-02-01-02-23, Kids are talking by the door.
03-01-02-02-01-02-24, Kids are talking by the door.
03-01-02-02-02-01-01, Dogs are sitting by the door.
03-01-02-02-02-01-02, Dogs are sitting by the door.
03-01-02-02-02-01-03, Dogs are sitting by the door.
03-01-02-02-02-01-04, Dogs are sitting by the door.
03-01-02-02-02-01-05, Dogs are sitting by the door.
03-01-02-02-02-01-06, Dogs are sitting by the door.
03-01-02-02-02-01-07, Dogs are sitting by the door.
03-01-02-02-02-01-08, Dogs are sitting by the door.
03-01-02-02-02-01-09, Dogs are sitting by the door.
03-01-02-02-02-01-10, Dogs are sitting by the door.
03-01-02-02-02-01-11, Dogs are sitting by the door.
03-01-02-02-02-01-12, Dogs are sitting by the door.
03-01-02-02-02-01-13, Dogs are sitting by the door.
03-01-02-02-02-01-14, Dogs are sitting by the door.
03-01-02-02-02-01-15, Dogs are sitting by the door.
03-01-02-02-02-01-16, Dogs are sitting by the door.
03-01-02-02-02-01-17, Dogs are sitting by the door.
03-01-02-02-02-01-18, Dogs are sitting by the door.
03-01-02-02-02-01-19, Dogs are sitting by the door.
03-01-02-02-02-01-20, Dogs are sitting by the door.
03-01-02-02-02-01-21, Dogs are sitting by the door.
03-01-02-02-02-01-22, Dogs are sitting by the door.
03-01-02-02-02-01-23, Dogs are sitting by the door.
03-01-02-02-02-01-24, Dogs are sitting by the door.
03-01-02-02-02-02-01, Dogs are sitting by the door.
03-01-02-02-02-02-02, Dogs are sitting by the door.
03-01-02-02-02-02-03, Dogs are sitting by the door.
03-01-02-02-02-02-04, Dogs are sitting by the door.
03-01-02-02-02-02-05, Dogs are sitting by the door.
03-01-02-02-02-02-06, Dogs are sitting by the door.
03-01-02-02-02-02-07, Dogs are sitting by the door.
03-01-02-02-02-02-08, Dogs are sitting by the door.
03-01-02-02-02-02-09, Dogs are sitting by the door.
03-01-02-02-02-02-10, Dogs are sitting by the door.
03-01-02-02-02-02-11, Dogs are sitting by the door.
03-01-02-02-02-02-12, Dogs are sitting by the door.
03-01-02-02-02-02-13, Dogs are sitting by the door.
03-01-02-02-02-02-14, Dogs are sitting by the door.
03-01-02-02-02-02-15, Dogs are sitting by the door.
03-01-02-02-02-02-16, Dogs are sitting by the door.
03-01-02-02-02-02-17, Dogs are sitting by the door.
03-01-02-02-02-02-18, Dogs are sitting by the door.
03-01-02-02-02-02-19, Dogs are sitting by the door.
03-01-02-02-02-02-20, The dogs are sitting by the door.
03-01-02-02-02-02-21, Dogs are sitting by the door.
03-01-02-02-02-02-22, Dogs are sitting by the door.
03-01-02-02-02-02-23, Dogs are sitting by the door.
03-01-02-02-02-02-24, Dogs are sitting by the door.
03-01-03-01-01-01-01, Kids are talking by the door.
03-01-03-01-01-01-02, Kids are talking by the door.
03-01-03-01-01-01-03, Kids are talking by the door.
03-01-03-01-01-01-04, Kids are talking by the door.
03-01-03-01-01-01-05, Kids are talking by the door.
03-01-03-01-01-01-06, Kids are talking by the door.
03-01-03-01-01-01-07, Kids are talking by the door.
03-01-03-01-01-01-08, Kids are talking by the door.
03-01-03-01-01-01-09, Kids are talking by the door.
03-01-03-01-01-01-10, Kids are talking by the door.
03-01-03-01-01-01-11, Kids are talking by the door.
03-01-03-01-01-01-12, Kids are talking by the door.
03-01-03-01-01-01-13, Kids are talking by the door.
03-01-03-01-01-01-14, Kids are talking by the door.
03-01-03-01-01-01-15, Kids are talking by the door.
03-01-03-01-01-01-16, Kids are talking by the door.
03-01-03-01-01-01-17, Kids are talking by the door.
03-01-03-01-01-01-18, Kids are talking by the door.
03-01-03-01-01-01-19, Kids are talking by the door.
03-01-03-01-01-01-20, Kids are talking by the door.
03-01-03-01-01-01-21, Kids are talking by the door.
03-01-03-01-01-01-22, Kids are talking by the door.
03-01-03-01-01-01-23, Kids are talking by the door.
03-01-03-01-01-01-24, Kids are talking by the door.
03-01-03-01-01-02-01, Kids are talking by the door.
03-01-03-01-01-02-02, Kids are talking by the door.
03-01-03-01-01-02-03, Kids are talking by the door.
03-01-03-01-01-02-04, Kids are talking by the door.
03-01-03-01-01-02-05, Kids are talking by the door.
03-01-03-01-01-02-06, Kids are talking by the door.
03-01-03-01-01-02-07, Kids are talking by the door.
03-01-03-01-01-02-08, Kids are talking by the door.
03-01-03-01-01-02-09, Kids are talking by the door.
03-01-03-01-01-02-10, Kids are talking by the door.
03-01-03-01-01-02-11, Kids are talking by the door.
03-01-03-01-01-02-12, Kids are talking by the door.
03-01-03-01-01-02-13, Kids are talking by the door.
03-01-03-01-01-02-14, Kids are talking by the door!
03-01-03-01-01-02-15, Kids are talking by the door.
03-01-03-01-01-02-16, Kids are talking by the door.
03-01-03-01-01-02-17, Kids are talking by the door.
03-01-03-01-01-02-18, Kids are talking by the door.
03-01-03-01-01-02-19, Kids are talking by the door.
03-01-03-01-01-02-20, Kids are talking by the door.
03-01-03-01-01-02-21, Kids are talking by the door.
03-01-03-01-01-02-22, Kids are talking by the door.
03-01-03-01-01-02-23, Kids are talking by the door.
03-01-03-01-01-02-24, Kids are talking by the door.
03-01-03-01-02-01-01, Dogs are sitting by the door.
03-01-03-01-02-01-02, Dogs are sitting by the door.
03-01-03-01-02-01-03, Dogs are sitting by the door.
03-01-03-01-02-01-04, Dogs are sitting by the door.
03-01-03-01-02-01-05, Dogs are sitting by the door.
03-01-03-01-02-01-06, Dogs are sitting by the door.
03-01-03-01-02-01-07, Dogs are sitting by the door.
03-01-03-01-02-01-08, Dogs are sitting by the door.
03-01-03-01-02-01-09, Dogs are sitting by the door.
03-01-03-01-02-01-10, Dogs are sitting by the door.
03-01-03-01-02-01-11, Dogs are sitting by the door.
03-01-03-01-02-01-12, Dogs are sitting by the door.
03-01-03-01-02-01-13, Dogs are sitting by the door.
03-01-03-01-02-01-14, Dogs are sitting by the door.
03-01-03-01-02-01-15, Dogs are sitting by the door.
03-01-03-01-02-01-16, Dogs are sitting by the door.
03-01-03-01-02-01-17, Dogs are sitting by the door.
03-01-03-01-02-01-18, Dogs are sitting by the door.
03-01-03-01-02-01-19, Dogs are sitting by the door.
03-01-03-01-02-01-20, And dogs are sitting by the door.
03-01-03-01-02-01-21, Dogs are sitting by the door.
03-01-03-01-02-01-22, Dogs are sitting by the door.
03-01-03-01-02-01-23, Dogs are sitting by the door.
03-01-03-01-02-01-24, Dogs are sitting by the door.
03-01-03-01-02-02-01, Dogs are sitting by the door.
03-01-03-01-02-02-02, Dogs are sitting by the door.
03-01-03-01-02-02-03, Dogs are sitting by the door.
03-01-03-01-02-02-04, Dogs are sitting by the door.
03-01-03-01-02-02-05, Dogs are sitting by the door.
03-01-03-01-02-02-06, Dogs are sitting by the door.
03-01-03-01-02-02-07, Dogs are sitting by the door.
03-01-03-01-02-02-08, Dogs are sitting by the door.
03-01-03-01-02-02-09, Dogs are sitting by the door.
03-01-03-01-02-02-10, Dogs are sitting by the door.
03-01-03-01-02-02-11, Dogs are sitting by the door.
03-01-03-01-02-02-12, Dogs are sitting by the door.
03-01-03-01-02-02-13, Dogs are sitting by the door.
03-01-03-01-02-02-14, Dogs are sitting by the door.
03-01-03-01-02-02-15, Dogs are sitting by the door.
03-01-03-01-02-02-16, Dogs are sitting by the door.
03-01-03-01-02-02-17, Dogs are sitting by the door.
03-01-03-01-02-02-18, Dogs are sitting by the door.
03-01-03-01-02-02-19, Dogs are sitting by the door.
03-01-03-01-02-02-20, Dogs are sitting by the door.
03-01-03-01-02-02-21, Dogs are sitting by the door.
03-01-03-01-02-02-22, Dogs are sitting by the door.
03-01-03-01-02-02-23, Dogs are sitting by the door.
03-01-03-01-02-02-24, Dogs are sitting by the door.
03-01-03-02-01-01-01, Kids are talking by the door!
03-01-03-02-01-01-02, Kids are talking by the door.
03-01-03-02-01-01-03, Kids are talking by the door!
03-01-03-02-01-01-04, Kids are talking by the door!
03-01-03-02-01-01-05, Kids are talking by the door.
03-01-03-02-01-01-06, Kids are talking by the door!
03-01-03-02-01-01-07, Kids are talking by the door.
03-01-03-02-01-01-08, Kids are talking by the door.
03-01-03-02-01-01-09, Kids are talking by the door.
03-01-03-02-01-01-10, Kids are talking by the door.
03-01-03-02-01-01-11, Kids are talking by the door.
03-01-03-02-01-01-12, Kids are talking by the door!
03-01-03-02-01-01-13, Kids are talking by the door.
03-01-03-02-01-01-14, Kids are talking by the door!
03-01-03-02-01-01-15, Kids are talking by the door.
03-01-03-02-01-01-16, Kids are talking by the door.
03-01-03-02-01-01-17, Kids are talking by the door!
03-01-03-02-01-01-18, Kids are talking by the door!
03-01-03-02-01-01-19, Kids are talking by the door.
03-01-03-02-01-01-20, Kids are talking by the door.
03-01-03-02-01-01-21, Kids are talking by the door.
03-01-03-02-01-01-22, Kids are talking by the door!
03-01-03-02-01-01-23, Kids are talking by the door!
03-01-03-02-01-01-24, Kids are talking by the door.
03-01-03-02-01-02-01, Kids are talking by the door.
03-01-03-02-01-02-02, Kids are talking by the door.
03-01-03-02-01-02-03, Kids are talking by the door.
03-01-03-02-01-02-04, Kids are talking by the door!
03-01-03-02-01-02-05, Kids are talking by the door.
03-01-03-02-01-02-06, Kids are talking by the door!
03-01-03-02-01-02-07, Kids are talking by the door!
03-01-03-02-01-02-08, Kids are talking by the door.
03-01-03-02-01-02-09, Kids are talking by the door!
03-01-03-02-01-02-10, Kids are talking by the door!
03-01-03-02-01-02-11, Kids are talking by the door.
03-01-03-02-01-02-12, Kids are talking by the door!
03-01-03-02-01-02-13, Kids are talking by the door.
03-01-03-02-01-02-14, Kids are talking by the door!
03-01-03-02-01-02-15, Kids are talking by the door.
03-01-03-02-01-02-16, Kids are talking by the door.
03-01-03-02-01-02-17, Kids are talking by the door!
03-01-03-02-01-02-18, Kids are talking by the door!
03-01-03-02-01-02-19, Kids are talking by the door!
03-01-03-02-01-02-20, Kids are talking by the door.
03-01-03-02-01-02-21, Kids are talking by the door.
03-01-03-02-01-02-22, Kids are talking by the door!
03-01-03-02-01-02-23, Kids are talking by the door!
03-01-03-02-01-02-24, Kids are talking by the door.
03-01-03-02-02-01-01, Dogs are sitting by the door.
03-01-03-02-02-01-02, Dogs are sitting by the door.
03-01-03-02-02-01-03, Dogs are sitting by the door!
03-01-03-02-02-01-04, Dogs are sitting by the door.
03-01-03-02-02-01-05, Dogs are sitting by the door.
03-01-03-02-02-01-06, Dogs are sitting by the door!
03-01-03-02-02-01-07, Dogs are sitting by the door.
03-01-03-02-02-01-08, Dogs are sitting by the door.
03-01-03-02-02-01-09, Dogs are sitting by the door!
03-01-03-02-02-01-10, Dogs are sitting by the door!
03-01-03-02-02-01-11, Dogs are sitting by the door.
03-01-03-02-02-01-12, Dogs are sitting by the door.
03-01-03-02-02-01-13, Dogs are sitting by the door.
03-01-03-02-02-01-14, Dogs are sitting by the door!
03-01-03-02-02-01-15, Dogs are sitting by the door.
03-01-03-02-02-01-16, Dogs are sitting by the door.
03-01-03-02-02-01-17, The dogs are sitting by the door!
03-01-03-02-02-01-18, Dazur's sitting by the door!
03-01-03-02-02-01-19, Dogs are sitting by the door.
03-01-03-02-02-01-20, Dogs are sitting by the door!
03-01-03-02-02-01-21, Dogs are sitting by the door.
03-01-03-02-02-01-22, Dogs are sitting by the door!
03-01-03-02-02-01-23, Dogs are sitting by the door!
03-01-03-02-02-01-24, Dogs are sitting by the door.
03-01-03-02-02-02-01, Dogs are sitting by the door.
03-01-03-02-02-02-02, Dogs are sitting by the door.
03-01-03-02-02-02-03, Dogs are sitting by the door!
03-01-03-02-02-02-04, Dogs are sitting by the door!
03-01-03-02-02-02-05, Dogs are sitting by the door.
03-01-03-02-02-02-06, Dogs are sitting by the door!
03-01-03-02-02-02-07, Dogs are sitting by the door!
03-01-03-02-02-02-08, Dogs are sitting by the door.
03-01-03-02-02-02-09, Dogs are sitting by the door.
03-01-03-02-02-02-10, Dogs are sitting by the door!
03-01-03-02-02-02-11, Dogs are sitting by the door.
03-01-03-02-02-02-12, Dogs are sitting by the door!
03-01-03-02-02-02-13, Dogs are sitting by the door.
03-01-03-02-02-02-14, Dogs are sitting by the door!
03-01-03-02-02-02-15, Dogs are sitting by the door.
03-01-03-02-02-02-16, Dogs are sitting by the door.
03-01-03-02-02-02-17, Dogs are sitting by the door.
03-01-03-02-02-02-18, Dogs are sitting by the door!
03-01-03-02-02-02-19, Dogs are sitting by the door.
03-01-03-02-02-02-20, Dogs are sitting by the door!
03-01-03-02-02-02-21, Dogs are sitting by the door.
03-01-03-02-02-02-22, Dogs are sitting by the door.
03-01-03-02-02-02-23, Dogs are sitting by the door.
03-01-03-02-02-02-24, Dogs are sitting by the door.
03-01-04-01-01-01-01, Kids are talking by the door.
03-01-04-01-01-01-02, Kids are talking by the door.
03-01-04-01-01-01-03, Kids are talking by the door.
03-01-04-01-01-01-04, Kids are talking by the door.
03-01-04-01-01-01-05, Kids are talking by the door.
03-01-04-01-01-01-06, Kids are talking by the door.
03-01-04-01-01-01-07, Kids are talking by the door.
03-01-04-01-01-01-08, Kids are talking by the door.
03-01-04-01-01-01-09, Kids are talking by the door.
03-01-04-01-01-01-10, Kids are talking by the door.
03-01-04-01-01-01-11, Kids are talking by the door.
03-01-04-01-01-01-12, Kids are talking by the door.
03-01-04-01-01-01-13, Kids are talking by the door.
03-01-04-01-01-01-14, Kids are talking by the door.
03-01-04-01-01-01-15, Kids are talking by the door.
03-01-04-01-01-01-16, Kids are talking by the door.
03-01-04-01-01-01-17, Kids are talking by the door.
03-01-04-01-01-01-18, Kids are talking by the door.
03-01-04-01-01-01-19, Kids are talking by the door.
03-01-04-01-01-01-20, Kids are talking by the door.
03-01-04-01-01-01-21, Kids are talking by the door.
03-01-04-01-01-01-22, Kids are talking by the door.
03-01-04-01-01-01-23, Kids are talking by the door.
03-01-04-01-01-01-24, Kids are talking by the door.
03-01-04-01-01-02-01, The kids are talking by the door.
03-01-04-01-01-02-02, Kids are talking by the door.
03-01-04-01-01-02-03, Kids are talking by the door.
03-01-04-01-01-02-04, Kids are talking by the door.
03-01-04-01-01-02-05, Kids are talking by the door.
03-01-04-01-01-02-06, Kids are talking by the door.
03-01-04-01-01-02-07, Kids are talking by the door.
03-01-04-01-01-02-08, Kids are talking by the door.
03-01-04-01-01-02-09, Kids are talking by the door.
03-01-04-01-01-02-10, Kids are talking by the door.
03-01-04-01-01-02-11, Kids are talking by the door.
03-01-04-01-01-02-12, Kids are talking by the door.
03-01-04-01-01-02-13, Kids are talking by the door.
03-01-04-01-01-02-14, Kids are talking by the door.
03-01-04-01-01-02-15, Kids are talking by the door.
03-01-04-01-01-02-16, Kids are talking by the door.
03-01-04-01-01-02-17, Kids are talking by the door.
03-01-04-01-01-02-18, Kids are talking by the door.
03-01-04-01-01-02-19, Kids are talking by the door.
03-01-04-01-01-02-20, Kids are talking by the door.
03-01-04-01-01-02-21, Kids are talking by the door.
03-01-04-01-01-02-22, Kids are talking by the door.
03-01-04-01-01-02-23, Kids are talking by the door.
03-01-04-01-01-02-24, Kids are talking by the door.
03-01-04-01-02-01-01, Dogs are sitting by the door.
03-01-04-01-02-01-02, Dogs are sitting by the door.
03-01-04-01-02-01-03, Dogs are sitting by the door.
03-01-04-01-02-01-04, Dogs are sitting by the door.
03-01-04-01-02-01-05, Dogs are sitting by the door.
03-01-04-01-02-01-06, Dogs are sitting by the door.
03-01-04-01-02-01-07, Dogs are sitting by the door.
03-01-04-01-02-01-08, Dogs are sitting by the door.
03-01-04-01-02-01-09, Dogs are sitting by the door.
03-01-04-01-02-01-10, Dogs were sitting by the door.
03-01-04-01-02-01-11, Dogs are sitting by the door.
