name,english
SM2_F15_A037,Not that liberal Pakistan secular
SM2_F16_A038,"""The Pakistan that was, was not a religious extremist Pakistan."""
SM2_F17_A039,"At this time, we Muslim civilization..."
SM2_F18_A040,"The era the nation is going through, nations experience rise and fall."
SM2_F19_A041,"""The Wright Brothers had done that in nineteen hundred."""
SM2_F20_A042,Who do you consider Islam?
SM2_F21_A043,They are the ones causing the mess.
SM2_F22_A044,Iqbal is a traditional Islamic lover.
SM2_F23_A045,"""From the community of the Messenger of Allah"""
SM2_F24_A046,Loving ones and the most modern education in the world.
SM2_F25_A047,From Muhammad Ali Jinnah to becoming the leader.
SM2_F26_A048,"""Majazm banane wale making him a tiger Allah Maaye"""
SM2_F27_A049,Iqbal was self-respecting and self-reliant.
SM2_F28_A050,Iqbal's philosophy of selfhood was taught to this nation.
SM3_F1_A051,What is your time?
SM3_F1_H053,I...
SM3_F1_N021,Will come from debates.
SM3_F2_A052,One more thing.
SM3_F2_H054,This is coming to the entire situation.
SM3_F2_N022,Now if you are listening to your viewer.
SM3_F3_N023,He will see who is the one selling dreams.
SM3_F4_N024,He is doing things without hesitation.
SM3_F5_N025,"""It has been said about religion that"""
SM3_F6_N026,"This life of destruction has been made easy for you, O Muslims."
SM3_F7_N027,It is in the Quran.
SM3_F8_N028,"""Look at the rest of the nation-states which are the modern world."""
SM4_F1_A053,Music
SM4_F2_A054,"Attacking Benazir Bhutto, they martyred her."
SM4_F3_A055,The businessmen still have to go.
SM4_F4_A056,"""You have been aware of the importance; that's enough."""
SM4_F5_A057,I have already paid my hotel bill.
SM4_F6_A058,"It has been seven months, say something like a date."
SM4_F7_A059,Then you will call me a dacoit again.
SM4_F8_A060,"You tell me that I have a weapon, so why wouldn't I have a weapon?"
SM4_F9_A061,Forty-one bodies in Karachi.
SM4_F10_A062,"We had given for these indolences, is there any brave soul?"
SM4_F11_A063,"...who, of those forty-seven killers, any..."
SM4_F12_A064,...also be ready to capture the killers of forty-seven Muslims.
SM4_F13_A065,All cancerous ethics
SM4_F14_A066,Against the People's Party
SM4_F15_A067,Those who call you the deal of honor
SM4_F16_A068,"""May God's curse be upon you people, you come to Pakistan."""
SM4_F17_A069,"""He is coming into the ignorant brigade."""
SM4_F18_A070,"You are writing to Zardari, who is possessed, and to Nawaz Sharif, if these people..."
SM4_F19_A071,What is India's stance on Pakistan today?
SM4_F20_A072,The whole world knows Nazr for a small murder.
SM4_F21_A073,"To do politics, this cleric"
SM4_F22_A074,Those who wouldn't even come till yesterday and sat outside as guards.
SM4_F23_A075,Music
SM4_F24_A076,"""The decision made by her will be accepted."""
SM4_F25_A077,"So it's gone, now the competition will take place on the roads again."
SM4_F26_A078,Come to us very very very very very...
SM4_F27_A079,Why was Raymond Davis
SM4_F28_A080,"Look at the pure day, ask the pure day."
SM4_F29_A081,"The penalty was also paid, that was also done."
SM4_F30_A082,"By the reflection of darkness, by the reflection of today."
SM4_F31_A083,I request Mr. Iftikhar Chaudhry
SM4_F32_A084,I will be in low motion and now bring all the cousins tomorrow morning.
SM4_F33_A085,One hundred Mobic should be made above the one you.
SM4_F34_A086,Blame us for what you blame governments for.
SM4_F35_A087,"""Monsters that bring the public onto the roads in trucks."""
SM4_F36_A088,"They are talking about him, call him too, Mr. Raft Khar Chaudhry."
SM4_F37_A089,Music
SM4_F38_A090,"It also became Kassaz inside them, it also became Vaid, and inside it also the past."
SM4_F39_A091,Music
SM4_F40_A092,Those who meet sharp-minded Pakistanis.
SM4_F41_A093,Music
SM4_F42_A094,They were not someone's son; is it necessary for the body?
SM4_F43_A095,Music
SM4_F44_A096,"The court is punishing them, and you are talking about the army."
SM4_F45_A097,"""Along with the terror that was inflicted and left by the icon"""
SM4_F46_A098,"""They were getting upset at that very moment, those who knew about this table."""
SM4_F47_A099,Those who went to Karachi for the target.
SM4_F48_A0100,Those who were declared murderers of Pakistanis
SM5_F1_H055,How will the government function if the lazy people come?
SM5_F1_N029,Power lies with Mian's personality.
SM5_F2_H056,The head (or top) will bow down if...
SM5_F2_N030,To benefit when Nawaz Sharif did.
SM5_F3_H057,For those who seek direction.
SM5_F3_N031,During the first twelve years of rule
SM5_F4_H058,He claims that the gentleman has committed theft amounting to billions of rupees.
SM5_F4_N032,Had built one to thirty factories.
SM5_F5_H059,What will happen to the man who...
SM5_F5_N033,"Sitting down, they benefited themselves."
SM5_F6_H060,Arresting someone who stands for people's rights.
SM5_F6_N034,Loans have been taken from nationalized banks.
SM5_F7_H061,We
SM5_F7_N035,This is actually
SM5_F8_H062,If fifteen ten
SM5_F8_N036,The entire nation knew that he/she/it was corrupt.
SM5_F9_N037,But their seizure is from Allah.
SM5_F10_N038,"Caught here, painter."
SM5_F11_N039,Disclosure International Disclosure
SM5_F12_N040,"""Exposed now, the issue is this"""
SM5_F13_N041,"""People are pawns of action."""
SM5_F14_N042,"Using all means, all justice."
SM5_F15_N043,Workers are being intimidated.
SM5_F16_N044,The police are being used to harass people.
SM5_F17_N045,The queen is this wisdom.
SM5_F18_N046,"A prime minister who, for thirty years,"
SM5_F19_N047,This is some kind of superficiality.
SM5_F20_N048,Is this some kind of Mughal emperor or some commander of the faithful?
SM5_F21_N049,Two within a democracy where prime ministers...
SM5_F22_N050,"The names had come, so what was done against David Cameron?"
SM5_F23_N051,Taken from money obtained through laundering and corruption.
SM5_F24_N052,"So, therefore, in 2005, it was also very long."
SM5_F25_N053,"Decided not to do it, which means that."
SM5_F26_N054,The government submitted its statement in the Supreme Court.
SM5_F27_N055,"""Got caught, see how he got caught."""
SM5_F28_N056,His daughter's two companies revealed.
SM5_F29_N057,"""Thoughts within Panama"""
SM5_F30_N058,"In 2016, 2012"
SM5_F31_N059,"""Revelation occurs in Panama."""
SM5_F32_N060,"That since 2006, they had companies whose..."
SM5_F33_N061,Properties of rupees
SM5_F34_N062,What capacity is left for it in Mayfair now?
SM5_F35_N063,They have taken property worth billions of rupees abroad.
SM5_F36_N064,Which has neither been declared nor has any source of income.
SM5_F37_N065,"Years ago, he cursed."
SM5_F38_N066,"I don't have companies, although I had them since 2006."
SM5_F39_N067,All rarity
SM5_F40_N068,And FBR and SECP and all these other institutions.
SM5_F41_N069,They caught those who should have been caught.
SM5_F42_N070,Went to Kamtee and said that we have
SM5_F43_N071,Why should we do this?
SM5_F44_N072,We are putting pressure on Nawaz Sharif who...
SM5_F45_N073,"""The people of Iceland installed"""
SM5_F46_N074,It is written outside that the prime minister has not resigned.
SM5_F47_N075,"Look, Hamid 93"
SM5_F48_N076,"""To me"""
SM5_F49_N077,If there had been no rigging in the election.
SM5_F50_N078,Then the republic would not have derailed.
SM5_F51_N079,I believe that a
SM5_F52_N080,The Prime Minister has been caught in corruption.
SM5_F53_N081,My point is that look
SM5_F54_N082,To say that a democratic
SM5_F55_N083,You steal and
SM5_F56_N084,Your whole family seems to be involved in stealing.
SM5_F57_N085,Because the king is alone.
SM5_F58_N086,"When he decides to go out, the daughter sits on the deputy's chair."
SM5_F59_N087,Amnesty
SM5_F60_N088,"Many times when he goes, Hamza Sharif sits down, said the Deputy Chief."
SM5_F61_N089,If this democracy you have...
SM5_F62_N090,"In this way, you have to drive, and you tell us that sir, we..."
SM5_F63_N091,Silently remained their slaves.
SM5_F64_N092,"I do not accept slavery, for this I..."
SM5_F65_N093,I have been saying this about corruption for twenty years.
SM5_F66_N094,The biggest tragedy of the country is corruption.
SM5_F67_N095,So he was once again in front.
SM5_F68_N096,The democracy that gives us rights
SM5_F69_N097,The land outside was meant to become pure.
SM5_F70_N098,"That is, the worship of nine unknown people."
SM5_F71_N099,This is only personal gain.
SM5_F72_N0100,Tell me about their interests.
SM6_F1_H063,This is the work I know.
SM6_F1_S097,Maybe
SM6_F2_H064,"First, see if you know how to do the work or not?"
SM6_F2_S098,Oh
SM6_F3_H065,"Our own principles will emerge, tell how many."
SM6_F3_S099,"I'm feeling scared, friend. I feel like something is going to happen."
SM6_F4_H066,We have to produce; tell us about the radio. What is the morning show? What will we do?
SM6_F4_S0100,"""It has happened, she said this."""
SM6_F5_H067,A hardcore political gambler
SM6_F6_H068,That's why we take a break and just a few moments
SM6_F7_H069,They have written to me about the Simon Commission.
SM6_F8_H070,"When Baqar put on the headphones, they heard my lip syncing."
SM6_F9_H071,They have to guess from my lip-syncing what I am trying to say.
SM6_F10_H072,"I said Simon Commission is saying yes, Amita, you."
SM7_F1_H073,He can talk about it.
SM7_F2_H074,"There were no certificates either; since that day, the name has remained Hasad Umar."
SM7_F3_H075,Here's our meeting at Nine Zero.
SM7_F4_H076,"I was the chairman of the Pakistan Business Council, and it was our delegation."
SM7_F5_H077,Sadar jinka zabardast senso
SM7_F6_H078,"My mark star says to me, brother Asad, you..."
SM7_F7_H079,Music
SM7_F8_H080,"Mark Bhai, my wife says that from your talks, it seems one day you might get amputated."
SM7_F9_H081,"When the first meeting happened, I told Imran that..."
SM7_F10_H082,"I talk to my think tank, you talk to your think tank."
SM7_F11_H083,And
SM7_F12_H084,"The conversation started, and Zubeen was the most opposed."
SM7_F13_H085,"She is not in PTI, and she is absolutely not in PTI."
SM7_F14_H086,"There is no such beauty in me, nor in the video."
SM7_F15_H087,So he is the most...
SM7_F16_H088,"So over there, I gave the presentation, and when I gave the presentation..."
SM7_F17_H089,"My salary, Mashallah, was quite substantial."
SM7_F18_H090,As much as my ease is.
SM7_F19_H091,Quite a lot and mine.
SM7_F20_H092,The first salary as an MA was eighty-one and a half rupees.
SM7_F21_H093,"Those who are aware, they say, are quite troubled."
SM7_F22_H094,"Brother Asad got very upset, so I asked who was lying down."
SM7_F23_H095,"Brother, I am Islam."
SM7_F24_H096,My assumption was that I am in Islamabad.
SM7_F25_H097,So all the people who were sitting in the room.
SM7_F26_H098,"I did not say, whoever was in the room said this is not Pakistani."
SM7_F27_H099,Whoever I meet turns out to be a PTI supporter.
SM7_F28_H0100,So I said you meet the ones who are PTI supporters.
SM17_F1_H047,Narrative
SM17_F2_H048,The Malwaris met my Malwari at the Qadar Hotel in Dubai.
SM18_F1_H049,What did you say to win?
SM18_F2_H050,"The text appears to contain repetition and may not fully make sense, but a rough translation could be: ""So much meet meet so expensive so meet about art."""
SM19_F1_H051,You told him.
SM19_F2_H052,"Alright, you know what, listen to me, I am sure about this."
SM20_F1_N05,"""It was the same for us before the election too."""
SM20_F2_N06,"""That thirty seats will be ours."""
SM20_F3_N07,Music
SM20_F4_N08,"""But from being completed"""
SM20_F5_N09,They gather together and form circles too.
SM20_F6_N010,"""That's democracy, but"""
SM20_F7_N011,Has done and will do more.
SM20_F8_N012,They can be even larger than the waters.
SM20_F9_N013,In three years
SM20_F10_N014,"""In one sense,"""
SM21_F1_N015,Then you will have to follow the law.
SM21_F2_N016,That they have
SM21_F3_N017,A case was filed in the Supreme Court.
SM21_F4_N018,"""The second petition is with the Election Commission."""
SM22_F1_N019,I only
SM22_F2_N020,As a political worker
SM23_F1_S07,What did you do and where were you?
SM23_F2_S08,We
SM23_F3_S09,A connection and sustenance
SM23_F4_S010,"Before this, you knew them."
SM23_F5_S011,How did they compare it to this?
SM23_F6_S012,"In the videos, they used to talk big, but otherwise when..."
SM24_F1_S013,"Enough, I am in Pakistan."
SM24_F2_S014,Isn't Pakistan comes first?
SM24_F3_S015,Music
SM24_F4_S016,All things are thoughts that leave you alone in the room at night.
SM24_F5_S017,If left in the room and
SM24_F6_S018,"I was treated very well, I was not treated badly."
SM24_F7_S019,Nor did anyone pressure me to say that you have done this.
SM24_F8_S020,"I have to do this, have to do that, nothing follows me, I asked for rice."
SM24_F9_S021,"I asked for lentils and rice, and they gave me lentils and rice."
SM24_F10_S022,"I kept thinking, sitting, Kashif brother."
SM24_F11_S023,Something like that I made a friend.
SM24_F12_S024,"""The sustenance of nine hundred and fifty-two families is provided, thirty-four children."""
SM24_F13_S025,Epis issue
SM24_F14_S026,"""I spoke this for Rao; I stood up for the army."""
SM24_F15_S027,Music
SM24_F16_S028,I thought about what I did after that.
SM24_F17_S029,I have no specific information regarding Pakistan.
SM24_F18_S030,I am responding and trying to defend.
SM24_F19_S031,"Liyagh Sahib has arrived, enough now."
SM24_F20_S032,
SM24_F21_S033,"No, I don't know."
SM24_F22_S034,"Obviously, they did not conduct any interrogation with me."
SM24_F23_S035,Decision shown in Rohana.
SM24_F24_S036,You both are my own.
SM24_F25_S037,Music
SM24_F26_S038,I am under a lot of pressure.
SM24_F27_S039,"""I am the most"""
SM24_F28_S040,"First, I will request Chhipa Sahib because he is receiving phone calls."
SM24_F29_S041,"""Abdul Sabr Sahib from home"""
SM24_F30_S042,"""that the duties of their shrouding and burial"""
SM24_F31_S043,Say the prayer performed by Mr. Chhipa.
SM24_F32_S044,So I will request Mr. Cheaper to...
SM24_F33_S045,Music
SM24_F34_S046,"""They took Abbasi Shaheed."""
SM24_F35_S047,"Arikhan Bhai, how is the situation there?"
SM24_F36_S048,"""Sister-in-law, of course, it’s a new meeting."""
SM24_F37_S049,Children
SM24_F38_S050,"What should I ask you, you have already explained it to me yourself."
SM25_F1_S051,"""That people there"""
SM25_F2_S052,They are roaming around with such a weapon.
SM25_F3_S053,"""Whoever the heart desires, they are lifting."""
SM25_F4_S054,He desires that they remain silent.
SM25_F5_S055,What are they doing whom we...
SM25_F6_S056,"""People call the rulers."""
SM25_F7_S057,"Those who are wandering, who are burned."
SM25_F8_S058,"We, the people, are just ordinary folks."
SM25_F9_S059,"""Where will you take the mangoes?"""
SM25_F10_S060,Their life had no value to me.
SM25_F11_S061,I leave the owner of Aeginia.
SM25_F12_S062,Whose son was
SM25_F13_S063,Phalia's day has come.
SM25_F14_S064,"""They met them at 2:30 today."""
SM25_F15_S065,By firing
SM25_F16_S066,
SM25_F17_S067,"You, living in the country,"
SM25_F18_S068,Not willing to protect the belief.
SM25_F19_S069,"""Archaic machinery so then someone"""
SM25_F20_S070,"""Where should people go?"""
SM25_F21_S071,"""This and celebrities or others"""
SM25_F22_S072,People try to afford to leave this country.
SM25_F23_S073,"""But they did not want to stay."""
SM25_F24_S074,"They, however, love their country very much."
SM25_F25_S075,The question is twin.
SM25_F26_S076,I am very surprised.
SM25_F27_S077,This is breaking news.
SM25_F28_S078,This ten so that
SM25_F29_S079,"Why would anyone hurt me, I don't understand."
SM25_F30_S080,"""Still not coming."""
SM25_F31_S081,He talks to everyone with a smile.
SM25_F32_S082,Truly love everyone.
SM25_F33_S083,Music
SM25_F34_S084,Kuto Tela Karte Wenis Fernan Ke Si Ke Sath
SM25_F35_S085,How can (we/they) do (this/it)?
SM25_F36_S086,So sacred
SM25_F37_S087,Prophet performs
SM25_F38_S088,I can't understand why he was beaten.
SM25_F39_S089,And in Karachi
SM25_F40_S090,What are the government and police?
SM26_F1_S091,The appropriate situation here.
SM26_F2_S092,They are not such that they can be described much.
SM27_F1_S093,On the same road
SM27_F2_S094,"""Our lost love belongs to us."""
SM27_F3_S095,Incidents kept occurring in the government.
SM27_F4_S096,Used to go.
