name,text
SF5_F3_H023, میں چھوڑ دیا ہوں میری امی کی یہی شکایت ہے مجھے
SF5_F4_H024, کہ یا تم گوشت نہیں کھاتی ہو آئر انکمی ہو جائے گی یہ
SF6_F10_H034, لیکن میرا قصور نہیں تھا وہ ہمارے کچن کے بچے تھے ایکسپورٹ
SF6_F11_H035, دل نہیں چاہتا کہ صبح صبح سات بجے اٹھ کے بھاگوں گا
SF6_F12_H036, اور پھر میری زندگی تباہ ہو جائے جیسے کیا کیا ہوگی
SF6_F13_H037, نہیں وہ ہومیوپریکٹک دوائی ہیں نفع
SF6_F14_H038, پیدا نہ نکسان
SF6_F1_H025, شو کرنے لگی میں نے کہا میرے پاس تو ٹائم
SF6_F2_H026, میں کپڑے کہاں سے بناوں گی یہ چھ میں کیا کروں گی میں یہ تو پھر
SF6_F3_H027, پھر میں نے کہا صبح صویرے پتہ نہیں
SF6_F4_H028, اس قسم کی شوخی کے موڈ میں ہیں کہ نہیں آپ
SF6_F5_H029, ہمارے کچن کے بچے تھے ایکسپورٹ
SF6_F6_H030, نہیں تھے اور ظاہر ہے کہ وہ لڑکے لڑکے تھے ان کو تو نہیں پتا تھا کیا رکھنا
SF6_F7_H031, ہمائی اور آئیشہ آئے وے تھے تو جو میں نے
SF6_F8_H032, جن سے پینکیک بنوایا تھا وہ جل کے خاکستر ہو گیا تھا
SF6_F9_H033, ایک سائٹ سے بچا بچو کے کھا لیا تھا
SF7_F1_H039, بس وہ اہاں کرتی ہے وہ آہاں اس کا بھول ہوتا ہے
SF7_F2_H040, سمجھ آتا ہے اس کو نکالو باہر ابھی اٹھانا ہے اس کو بڑھ
SF7_F3_H041, مجھے دیکھیں ہاں ہاں ہاں ہاں میں نے کہا
SF7_F4_H042, یہ کیا ہو رہا ہے بیمارو کے لیے یہ تو ایک نئی چیز کر رہی ہے یہ کچھ
SF7_F5_H043, موسیقی
SF7_F6_H044, ہوا ہے یہ ہوا ہے دانش کا تو پھر دل ہی نہ لگے
SF8_F1_H045, سین میں ہوں گے کبھی چیخنے والا
SF8_F2_H046, کہہ رہے ہوگے ایک دن سوڑا ہے ہاں اور میں بولتی ہوں سنیف آل آشروانی کا
SF9_F1_N01, سیکھی سیاست تو انہوں نے شروع سے کی ہے
SF9_F2_N02, انہوں نے کام کی سیاست کی ہے کوئی development کی ہے
SF9_F3_N03, ماشاءاللہ جو جس
SF9_F4_N04, طرح کے سلوک عورتوں کے ساتھ ہو رہا ہے وہ بھی بڑھ رہا ہے
SM17_F1_H047, بیانی
SM17_F2_H048, ملواریوں نے کادر اوٹل پہ میرا ملواری دوبائی میں
SM18_F1_H049, جیتنے کیا مرمات بولا
SM18_F2_H050, میں ایتنا ملے ملے تو مہائی تو ملے بارے کا کلا
SM19_F1_H051, آپ نے اسے کہا
SM19_F2_H052, اچھا آپ کو پتہ ہے سنیں مجھے پکا یہ
SM1_F10_A010, چریہ اللہ یہ اس قسم کے نروزنیس کیوں ہے
SM1_F11_A011, مجھے
SM1_F12_A012, زیادت نہیں کی ہے میں نے قائد آدم کی تقریریں پیش کی
SM1_F13_A013, محسوس
SM1_F14_A014, دپارٹمنٹ ہے ہمارے کنٹری کو ریکسٹپ
SM1_F15_A015, پاکستان کا
SM1_F16_A016, جو حرکت ہے یہ دوسرا بہترین حرکت دنیا میں ہے
SM1_F17_A017, تمام کے دوائر ڈپارٹمنٹ جو تھے
SM1_F18_A018, یہ سارے انگریت نے بنائے ہیں اس دپارٹمنٹ کا نام
SM1_F19_A019, دیپارٹمنٹ آف اسلامی کری
SM1_F1_A01, اور اس میں کہا وہ کہتا ہے
SM1_F20_A020, construction اور اس کو علامہ محمد اصد کو اس کا سلامت
SM1_F21_A021, برا بنایا تھا اور لاما صد اپنے اس
SM1_F22_A022, کیا ایک ایک دکمہ اسٹورک دکمہ
SM1_F2_A02, بہت سارے تغییروں کے لئے
SM1_F3_A03, ویڈیو
SM1_F4_A04, ملت ان آر کنٹری
SM1_F5_A05, جب تیسری زندگی گدارتا ہے
SM1_F6_A06, وہاں چالیس پرتہ سچا ریپورٹ کہتی ہے کہ یہ چالیس
SM1_F7_A07, یہ تو بنیادی طور پر ترکوں کی تھی اور کچھ
SM1_F8_A08, پردوں کا لباس تھا
SM1_F9_A09, مجھے
SM20_F10_N014, ایک لحاظ سے تو
SM20_F1_N05, ہماری الیکشن سے پہلے بھی یہی تھا
SM20_F2_N06, کہ تیس سالی سیٹے ہماری ہوں گی
SM20_F3_N07, موسیقی
SM20_F4_N08, کہ پورا ہونے سے لیکن
SM20_F5_N09, اکٹھے بھی ہوتے ہیں حلق بھی ہوتے ہیں
SM20_F6_N010, جمہوریت ہے یہی لیکن
SM20_F7_N011, کی ہے اور بھی کریں گے
SM20_F8_N012, جل سے بھی بڑے بھی ہو سکتے ہیں
SM20_F9_N013, تین سالوں میں
SM21_F1_N015, تو قانون تو آپ کو ماننا پڑے گا
SM21_F2_N016, کہ انہوں نے
SM21_F3_N017, ایک کیس سپریم کورٹ میں لگایا
SM21_F4_N018, دوسرا الیکشن کمیشن میں آپ کی پیٹیشن ہے
SM22_F1_N019, میں صرف
SM22_F2_N020, بحیثیتی ایک پولٹیکل ورکر
SM23_F1_S07, کیا کیا اور کہاں تھے آپ
SM23_F2_S08, ہم
SM23_F3_S09, ایک ربط تعلق اور رزق
SM23_F4_S010, اس سے پہلے آپ جانتے تھے ان کو
SM23_F5_S011, اس سے کیسے کمپیر کرتے تھے؟
SM23_F6_S012, ویڈیوز میں بڑی باتیں وہ کرتے تھے لیکن ویسے جب
SM24_F10_S022, میں سوچتا رہا بیٹھا ہوا کاشف بھائی
SM24_F11_S023, کچھ طرح کہ میں نے ایک دوست
SM24_F12_S024, نو سو باون خاندان کی کفالت ہوتی ہے چونتیس بچے
SM24_F13_S025, اپیس کا مسئلہ
SM24_F14_S026, ہوا میں نے راو کے لیے یہ بات کی میں فوج کے لیے کھڑا ہوا میں نے
SM24_F15_S027, موسیقی
SM24_F16_S028, میں نے سوچا میں نے کیا کیا اس کے بعد
SM24_F17_S029, میں پاکستان کے حوالے سے کوئی ایسا
SM24_F18_S030, میں جواب دے رہا ہوں میں ڈیفینڈ کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کوشش کرنے کی کو
SM24_F19_S031, آمد لیاغ صاحب بس کرو
SM24_F1_S013, بس میں پاکستان
SM24_F20_S032, ختم کرو that's all
SM24_F21_S033, نہیں مجھے پتہ نہیں
SM24_F22_S034, ظاہر ہے کہ انہوں نے کوئی انٹیروگیشن میرے ساتھ نہیں کیا
SM24_F23_S035, فیصلہ دکھا روحانہ میں
SM24_F24_S036, آپ دونوں تو میرے اپنے
SM24_F25_S037, موسیقی
SM24_F26_S038, میں دباؤں میں ہوں بہت زیادہ وصول
SM24_F27_S039, میں سب سے
SM24_F28_S040, پہلے تو چیپا صاحب سے گزارش کروں گا کیونکہ ان کو فون آ رہے ہیں
SM24_F29_S041, عبدالصابر صاحب کی گھر سے
SM24_F2_S014, پاکستان کمز فرسٹ ہے نا
SM24_F30_S042, کہ ان کی تجہیز و تکفین کے فرائض
SM24_F31_S043, نمازان چیپا صاحب انجام دے
SM24_F32_S044, تو میں چیپر صاحب سے ریکویسٹ کروں گا کہ وہ
SM24_F33_S045, موسیقی
SM24_F34_S046, اباسی شہید لے کر گئے تھے
SM24_F35_S047, ارخان بھائی کیا کیفیت ہے وہاں پر؟
SM24_F36_S048, بھابی تو ظاہر ہے نئی ملاقات
SM24_F37_S049, بچے
SM24_F38_S050, میں کیا پوچھوں آپ سے آپ مجھے خود ہی بیان کر دیا
SM24_F3_S015, موسیقی
SM24_F4_S016, ساری چیزیں ہیں سوچیں رات کو آپ کو تنہا گر کمرے میں چھوڑ
SM24_F5_S017, اگر کمرے میں چھوڑ دیا جائے اور
SM24_F6_S018, میرے ساتھ بہت اچھا سلوک ہوا میرے ساتھ کوئی برا سلوک نہیں ہوا
SM24_F7_S019, اور نہ مجھے کسی نے دباؤ ڈالا کہ آپ نے یہ کرتا
SM24_F8_S020, کرنا ہے یہ کرنا ہے وہ کچھ نہیں پیچھا میرے میں نے ڈال چاول مانگے ہوں
SM24_F9_S021, میں نے ڈال چاول مانگے انہوں نے ڈال چاول دے دیئے
SM25_F10_S060, ان کی زندگی کی کوئی اوقات نہیں رہی اس مجھے
SM25_F11_S061, میں صاحب ایجینیائی کوئی چھوڑ دیتا ہوں
SM25_F12_S062, جس کے بیٹے کو
SM25_F13_S063, پھالیہ گیا دن بہارے
SM25_F14_S064, دھائی بجے دبیر کو ان کو آج
SM25_F15_S065, پھائیرنگ کرکے
SM25_F16_S066, قتل کر دیا گیا شہید کر دیا گیا
SM25_F17_S067, ملک میں رہ کے آپ
SM25_F18_S068, عقید کی حفاظت نہیں کرنے کو تیار
SM25_F19_S069, آرکی مشینری تو پھر کسی
SM25_F1_S051, کہ وہاں پہ لوگ
SM25_F20_S070, کہاں جائیں لوگ
SM25_F21_S071, یہ اور سیلیبرٹیز یا دوسرے
SM25_F22_S072, لوگ جو ہیں وہ تو افورٹ کرتے ہیں اس ملک سے باہر جا دیتے ہیں
SM25_F23_S073, لیکن نہیں رہنا چاہتے تھے
SM25_F24_S074, وہ لوگ لیکن وہ ان کو اپنے ملک سے بہت پیار
SM25_F25_S075, سوال ٹوئن
SM25_F26_S076, مجھے بہت بہت حیرت کرتا ہوں
SM25_F27_S077, یہ شوائی پچی خبر ہے
SM25_F28_S078, اس دس اتنی کو
SM25_F29_S079, کوئی کیوں مارے گا میری سمجھ میں
SM25_F2_S052, ایسا اصلحہ لے کے گھوم رہے ہیں
SM25_F30_S080, ابھی تک نہیں آرہا
SM25_F31_S081, وہ ہر بندے سے ہنس کے بات کرتا
SM25_F32_S082, ہر بندے سے پیار سے واقعی
SM25_F33_S083, موسیقی
SM25_F34_S084, کوتو تلہ کرتے ونیس فرنان کے سی کے ساتھ
SM25_F35_S085, کیسے سکتے ہیں؟
SM25_F36_S086, اتنا مقدش
SM25_F37_S087, کرتا ہے رسول کی
SM25_F38_S088, اس کو کیوں مارا میری سمجھ سے باہر ہے
SM25_F39_S089, اور کراچی میں
SM25_F3_S053, جس کو دل جا رہا ہے اٹھا رہے ہیں
SM25_F40_S090, حکومت اور پولیس کیا
SM25_F4_S054, اس کو دل چاہ رہا ہے مات رہے ہیں
SM25_F5_S055, یہ کیا کر رہے ہیں جن کو ہم
SM25_F6_S056, لوگ حکمران بولتے ہیں
SM25_F7_S057, جو کھونگ رہے ہیں جن کو جلے ہیں
SM25_F8_S058, ہم عوام ہی کہہ جاتے ہیں عام لوگ ہی جو ہیں
SM25_F9_S059, یہ کہیں آم لوگی جوی
SM26_F1_S091, یہاں کا جو مناسبہ
SM26_F2_S092, وہ ایسے نہیں ہے کہ ان کو بیان کیا جا سکے بہت
SM27_F1_S093, اسی ایک ہی سرک پر
SM27_F2_S094, ہمارا گیا چاہاں ہمارا ہوتا ہے
SM27_F3_S095, حکومت میں واقعہ ہوتے رہتے تھے
SM27_F4_S096, تھے جان
SM2_F10_A032, آپ ہمیں پچھلے تین سو سال میں دکھا دیں تو ہم آپ سے بات کریں
SM2_F11_A033, آپ جو کوری کوری کے دردیوں
SM2_F12_A034, پوری دنیا میں بکھرے ہوئے کوئی ایک بھی اقبال
SM2_F13_A035, ایک مذہبی مذہبی
SM2_F14_A036, دہشتگرد ہیں ان دو گروہوں کے درمیان یہ پاکستان
SM2_F15_A037, نا وہ لبرل پاکستان سیکولرٹ
SM2_F16_A038, پاکستان تھا نہ وہ مذہبی دہشتگرد پاکستان تھا
SM2_F17_A039, اس وقت ہم مسلمان تہذیب
SM2_F18_A040, جس دور سے گزر رہی ہے قوموں پر اروج و زوال آتے ہیں
SM2_F19_A041, چکا تھا وہ جو رائٹ براثرز نے انیس سو چھوٹی
SM2_F1_A023, سو سال پوری دنیا میں میڈیکل کی بک پڑھتا ہے
SM2_F20_A042, اسلام کس کو سمجھتے ہیں آپ؟
SM2_F21_A043, وہی تو مرس کر رہے ہیں
SM2_F22_A044, اقبال ایک تردیشنل اسلامی عاشق
SM2_F23_A045, اللہ کی رسول کی امت سے
SM2_F24_A046, پیار کرنے والے اور دنیا کی جدید ترین تعلیم یا
SM2_F25_A047, قائد آزم بنے محمد علی جناح سے قائد آزم بنے
SM2_F26_A048, مجازم بنانے والے میکنگ ہیم اٹائگر اللہ مائے
SM2_F27_A049, اقبال تھے وہ سیلف رسپیکٹ اور خودکاری
SM2_F28_A050, اقبال کا فلسفہ خودی پڑھا اس قوم
SM2_F2_A024, وہ بھی اسلام تھا جب مدینہ تل حکمت
SM2_F3_A025, جب مدینہ تل حکمت بغداد میں بنا جس میں
SM2_F4_A026, پوری دنیا کی کارٹوگرافی مپنگ اور اسٹرانومی
SM2_F5_A027, ان کا یہ آرگومنٹ ہمیشہ کہ کون سا فرقی
SM2_F6_A028, فقہ نافذ کریں گے کامران اس میں
SM2_F7_A029, حضرت نظام الدین علیہ بابا فرمانی
SM2_F8_A030, فریدر مانیتے ہیں چیشٹی بھی ان کے نیچے موجود تھے بابی اسلام
SM2_F9_A031, زیادہ بڑا مارڈن رول مارڈن
SM3_F1_A051, تمہاری وقت کیا ہے؟
SM3_F1_H053, مجھے تو...
SM3_F1_N021, مباحثوں سے آئے گا
SM3_F2_A052, ایک اور بات
SM3_F2_H054, یہ تو ساری صورتحال پہ ہی ہی آ رہی ہے
SM3_F2_N022, اب اگر تو بیور سن رہا آپ کا
SM3_F3_N023, وہ دیکھ لے گا کون ہے جو خواب فروشی
SM3_F4_N024, کر رہا ہے اور وہ چیزوں کو کوئی موبالگے سے
SM3_F5_N025, دین کے بارے میں تو کہا گیا کہ
SM3_F6_N026, تمہارے لئے سہل کر دیا گیا یہ زندگی بربادی مسلمانوں
SM3_F7_N027, قرآن ہے اس میں
SM3_F8_N028, دیکھیں باقی نیشن سٹیٹ جو موڈرن دنیا ہے
SM4_F10_A062, ہم نے دی تھی ان عطالتوں کے لیے ہے کوئی بھائی کا لال
SM4_F11_A063, جو ان سینتالیس قاتلوں کے کسی
SM4_F12_A064, بھی ایک سیتالیس مسلموں کے قتل کو پکڑنے کو تیار ہو جائے
SM4_F13_A065, سارے کینسرداری اخلاق
SM4_F14_A066, پیپلز پارٹی کے خلاف
SM4_F15_A067, آپ کو غیرت کا سودا کہنے والے
SM4_F16_A068, تم لوگتا خدا کی لعنت ہو تم آف آجے پاکستان
SM4_F17_A069, آرہی ہے اس کو بے خرد برگیٹ کے اندر
SM4_F18_A070, آسیب والی زرداری کو لکھ رہے ہو نواز شریف کو لکھ رہے ہو اگر یہ لوگ
SM4_F19_A071, ہوں تو آج پاکستان کے اوپر انڈیا کی کیا
SM4_F1_A053, موسیقی
SM4_F20_A072, نظرت پوری دنیا جانتی ہے ایک چھوٹے سے قتل کے لیے
SM4_F21_A073, سیاست کرنے کے لئے یہ مولوی
SM4_F22_A074, جو کل تک آتے بھی نہیں تھے اور اس کے باہر بیٹھ کے چوکی دار
SM4_F23_A075, موسیقی
SM4_F24_A076, حضرت جو فیصلہ کرے گی وہ قبول ہوگا
SM4_F25_A077, تو گیا اب آپ دوبارہ مقابلہ سڑکو بنی ہوگا
SM4_F26_A078, سے آؤ ہم سے بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت بہت ب
SM4_F27_A079, کیوں ریمن ڈیویس کو
SM4_F28_A080, پاک روز دیکھو پاک روز سے پوچھو
SM4_F29_A081, اس میں جربانہ بھی پھر دیا وہ بھی ہو گئی
SM4_F2_A054, کو مارتے وہ شہید بن عزیر بھٹو پہ حملہ کرتے وہ ایک
SM4_F30_A082, آ کے تماثل سے اندھار بھائی کے تماثل سے آج
SM4_F31_A083, افتخار چودری صاحب سے گزارش کرتا ہے
SM4_F32_A084, ہوں گا لو سو موڈیکشن اور اب لاؤ سب کزان میں کل صبح
SM4_F33_A085, سو موبیک شنونا چاہیے اس کے اوپر جو آپ
SM4_F34_A086, ہم پر الزام لگائیں جو آپ حکومتوں پر الزام لگائیں سب کو
SM4_F35_A087, بلائیں جو عوام کو سڑکوں پہ لاری
SM4_F36_A088, کی بات کر رہے ہیں ان کو بھی بلاو رفت خار چودری صاحب
SM4_F37_A089, موسیقی
SM4_F38_A090, ان کے اندر کساز بھی ہو گیا وید بھی ہو گیا اس کے اندر ماضی بھی
SM4_F39_A091, موسیقی
SM4_F3_A055, کار بارنے والوں ابھی تم جالو کی
SM4_F40_A092, جنہوں نے تیز حضار پاکستانیوں کو ملتا ہے
SM4_F41_A093, موسیقی
SM4_F42_A094, وہ کسی ماں کے بیٹے نہیں تھے کیا ضروری ہے جسم کو
SM4_F43_A095, موسیقی
SM4_F44_A096, عدالت ان کو سزا دے رہی ہے آپ فوج کی بات کر رہے ہیں
SM4_F45_A097, ساتھ دہشت کر جس کو لاغا اور آئیکون نے چھوڑا
SM4_F46_A098, وہ اسی وقت تو بگا رہتے جنہوں نے اس میزن جانا ہے
SM4_F47_A099, جنہوں نے ٹارگٹ کیلئے گی کراچی کے اندر
SM4_F48_A0100, جن کو پاکستانی ساتھ جنسورے قتل قرار دیا
SM4_F4_A056, اہمیت کو جانتے رہی ہو بہت ہو گیا
SM4_F5_A057, میرا ہوتل کا بل پیا ہی ہے
SM4_F6_A058, دیتی ہے سات مہینے ہو گئے مجھ جیسے کہو کوئی تاریخ
SM4_F7_A059, پھر مجھے آپ بولو گئے میں ڈاکو پھر
SM4_F8_A060, مجھے آپ بولو کہ میرے پاس اصلہ ہے تو میرے پاس اصلہ کیوں نہیں ہوگا
SM4_F9_A061, تالیس لا شے کراچی میں
SM5_F10_N038, پکڑے گئے ادھر پینٹر
SM5_F11_N039, انکشاف انٹرنیشنل انکشاف
SM5_F12_N040, شافات ہوئے اب علمیہ یہ ہے
SM5_F13_N041, ایکشن مہرے ہیں جو لوگ
SM5_F14_N042, سارے حرمیں استعمال کر کے سارے انصاف
SM5_F15_N043, کارکنوں کو ڈرائے جا رہا ہے
SM5_F16_N044, پولیس کا استعمال کیا جا رہا ہے لوگوں کو حراسہ کرنا
SM5_F17_N045, ملکہ علمیہ یہ ہے
SM5_F18_N046, کہ ایک پرائم منسٹر جو کہ تیس سال سے
SM5_F19_N047, یہ کوئی اوپر سے اوٹراؤ ہے
SM5_F1_H055, سلاک لوگ آ جائے گا گورن کیسے چلے گی
SM5_F1_N029, اقتدار میاں کے ذات پر
SM5_F20_N048, یہ کوئی مغلع آزم ہے یہ کوئی امریل مومنین ہے
SM5_F21_N049, دو جمہوریت کے اندر جہاں پرائیم منسٹرز
SM5_F22_N050, کے نام آئے تھے تو کیا ڈیوٹ کیمرون کے خلاف کیا
SM5_F23_N051, لونڈرنگ اور کرپشن کے پیسے سے لیے ہیں
SM5_F24_N052, تو لہذا دوہزار پانچ میں وہ بھی بڑی لمبی تھا
SM5_F25_N053, نہ کرنے کا فیصلہ کیا جو مطلب ہے کہ
SM5_F26_N054, گورنمنٹ نے سپریم کورٹ میں اپنی تلاشی دی
SM5_F27_N055, پکڑا گیا ہے دیکھیں پکڑا کیسے گیا
SM5_F28_N056, اس کی بیٹی کی دو کمپنیز انکشاف
SM5_F29_N057, پینما کے اندر سوچیں
SM5_F2_H056, سرکن پاندھو جائے گی تو
SM5_F2_N030, کو فائدہ دینا جب نواز شریف نے
SM5_F30_N058, دوزار سولہ میں دوزار بارہ
SM5_F31_N059, انکشاف ہوتا ہے پینما میں
SM5_F32_N060, کہ دوزار چھے سے ان کی کمپنیز تھی جن کی
SM5_F33_N061, روپے کی پروپرٹیز
SM5_F34_N062, میفیر میں اب اس پر گجائش کیا رہ گئی ہے
SM5_F35_N063, اربوں روپے کی پروپٹی باہر لے گئے ہیں
SM5_F36_N064, جو نہ ڈیکلیئر کی ہے نہ اس کے پاس کوئی ذریعہ معاشر
SM5_F37_N065, سال پہلے اس نے گاری
SM5_F38_N066, میری کمپنیز نہیں ہیں جبکہ دوزار چھے سے تھی اب
SM5_F39_N067, ساری ناب
SM5_F3_H057, ان کے لئے جو اتجاہ چاہتے ہیں
SM5_F3_N031, پہلے بارہ سال کے اقتدار میں
SM5_F40_N068, اور ایف بی آر اور ایس ایٹ سی پی اور یہ جتنے بھی ادارے تھے
SM5_F41_N069, جن کو پکڑنا چاہیے تھا انہوں نے پکڑا
SM5_F42_N070, کامٹی میں جا کے کہا کہ ہمارے پاس
SM5_F43_N071, ہمارا تو یہ کیوں کرنا
SM5_F44_N072, ہم پریشر کر رہے ہیں نواز شریف کو جو کہ
SM5_F45_N073, ایسلنڈ کے لوگوں نے لگایا
SM5_F46_N074, لکھلا ہے نا باہر پرائمیسٹری ریزائن کیا نا
SM5_F47_N075, دیکھیں حامد 93
SM5_F48_N076, مجھے
SM5_F49_N077, اگر وہ الیکشن میں دھاندی نہ ہوتی
SM5_F4_H058, کر رہے ہیں کہ جناب اربوں روپے کی چوری کر بیٹھا ہے
SM5_F4_N032, ایک سے تیس فیکٹریاں بنائیں تھی
SM5_F50_N078, تو وہ جمہوریہ ڈی ریل نہ ہوتی
SM5_F51_N079, میں یہ سمجھتا ہوں کہ ایک
SM5_F52_N080, پرائم منسٹر کرپشن میں پکڑا گیا ہے
SM5_F53_N081, میرا پوائنٹ یہ ہے کہ دیکھیں
SM5_F54_N082, یہ کہنا کہ ایک جمہوری
SM5_F55_N083, آپ چوری کرتے ہیں اور
SM5_F56_N084, آپ کا سارا خاندان لگا وہ چوری کرنے کے لیے
SM5_F57_N085, کیونکہ باچہ سلامت اکیلا
SM5_F58_N086, فیصلہ کرتا ہے وہ باہر جاتا ہے تو بیٹی بیٹھ جاتی ہے ڈیپٹی پرائیو
SM5_F59_N087, ایمینسٹر
SM5_F5_H059, کیا ہوگا کہ جو آدمی
SM5_F5_N033, بیٹھ کے انہوں نے جو اپنے آپ کو فائدے پچھا
SM5_F60_N088, کئی بار جاتا ہے تو وہ حمزہ شریف بیٹھ جاتا ہے ڈیپٹی چیف نے
SM5_F61_N089, یہ اگر جمہوریت آپ نے
SM5_F62_N090, اس طرح کی چلانی ہے اور آپ ہمیں کہیں کہ جناب ہم
SM5_F63_N091, چپ کر کے ان کے غلام بنے رہے ہیں
SM5_F64_N092, مجھے غلامی قبول نہیں ہے میں اس کے لئے
SM5_F65_N093, کرپشن کا بیس سال سے میں یہ کہہ رہا ہوں
SM5_F66_N094, کہ ملک کا سب سے بڑا علمیہ کرپشن ہے
SM5_F67_N095, تو وہ پھر ایک پرامنے
SM5_F68_N096, جو جمہوریت ہمیں حق دیتی ہے
SM5_F69_N097, باہر جو زمین تھی وہ کوئی پاک بننی تھی
SM5_F6_H060, ایک لوگوں کے حقوق کے لیے کھڑا اس کو گرفتار کرنا
SM5_F6_N034, ہیں نیشنلائز بینک سے لونز لی ہیں پھر کرزے
SM5_F70_N098, یعنی کہ نو کور لوگوں کی عبادت
SM5_F71_N099, یہ صرف ذاتی مفادہ
SM5_F72_N0100, مجھے یہ بتائیں ان کے انٹرنیس
SM5_F7_H061, ہم
SM5_F7_N035, یہ اصل میں
SM5_F8_H062, اگر پندر دس
SM5_F8_N036, ساری قوم کو پتا تھا کہ یہ کرپٹ ہے
SM5_F9_N037, لیکن ان کی پکڑ اللہ کی طرف
SM6_F10_H072, میں نے کہا سائمن کمیشن کہہ رہے ہیں ہاں امیتہ آپ
SM6_F1_H063, مجھے یہی کام آتا ہے
SM6_F1_S097, میکن
SM6_F2_H064, آپ پہلے دیکھ لیں آپ کو کام آتا ہے یا نہیں آتا؟
SM6_F2_S098, اوہ
SM6_F3_H065, ہمارے ہی منشور پیدا ہوں گے کہ بتائیے کتنے
SM6_F3_S099, در لگ رہا ہے یار مجھے لگ رہا ہے کچھ ہوگا
SM6_F4_H066, ہمیں پروڈیم کرنا ہے ریڈیو میں بتائیں مارڈننگ شو ہے کیا ہے کریں گے
SM6_F4_S0100, ہو گیا ہے اس نے یہ کہا
SM6_F5_H067, ایک ہارڈ کور پولٹیکل جو
SM6_F6_H068, اس لئے بریک لیتے ہیں اور بس کچھ لمحے
SM6_F7_H069, مجھے لکھے دیا ہے انہوں نے سیمن کمیشن
SM6_F8_H070, اب بقار نے ہیڈ فون لگایا تو ان کو میری لپسنگ سنگایا
SM6_F9_H071, ان کو میری لپسنگ سے اندازہ لگانا ہے میں کیا کہنا
SM7_F10_H082, میں اپنے تھنک ٹینک سے بات کرتا ہوں آپ اپنے تھنک ٹینک سے بات کریں
SM7_F11_H083, اور
