name,english
d17 (3),"I also tried my own key, and it fits your mailbox as well."
d17 (4),"I also tried my key, and it fits your mailbox too."
d17 (5),"I tried my own key, and it also fits your mailbox, and I will see it too."
d17 (6),"I tried my key as well, and it also fits your mailbox."
d18 (1),I lived in the hotel that was directly above.
d18 (2),I lived in the hotel that was directly above.
d18 (3),I stayed at the hotel that was right above.
d18 (4),I lived in the hotel that was directly above.
d18 (6),I lived in the hotel that was right above.
d19 (1),"We were being paid to do nothing, just to be there."
d19 (2),"We were inherited to do nothing, just to be there."
d19 (3),We were being paid to do nothing. Just to be there.
d19 (4),"We were getting paid to do nothing, just to be over there."
d19 (5),We were paid to do nothing. Just to be there.
d19 (6),"We were being paid to do nothing, just to sit there."
d20 (1),"Mi-mi-mi-mi-mi-makouvasiha, ma!"
d20 (2),Understood. The text appears to contain errors or inconsistencies in Greek. Could you verify it for accuracy?
d20 (3),but we went into the toilets and there was a used tampon thrown and some hairs next to it.
d20 (4),"Your green poop got into your face, you idiot."
d20 (5),"The basin overflowed, the basin spilled over four times. The feces and dirty water even reached the couch."
d20 (6),"It wasn’t allspice after all, it was a roasted stink bug."
f01 (1),"When we returned to the room in the evening, we found two small kittens on the bed."
f01 (2),"When we returned to the room in the evening, we found two small kittens on the bed."
f01 (3),"When we returned to the room in the evening, we found two small kittens on the bed."
f01 (4),"When we returned to the room in the evening, we found two small kittens on the bed."
f01 (5),"When we returned to the room in the evening, we found two small kittens on the bed."
f01 (6),"When we returned to the room in the evening, we found two small kittens on the bed."
f02 (1),"That is, despite everything that happened, Rachel gave her daughter the name of her grandmother."
f02 (2),"That is, despite everything that happened, Rachil gave her daughter her grandmother's name."
f02 (3),"That is, despite everything that happened, Rachelle gave her daughter the name of her grandmother."
f02 (5),"That is, despite everything that happened, Rachele gave her daughter her grandmother's name."
f02 (6),"""That is, despite everything that happened, Rachel gave her daughter her grandmother's name."""
f03 (1),"From now on, I will leave your groceries outside your door every Thursday afternoon."
f03 (2),"From now on, I will leave your groceries outside your door every Thursday afternoon."
f03 (3),"From now on, I will leave your groceries outside your door every Thursday afternoon."
f03 (4),"From now on, I will leave your groceries outside your door every Thursday afternoon."
f03 (5),"From now on, I will leave your shopping outside your door every afternoon at five."
f03 (6),"From now on, I will leave your groceries outside your door every Thursday afternoon."
f04 (1),"""No, no, don't tell me. Come, let's take a walk."""
f04 (2),"No, no, don't tell me. Come, let's take a walk."
f04 (3),"No, no, don't tell me. Let's take a little walk."
f04 (4),"No, no, don't tell me. Come, let's take a walk."
f04 (5),"""No, no, don't tell me, let's take a walk for a bit."""
f04 (6),"""No, no, don't tell me. Let's take a walk for a bit."""
f05 (1),I told Paul not to call me at the office.
f05 (2),I told Paul not to call me at the office.
f05 (3),I told Paul not to call me at the office.
f05 (4),I told Poles not to call me at the office.
f05 (5),I told Paul not to call me at the office.
f05 (6),"""I told Bol not to call me at the office."""
f06 (1),"Of course, amidst this terrible confusion, one thing is clear."
f06 (2),"Of course, amidst this terrible confusion, one thing is clear."
f06 (3),"Of course, amidst this terrible confusion, only one thing is clear."
f06 (4),"Of course, amid this terrible chaos, only one thing is clear."
f06 (5),"Of course, amidst this terrible chaos, only one thing is clear."
f06 (6),"Of course, amidst this terrible chaos, one thing alone is clear."
f07 (1),So now you have the freedom to get married.
f07 (2),So now you have the comfort to get married.
f07 (3),So now you have the freedom to marry.
f07 (4),"""So now you have the freedom to get married."""
f07 (5),So now you have the freedom to get married!
f07 (6),"""So now you have the freedom to get married."""
f08 (1),"No, sometimes I go out with some colleagues from work."
f08 (2),"No, sometimes I go out with some colleagues from work."
f08 (3),"No, sometimes I go out with a colleague from work."
f08 (4),"No, sometimes I go out with some colleagues from work."
f08 (5),"No, sometimes I go out with some colleagues from work."
f08 (6),"""No, sometimes I go out with some colleagues from work."""
f09 (1),"I will not remember how my circumcision happened, but it certainly did."
f09 (2),"I may not remember how my circumcision happened, but it definitely did."
f09 (3),"I may not remember how my circumcision happened, but it definitely did."
f09 (4),"I may not remember how my circumcision happened, but it definitely happened."
f09 (5),"I may not remember how my circumcision happened, but it definitely did."
f09 (6),"I may not remember when my circumcision happened, but it definitely did."
f10 (01),"""You tried to bend some iron."""
f10 (2),Did you try to bend some iron?
f10 (3),Did you try to bend some iron?
f10 (4),Did you try to bend some iron...
f10 (5),You tried to bend some iron.
f10 (6),"""Did you try to bend some iron?"""
f11 (01),Do you remember how Salpingidis gave you half of his sandwich?
f11 (2),Do you remember how Alpikidis gave you half of his sandwich?
f11 (3),Do you remember how Alpigidis gave you half of his sandwich?
f11 (4),Do you remember when Salpingidis gave you half of his sandwich?
f11 (5),Do you remember how Albikidis gave you half of it like a Twitch?
f11 (6),"""Do you remember how Salpingidis gave you half of his sandwich?"""
f12 (01),"""The children covered us with their jackets."""
f12 (2),The children covered us with their jackets.
f12 (3),The children covered us with their jackets.
f12 (4),"""The children covered us with their jackets."""
f12 (5),The children covered us with their jackets.
f12 (6),The children covered us with their jackets.
f13 (01),"When you run out of food, I will go shopping for you."
f13 (2),"When you run out of food, I will go shopping for you."
f13 (3),"When the drink runs out, I will go and shop for you."
f13 (4),"When you run out of food, I will go and shop for you."
f13 (5),"""When you run out of food, I will go shopping for you."""
f13 (6),"When you run out of food, I will go and shop for you."
f14 (1),"Elen, do you know the one in room 3?"
f14 (2),"Elen, you know that in room 3!"
f14 (3),"Helen, do you know the one in room 3?"
f14 (4),"""Elen, do you know the person in room 3?"""
f14 (5),"""Ellen, do you know the one in room 3?"""
f14 (6),"""Ellen, do you know the one in room 3?"""
f15 (1),I was standing outside and wondering who might be living in there.
f15 (2),I was standing outside and wondering who might have lived in there.
f15 (3),I was standing outside and wondering who might be living in there.
f15 (4),I was standing outside and wondering who might have lived in there.
f15 (5),"I was standing outside, wondering who might be living in there."
f15 (6),I was standing outside and wondering who might live in there.
f16 (1),"As you said a little while ago, I neither know you, nor do you know me."
f16 (2),"As you said a little while ago, I don't know you, nor do you know me."
f16 (3),"As you said a little while ago, I neither know you nor do you know me."
f16 (4),"As you said a little while ago, I don't know you, nor do you know me."
f16 (5),"As you said a little while ago, neither do I know you, nor do you know me."
f16 (6),"As you said a little while ago, I neither know you, nor do you know me."
f17 (1),I tried my own key and it fits your mailbox too.
f17 (2),"I tried my key as well, and it also fits your mailbox."
f17 (3),"I also tried my own key, and it fits your mailbox as well."
f17 (4),"I also tried my own key, and it fits your mailbox as well."
f17 (5),"I tried my own key, and it also fits your mailbox."
f17 (6),"I tried my own key, and it also fits your mailbox."
f18 (1),I lived in the hotel that was right above.
f18 (2),I lived in the hotel that was right above.
f18 (3),I lived in the hotel that was directly above.
f18 (4),They lived in the hotel that was directly above.
f18 (5),I lived in the hotel that was right above.
f18 (5)b,I lived in the hotel that was directly above.
f18 (6),I lived in the hotel that was directly above.
f19 (1),We were getting paid to do nothing. Just to be over there.
f19 (2),"Rightfully, it was so we wouldn't do anything, just to be there."
f19 (3),We were being paid to do nothing. Just to be there.
f19 (4),"""We were getting paid to do nothing, just to be over there."""
f19 (5),We were getting paid to do nothing. Just to be there.
f19 (6),"We were paid to do nothing, just to be there."
f20 (1),I am very afraid.
f20 (2),"I am afraid of the nights, lest it happens, I sleep and fall asleep."
f20 (3),I can't believe it! There are still videotapes!
f20 (4),"If you are in exile, spring is an insult. Blasphemy, spring is not allowed in exile."
f20 (5),And I look under the adhesive tape and there were hundreds of tiny cockroaches killed under the adhesive tape.
f20 (6),"I need to finish with the foundation, do the calculations in the lab, and finish the remaining modules in three days."
h01 (1),"When we returned to the room in the evening, we found two small kittens on the bed."
h01 (2),"When we returned to the room in the evening, we found two small kittens on the bed."
h01 (3),"When we returned to the room in the evening, we found two small kittens on the bed."
h01 (4),"When we returned to the room in the evening, we found two small kittens on the bed."
h01 (5),"When we returned to the room in the evening, we found two small kittens on the bed."
h01 (6),"When we returned to the room in the evening, we found two small kittens on the bed."
h02 (1),"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
h02 (2),"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
h02 (3),"That is, despite everything that happened, Rachila gave her daughter the name of her grandmother."
h02 (4),"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
h02 (5),"That is, despite everything that happened, Rachil gave her daughter the name of her grandmother."
h02 (6),"That is, despite everything that happened, Rachel gave her daughter the name of her grandmother."
h03 (1),"From now on, I will leave your groceries outside your door every Thursday afternoon."
h03 (2),"From now on, I will leave the groceries outside your door every Thursday afternoon."
h03 (3),"From now on, I will leave your groceries outside your door every Thursday afternoon."
h03 (4),"From now on, I will leave your groceries outside your door every Thursday afternoon."
h03 (5),"From now on, I will leave your shopping outside your door every Thursday afternoon."
h03 (6),"From now on, I will leave the groceries outside your door every Thursday afternoon."
h04 (1),"No, no, don't tell me. Let's take a little walk."
h04 (2),"No, no. Don't tell me. Come, let's take a walk for a bit."
h04 (3),"No, no, don't tell me. Come, let's take a walk."
h04 (4),"No, no, don't tell me. Come, let's walk a bit."
h04 (5),"No, no, don't tell me. Let's take a walk for a bit."
h04 (6),"No, no, don't tell me. Let's take a walk for a bit."
h05 (1),I told Paul not to call me at the office.
h05 (2),I told Paul not to call me at the office.
h05 (3),I told Paul not to call me at the office.
h05 (4),I told Bol not to call me at the office.
h05 (5),I told Bol not to call me at the office.
h05 (6),I told Paul not to call me at the office.
h06 (1),"Sure! In the midst of this terrible chaos, only one thing is clear."
h06 (2),"Of course, amidst this terrible chaos, only one thing is clear."
h06 (3),"Of course, amidst this terrible chaos, only one thing is clear."
h06 (4),"Of course, amidst this terrible confusion, only one thing is clear."
h06 (5),"Of course, amid this terrible confusion, one thing alone is clear."
h06 (6),"Of course, amid this terrible chaos, one thing is clear."
h07 (1),"So, now you have the freedom to get married!"
h07 (2),So now you have the freedom to get married.
h07 (3),So now you have the freedom to get married.
h07 (4),So now you have the comfort to get married!
h07 (5),So now you have the freedom to get married!
h07 (6),So now you have the freedom to get married!
h08 (1),No. Sometimes I go out with some colleagues from work.
h08 (2),"No, sometimes we went out with some colleagues from work."
h08 (3),"No, sometimes I go out with some colleagues from work."
h08 (4),"No, sometimes we went out with some colleagues from work."
h08 (5),"No, sometimes I go out with some colleagues from work."
h08 (6),"No, sometimes I go out with some colleagues from work."
h09 (1),"I may not remember how my circumcision happened, but it definitely did!"
h09 (2),"I may not remember how my circumcision happened, but it definitely did."
h09 (3),"I may not remember how my circumcision was done, but it definitely happened."
h09 (4),"I may not remember how my circumcision happened, but it definitely did!"
h09 (5),"I may not remember how my circumcision happened, but it definitely did!"
h09 (6),"I may not remember how my circumcision happened, but it definitely did!"
h10 (1),You tried to bend some iron.
h10 (2),"""Did you try to bend some iron?"""
h10 (3),Try to bend some iron.
h10 (4),"""Did you try to bend some iron?"""
h10 (5),Did you try to bend some iron?
h10 (6),"""Did you try to bend some iron?"""
h11 (1),Do you remember how Salpingidis gave you half of his sandwich!
h11 (2),Do you remember how Salpingidis gave you half of his sandwich?
h11 (4),Do you remember how Alpigidis gave you half of his sandwich?
h11 (5),Do you remember how Alpigidis gave you your half in the sandwich!
h11 (6),Do you remember how Salpingidis gave you half of his sandwich!
h12 (1),The children covered us with their jackets!
h12 (2),The children covered us with their jackets.
h12 (3),They covered the children with their jackets.
h12 (4),The children covered us with their jackets!
h12 (5),But they covered the children with their jackets!
h12 (6),The children covered us with their jackets.
h13 (1),"When you run out of food, I will go shopping for you."
h13 (2),"When you run out of food, I will go shopping for you."
h13 (3),"When you run out of food, I will go shopping for you."
h13 (4),"When you run out of food, I will go shopping for you."
h13 (5),"When you run out of food, I will go shopping for you."
h13 (6),"And when you run out of food, I will go shopping for you."
h14 (1),"Helen, do you know him, in room 3?"
h14 (2),"""Helen, do you know about this in room 3?"""
h14 (3),"""Elen, do you know the one in room 3?"""
h14 (4),"Helen, do you know the person in room 3?"
h14 (5),"""Elen, do you know the person in room 3?"""
h14 (6),"Helen, do you know the one from room 3?"
h15 (1),I was standing outside and wondering who might be staying in there.
h15 (2),I was standing outside and wondering who might have lived in there.
h15 (3),I was standing outside and wondering who might have lived inside.
h15 (4),I was standing outside and wondering who might be staying in there.
h15 (5),I was standing outside and wondering who might have lived in there.
h15 (6),I was standing outside wondering who might be staying in there.
h16 (1),"As you just said, I don't know you, and you don't know me either."
h16 (2),"As you said a little while ago, neither do I know you nor do you know me."
h16 (3),"As you said a little while ago, I neither know you nor do you know me."
h16 (4),"As you said a little while ago, I neither know you, nor do you know me."
h16 (5),"As you said a little while ago, I don't know you, nor do you know me."
h16 (6),"As I told you a little while ago, I neither know you nor do you know me."
h17 (1),"I tried my own key, and it also fits in your mailbox."
h17 (2),"I tried my key as well, and it fits your mailbox too!"
h17 (3),"I also tried my own key, and it fits your mailbox too!"
h17 (4),"I tried my own key, and it also fits your mailbox!"
h17 (5),"I tried my key as well, and it also fits your safe."
h17 (6),"I tried my key as well, and it also fits your mailbox!"
h18 (1),I lived in the hotel that was directly above.
h18 (2),I lived in the hotel that was directly above.
h18 (3),I lived in the hotel that was right above.
h18 (4),I lived in the hotel that was directly above.
h18 (5),I lived in the hotel that was directly above.
h18 (6),I lived in the hotel that was right above.
h19 (1),We were being paid to do nothing. Just to be there.
h19 (2),"We were being paid to do nothing, just to be there."
h19 (3),"We get paid to do nothing, just to be there."
h19 (4),We were getting paid to do nothing. Just to be there.
h19 (5),"We were being paid to do nothing, just to be there."
h19 (6),We were getting paid to do nothing. Just to sit there.
h20 (1),I mainly like the sound!
h20 (2),"My dear God, I work every day, I am so tired!"
h20 (3),"On the road, I ate a big rice pudding."
h20 (4),"Wash your sins, not only your face!"
h20 (5),We are giving birth at Hippocrates today at 7.
h20 (6),"I was making the base at one o'clock at night, after a terrible day."
s01 (1),"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (2),"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (3),"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (4),"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (5)a,"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (5)b,"When we returned to the room in the evening, we found two small kittens on the bed."
s01 (6),"When we returned to the room in the evening, we found two small kittens on the bed."
s02 (1),"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
s02 (2),"That is, despite everything that happened, Rachel gave her daughter the name of her grandmother."
s02 (3),"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
s02 (4),"""That is, despite everything that happened, Rachel gave her daughter the name of her grandmother."""
s02 (5),"That is, despite everything that happened, Rachelle gave her daughter her grandmother's name."
s02 (5)b,"That is, despite everything that happened, Rachel gave her daughter her grandmother's name."
s02 (6),"That is, after everything that happened, Rachel gave her daughter her grandmother's name."
s03 (1),"From now on, I will leave the groceries outside your door every Thursday afternoon."
s03 (2),"From now on, I will leave the groceries outside your door every Thursday afternoon."
s03 (3),"From now on, I will leave your groceries outside your door every Thursday afternoon."
s03 (4),"From now on, I will leave your groceries outside your door every Thursday afternoon."
s03 (5),"From now on, I will leave your groceries outside your door every Thursday afternoon."
s03 (6),"From now on, I will leave the groceries outside your door every Thursday."
s04 (1),"No, no, don't tell me. Come, let's take a walk for a bit."
s04 (2),"No, no, don't tell me, let's take a little walk."
s04 (3),"No, no, don't tell me. Let's take a walk for a bit."
s04 (4),"No, no, don't tell me, let's take a little walk."
s04 (5),"No, no, don't tell me. Come, let's walk a bit."
s04 (5)b,"""No, no, don't tell me. Let's go for a walk."""
s04 (6),"No, no, don't tell me. Come, let's take a walk for a bit."
s05 (1),I told Paul not to call me at the office.
s05 (2),I told Paul not to call me at the office.
s05 (3),""
s05 (4),I told Bol not to call me at the office.
s05 (5),I told Bol not to call me at the office.
s05 (6),I told Paul not to call me from the office.
s06 (1),"Of course, amidst this terrible confusion, only one thing is clear."
s06 (2),"Of course, in this terrible confusion, one thing is clear."
s06 (3),"Of course, amid this terrible confusion, only one thing is clear."
s06 (4),"Of course, in this terrible confusion, one thing alone is clear."
s06 (5),"Of course, amidst all this terrible confusion, one thing is clear."
