name,text
F_01_OISHI_S_2_HAPPY_5,তুমি সব ওলোট পালোট করে দিয়েছো
F_01_OISHI_S_2_NEUTRAL_1,তুমি সব অলটপালট করে দিয়েছো
F_01_OISHI_S_2_NEUTRAL_2,তুমি সব অলট পালট করে দিয়েছো।
F_01_OISHI_S_2_NEUTRAL_3,তুমি সব অলোট পালোট করে দিয়েছো।
F_01_OISHI_S_2_NEUTRAL_4,তুমি সব অলোট পালোট করে দিয়েছো
F_01_OISHI_S_2_NEUTRAL_5,তুমি সব অলট-পালট করে দিয়েছো
F_01_OISHI_S_2_SAD_1,তুমি সব অলট পালট করে দিয়ে ছো।
F_01_OISHI_S_2_SAD_2,তুমি সব অলট পালট করে দিয়েছো।
F_01_OISHI_S_2_SAD_3,তুমি সাপ অলট পালট করে দিয়ছো
F_01_OISHI_S_2_SAD_4,তুমি সাব অলট পলট করে দিয়েছো
F_01_OISHI_S_2_SAD_5,তুমি স্যাভ উলট পালট করে দিয়েছো।
F_01_OISHI_S_2_SURPRISE_1,তুমি সাব উলট পালট করে দিয়েছো।
F_01_OISHI_S_2_SURPRISE_2,তুমি সাপ অলোট পালোট করে দিয়ছো
F_01_OISHI_S_2_SURPRISE_3,তুমি সাব উলট পালট করে দিয়ছো।
F_01_OISHI_S_2_SURPRISE_4,তুমি সাভ উলট পালট করে দেছেছে
F_01_OISHI_S_2_SURPRISE_5,তুমি সাব অলট পালট করে দিয়েছো
F_01_OISHI_S_3_ANGRY_1,সে কোনো কেছু না বলেই চলে গাছে।
F_01_OISHI_S_3_ANGRY_2,সে কোনো কিছো না বলেই চলে গাছে
F_01_OISHI_S_3_ANGRY_3,সে কোনো কেছো না বলাই চলে গাছে
F_01_OISHI_S_3_ANGRY_4,সে কোনো কেছু না বলাই চলে গাছে
F_01_OISHI_S_3_ANGRY_5,সে কোনো কেছো না বলাই চলে গাছে
F_01_OISHI_S_3_DISGUST_1,সে কোনো কেছো না বলেই চলে গাছে
F_01_OISHI_S_3_DISGUST_2,সে কোনো কিছো না বলি চলে গাছে
F_01_OISHI_S_3_DISGUST_3,সে কোনো কিছু না বলি চলে গাছে
F_01_OISHI_S_3_DISGUST_4,সে কোনো কেছু না বলেই চলে গাছে
F_01_OISHI_S_3_DISGUST_5,সে কোনো কিছো না বলে চলে গাছে।
F_01_OISHI_S_3_FEAR_1,সে কোনো কিছো না বলি চোলে গাছে।
F_01_OISHI_S_3_FEAR_2,সে কোনো কিছো না বলেই চলে আছে।
F_01_OISHI_S_3_FEAR_3,সে কনো কিছো না বুলে চলে গাছে।
F_01_OISHI_S_3_FEAR_4,সে কনো কিছো না বলি চলে গাছে।
F_01_OISHI_S_3_FEAR_5,সে কোনো কিছো না বলেই চলে গাছে
F_01_OISHI_S_3_HAPPY_1,সে কোনো কিছো না বলে চলে গাছে
F_01_OISHI_S_3_HAPPY_2,সে কোনো গিছে না বলে ছলে গাছে
F_01_OISHI_S_3_HAPPY_3,সে কোনো কেছে না বলাই চলে গাছে
F_01_OISHI_S_3_HAPPY_4,সে কোনো কিছে না বলিয় চলে গাছে
F_01_OISHI_S_3_HAPPY_5,সেকোনে কেছে না বলনাই ছলে গাছে
F_01_OISHI_S_3_NEUTRAL_1,সে কোনো কিছু না বোলেই চলে গাছে
F_01_OISHI_S_3_NEUTRAL_2,সে কোনো কিছো না বলেই চলে গাছে।
F_01_OISHI_S_3_NEUTRAL_3,সে কোনো কিছু না বলি চলে গাছে।
F_01_OISHI_S_3_NEUTRAL_4,সে কোনো কিছো না বুলি চোলে গাছে।
F_01_OISHI_S_3_NEUTRAL_5,সে কোনো কিছো না বুলি চোলে গাছে
F_01_OISHI_S_3_SAD_1,সে কোনো কিছো না বলেই চলে গাছে
F_01_OISHI_S_3_SAD_2,সে কোনো গিছো না বলে ছলে গাছে
F_01_OISHI_S_3_SAD_3,সে কুনো কেছে না বলেই চলে গাছে
F_01_OISHI_S_3_SAD_4,সে কুনো কেছে না ভুলেহে ছলে গাছে।
F_01_OISHI_S_3_SAD_5,সে কোনু কিছু না বলেই চলে গাছে
F_01_OISHI_S_3_SURPRISE_1,সে কনো কিছো না বলেই চলে গাছে।
F_01_OISHI_S_3_SURPRISE_2,সে কোনো কিছো না বলেই চলে গাছে।
F_01_OISHI_S_3_SURPRISE_3,হে কোনো কিছো না বলেই চলে গাছে
F_01_OISHI_S_3_SURPRISE_4,সে কোনো কিছো না বলেই চলে গাছে।
F_01_OISHI_S_3_SURPRISE_5,হে কোনো কিছো না বলেই চলে গাছে।
F_01_OISHI_S_4_ANGRY_1,তমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_ANGRY_2,তুমাকে এখনি আমার সেথে জেতে হবে
F_01_OISHI_S_4_ANGRY_3,তমাকে এখনি আমার সথি জেতে হবে
F_01_OISHI_S_4_ANGRY_4,তুমাকে এখনি আমার সাথে এজেতে হবে
F_01_OISHI_S_4_ANGRY_5,তুমাকে এখনি আমাস্যতি জেতে হবে
F_01_OISHI_S_4_DISGUST_1,তোমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_DISGUST_2,তোমাকে এখনি আমার সথে জেতে হবে।
F_01_OISHI_S_4_DISGUST_3,তোমাকে এখনি আমার সাথে জেতে হাবে।
F_01_OISHI_S_4_DISGUST_4,তুমাকে এখনে আমার সাথে জেতে হবে
F_01_OISHI_S_4_DISGUST_5,তুমাকে এখনি আমার সাথে যেতে হবে
F_01_OISHI_S_4_FEAR_1,তোমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_FEAR_2,তুমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_FEAR_3,তমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_FEAR_4,তমাকে এখারনে আমার সাথে জেতে হবে।
F_01_OISHI_S_4_FEAR_5,তুমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_HAPPY_1,তুমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_HAPPY_2,তুমাকে এখুনি অভাশেত হজেতা হবে
F_01_OISHI_S_4_HAPPY_3,তমাকে একনি হমরশতে জিতে হবে
F_01_OISHI_S_4_HAPPY_4,তুমাকে এখুনি আমাশতে জেতা হাবে
F_01_OISHI_S_4_HAPPY_5,তুমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_NEUTRAL_1,তোমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_NEUTRAL_2,তমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_NEUTRAL_3,তমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_NEUTRAL_4,তমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_NEUTRAL_5,তোমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_SAD_1,তুমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_SAD_2,তুমাকে একুনি আমার সেতে জেতে হবে।
F_01_OISHI_S_4_SAD_3,তুমাকে একুনি আমার সেতে জেতে হবে।
F_01_OISHI_S_4_SAD_4,তুমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_SAD_5,তুমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_SURPRISE_1,তুমাকে এখনি অমার সাথে জেতে হবে।
F_01_OISHI_S_4_SURPRISE_2,তোমাকে এখনি আমার সাথে জেতে হবে।
F_01_OISHI_S_4_SURPRISE_3,তুমাকে এখনি আমার সাথে জেতে হবে
F_01_OISHI_S_4_SURPRISE_4,তুমাকে এখনি আমাসাথে জেতে হবে।
F_01_OISHI_S_4_SURPRISE_5,তুমাকে এখনি অমাসেতে জেতে হবে।
F_01_OISHI_S_5_ANGRY_1,তুমার কাছ্টা করা ঠিক হয়নি
F_01_OISHI_S_5_ANGRY_2,তুমার কাছটা করা থিক হয়নি
F_01_OISHI_S_5_ANGRY_3,তুমার কাছটা করেন থিক হয়নি
F_01_OISHI_S_5_ANGRY_4,তুমার কাছটা করা থিক হয়নি
F_01_OISHI_S_5_ANGRY_5,তুমার কাছটা করা থিক হয়নি
F_01_OISHI_S_5_DISGUST_1,তুমার কাছটা করা ঠিখ হয়নি
F_01_OISHI_S_5_DISGUST_2,তুমার কাছটা করা ধিখ হয়নি
F_01_OISHI_S_5_DISGUST_3,তুমার কাছটা করা থিক হয়নি
F_01_OISHI_S_5_DISGUST_4,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_DISGUST_5,তুমার কাছটা করা থিক হয়নি
F_01_OISHI_S_5_FEAR_1,তমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_FEAR_2,তুমার কাছটা করা থিক হয়নি।
F_01_OISHI_S_5_FEAR_3,তুমার কাছটা করা ঠিক হয়নি।
F_01_OISHI_S_5_FEAR_4,তুমার কাছটা করা থিক হয়নি।
F_01_OISHI_S_5_FEAR_5,তুমার কাছেটা করা থিক হয়নে।
F_01_OISHI_S_5_HAPPY_1,তুমার কাছ্টা গোলে ঠিক হয় নি
F_01_OISHI_S_5_HAPPY_2,তুমার কাছটা করে ঠিক হয়নি
F_01_OISHI_S_5_HAPPY_3,তুমার কাছটা করে ঠিক হয়নি
F_01_OISHI_S_5_HAPPY_4,তুমার কাছ্টা গরে ঠিক হয়নি
F_01_OISHI_S_5_HAPPY_5,তুমার কাস্টা করে ঠিক হয়নি
F_01_OISHI_S_5_NEUTRAL_1,তোমার কাজটা করা ঠিক হয়নে
F_01_OISHI_S_5_NEUTRAL_2,তোমার কাছটা করা ঠিক হয়নে
F_01_OISHI_S_5_NEUTRAL_3,তোমার কাছটা করা থিক হয়নে
F_01_OISHI_S_5_NEUTRAL_4,তোমার কাজটা করা ঠিক হয়নি
F_01_OISHI_S_5_NEUTRAL_5,তোমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SAD_1,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SAD_2,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SAD_3,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SAD_4,তুমার কাছেটা করা ঠিক হয়নি
F_01_OISHI_S_5_SAD_5,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SURPRISE_1,তুমার কাছিটা করা ঠিক হয়নি
F_01_OISHI_S_5_SURPRISE_2,তুমার কাছটা করা ঠিক হয়নি।
F_01_OISHI_S_5_SURPRISE_3,তোমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_5_SURPRISE_4,তুমার কাছটা করা ঠিক হয়নে
F_01_OISHI_S_5_SURPRISE_5,তুমার কাছটা করা ঠিক হয়নি
F_01_OISHI_S_6_ANGRY_1,ইদুরছনাটা হাডিযে গলো
F_01_OISHI_S_6_ANGRY_2,ইদুর ছনটা হডিয়ে গলো
F_01_OISHI_S_6_ANGRY_3,ইবরছানাতা হাডেয়গলো
F_01_OISHI_S_6_ANGRY_4,ইদোর ছন্নটা হাডিযে গালো
F_01_OISHI_S_6_ANGRY_5,ইদুর ছানটা হডিয়ে গলো
F_01_OISHI_S_6_DISGUST_1,ইদুর ছনেটা হারিয়গলো
F_01_OISHI_S_6_DISGUST_2,ইদুর ছনেটা হারিয়ে গলো।
F_01_OISHI_S_6_DISGUST_3,ইদুর ছানটা হারিয়গালো
F_01_OISHI_S_6_DISGUST_4,ইদুর ছনাটা হাডিয়গলো
F_01_OISHI_S_6_DISGUST_5,ইদুর ছনেটা হারিয়গালো
F_01_OISHI_S_6_FEAR_1,ইদুর ছানাটা হাডিযে গালো।
F_01_OISHI_S_6_FEAR_2,ইদুর ছানাটা হারিয় গালো।
F_01_OISHI_S_6_FEAR_3,ইদোর ছানাটা হাডিযে গালো।
F_01_OISHI_S_6_FEAR_4,ইদুর জানাটা হাডিযে গালো।
F_01_OISHI_S_6_FEAR_5,ইদুর ছানাটা হাডেয়গলো
F_01_OISHI_S_6_HAPPY_1,ইদোর ছানট হাডিয়গলো
F_01_OISHI_S_6_HAPPY_2,ইদুরছনটে হডিয়গলো
F_01_OISHI_S_6_HAPPY_3,ইদুযেছেনটা হারিযো গলো
F_01_OISHI_S_6_HAPPY_4, 2 ছানু টাডিয় কলো
F_01_OISHI_S_6_HAPPY_5,ইদুর ছন্নটা হাডিয়গলো
F_01_OISHI_S_6_NEUTRAL_1,ইদুর ছানাটা হারিয়গালো.
F_01_OISHI_S_6_NEUTRAL_2,ইদুর ছানাটা হাড়িয়গেলো
F_01_OISHI_S_6_NEUTRAL_3,ইদুর ছানাটা হাডিয়গালো.
F_01_OISHI_S_6_NEUTRAL_4,ইদুর ছানাটা হারি এগালো
F_01_OISHI_S_6_NEUTRAL_5,ইদুর ছানাটা হারিয়গালো.
F_01_OISHI_S_6_SAD_1,ইদুর ছনটা হারিয় গলো
F_01_OISHI_S_6_SAD_2,ইদুর ছানাটা হাডিযে গালো
F_01_OISHI_S_6_SAD_3,ইদুরছানাটা হারিয়গালো
F_01_OISHI_S_6_SAD_4,ইদুর ছানাটা হারিয় গালো
F_01_OISHI_S_6_SAD_5,ইদুর ছানাটা হারিয় গলো
F_01_OISHI_S_6_SURPRISE_1,ইদুর ছনাটা হারিযে গালো
F_01_OISHI_S_6_SURPRISE_2,ইদুর ছানাটা হারিয় গালো
F_01_OISHI_S_6_SURPRISE_3,ইদুর ছানাটা হাডিযে গালো।
F_01_OISHI_S_6_SURPRISE_4,ইদুর ছানাটা হাডিয়ে গালো
F_01_OISHI_S_6_SURPRISE_5,ইদুর ছানাটা হারিয়ে গালো
F_01_OISHI_S_7_ANGRY_1,এখন প্রশ্ন করা জাবে না
F_01_OISHI_S_7_ANGRY_2,এখন প্রশ্ন কালা জাবে না
F_01_OISHI_S_7_ANGRY_3,এখন প্রশ্ন কলা জাবে না
F_01_OISHI_S_7_ANGRY_4,এখন প্রস্টু কারা জাবে না
F_01_OISHI_S_7_ANGRY_5,এখন প্রশ্ন কালা জাবে না
F_01_OISHI_S_7_DISGUST_1,একোন প্রস্ম করা জেবে না
F_01_OISHI_S_7_DISGUST_2,এখন প্রস্ন করা জাবে না
F_01_OISHI_S_7_DISGUST_3,একন প্রস্ন করা জাবিনা
F_01_OISHI_S_7_DISGUST_4,এখন প্রস্ন করা জাবে না
F_01_OISHI_S_7_DISGUST_5,এখন প্রশ্ন করা জাবে না
F_01_OISHI_S_7_FEAR_1,এখন প্রস্ন করা জাবে না।
F_01_OISHI_S_7_FEAR_2,এখন প্রস্ন করে জাবে না।
F_01_OISHI_S_7_FEAR_3,এখন প্রস্নো করা জাবে না
F_01_OISHI_S_7_FEAR_4,এখন প্রস্নো করা জাবে না?
F_01_OISHI_S_7_FEAR_5,এখন প্রস্নু করা জাবে না?
F_01_OISHI_S_7_HAPPY_1,একন্ প্রশ্ন করা জাবেনা
F_01_OISHI_S_7_HAPPY_2,একন্ প্রশ্ন কালে জামে না?
F_01_OISHI_S_7_HAPPY_3,একন্ প্রশ্নো কাড়া জাবেনা
F_01_OISHI_S_7_HAPPY_4,এখন প্রশ্ন করা জাবে না
F_01_OISHI_S_7_HAPPY_5,এখন প্রশ্ন কলা জাবেনা
F_01_OISHI_S_7_NEUTRAL_1,এখন প্রস্ন করা জাবে না.
F_01_OISHI_S_7_NEUTRAL_2,এখন প্রস্ন করা জাবে না.
F_01_OISHI_S_7_NEUTRAL_3,এখন প্রশ্ন করা জাবে না.
F_01_OISHI_S_7_NEUTRAL_4,এখন প্রশ্ন করা জাবে না.
F_01_OISHI_S_7_NEUTRAL_5,এখন প্রস্ন করা জাবে না.
F_01_OISHI_S_7_SAD_1,একন্ প্রস্নো করা জাবে না।
F_01_OISHI_S_7_SAD_2,এখন প্রশ্ন করা জাবে না
F_01_OISHI_S_7_SAD_3,একন্ প্রশ্ন করা জাবে না
F_01_OISHI_S_7_SAD_4,এখন প্রস্ন করা জাবে না
F_01_OISHI_S_7_SAD_5,এখন প্রস্ন করা জাবে না
F_01_OISHI_S_7_SURPRISE_1,এখন প্রস্ন করা জাবে না।
F_01_OISHI_S_7_SURPRISE_2,এখন প্রশ্ন করা জাবে না?
F_01_OISHI_S_7_SURPRISE_3,এখন প্রস্ন করা জাবে না
F_01_OISHI_S_7_SURPRISE_4,এখন প্রশ্ন করা জাবে না?
F_01_OISHI_S_7_SURPRISE_5,এখন প্রস্ন করা জাবে না?
F_01_OISHI_S_8_ANGRY_1, Dhar Dhar বাইরে কুকুটি দারি আয় ছে
F_01_OISHI_S_8_ANGRY_2, TORJAN বাইরে কুকুটি দাডি আছে
F_01_OISHI_S_8_ANGRY_3,তোরজাই বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_ANGRY_4,তোয়ার বাইরে কুকুটিক দাডি আছে।
F_01_OISHI_S_8_ANGRY_5, Dajar বাইরে কুকুটি দারিয়াছে
F_01_OISHI_S_8_DISGUST_1,তোরজার বাইরে কুকুটি দাডি আছে
F_01_OISHI_S_8_DISGUST_2, Darchar বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_DISGUST_3,তোয়ার জার বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_DISGUST_4, Dörj আর বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_DISGUST_5, Dordj বাইরে কুকুটে দাডি আছে
F_01_OISHI_S_8_FEAR_1, Darchar ভাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_FEAR_2, Darchar বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_FEAR_3,দরচার ভাইরে কুকুটি দাডি আছে।
F_01_OISHI_S_8_FEAR_4,তোরচার বাইরে কুকুটি দারি আছে।
F_01_OISHI_S_8_FEAR_5,দরচার পাইরে গুগুটি দারি আছে।
F_01_OISHI_S_8_HAPPY_1, Dharjan বাইরে কুকুটি দারিয় আছে
F_01_OISHI_S_8_HAPPY_2, Dharjan বাইরে কুকুটি দারিয় আছে
F_01_OISHI_S_8_HAPPY_3, Dharja-r বাইরে কুকুটি নারি আছে
F_01_OISHI_S_8_HAPPY_4, Dharjan বাইর একু গুটু দারি আছে
F_01_OISHI_S_8_HAPPY_5, Dordjha-r বাইরে কুকুট্টি নারি আছে
F_01_OISHI_S_8_NEUTRAL_1, DORJAR বাইরে কুকুটি দারিয়ে আছে
F_01_OISHI_S_8_NEUTRAL_2,নোরজার বাইরে কুকুরটি নারিয়ে আছে
F_01_OISHI_S_8_NEUTRAL_3,দরজার বাইরে কুকুরটি দাডিয়ায়ছে
F_01_OISHI_S_8_NEUTRAL_4,দর্জার বাইরে কুকুটি দারিয়াছে
F_01_OISHI_S_8_NEUTRAL_5, Dordj আর বাইরে কুকুটি দারিয়ে আছে
F_01_OISHI_S_8_SAD_1, Darchar বাইরে কুকুটি দারি এয়াছে
F_01_OISHI_S_8_SAD_2, Darchar বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_SAD_3, Dharja-r বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_SAD_4, Dörger বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_SAD_5,তোটচার বাইরে কুকুটটি দারিয়ে আছে।
F_01_OISHI_S_8_SURPRISE_1,দরজার বাইরে কুকুটি দারি আছে
F_01_OISHI_S_8_SURPRISE_2,দরজার বাইরে কুকুটি দারি আছে।
F_01_OISHI_S_8_SURPRISE_3," Dharja-r bhaire, কুকুটে দারি আছে."
F_01_OISHI_S_8_SURPRISE_4,দরজার বাইরে কুকুটে দারি আছে।
F_01_OISHI_S_8_SURPRISE_5,নারজার বাইরে কুকুটি দারি আছে
F_01_OISHI_S_9_ANGRY_1, 1 দিন পোরেই তার্বিয়ে
F_01_OISHI_S_9_ANGRY_2, 1 দিন পোরেই তার্বিয়ে
F_01_OISHI_S_9_ANGRY_3, 1 দিন পারেই তার বিয়ে
F_01_OISHI_S_9_ANGRY_4, Adul Puri Tərbiye
F_01_OISHI_S_9_ANGRY_5, 1 দিন প্রাই তাঁড বিএ
F_01_OISHI_S_9_DISGUST_1, 1 দিন পারে এতার বিএ
F_01_OISHI_S_9_DISGUST_2, 1 দিন পরেই তার বিয়ে
F_01_OISHI_S_9_DISGUST_3, 1 দিন পড়ে হি তার বিএ
F_01_OISHI_S_9_DISGUST_4, 1 দিন পড়েই তার বিয়ে
F_01_OISHI_S_9_DISGUST_5, 1 দিন পরে তার বিএ
F_01_OISHI_S_9_FEAR_1, 1 দিন পারি তার বিয়ে
F_01_OISHI_S_9_FEAR_2, 1 দিন পরেহি তার বিয়ে
F_01_OISHI_S_9_FEAR_3, 1 দিন পারে তার্বিয়ে
F_01_OISHI_S_9_FEAR_4, 1 দিন পডি তার ভিয়ে
F_01_OISHI_S_9_FEAR_5, 1 দিন পরিতার ভিয়ে
F_01_OISHI_S_9_HAPPY_1, 1 দিন পাড়েয় তার্ভিয়
F_01_OISHI_S_9_HAPPY_2, 1 দিন পড়াই তার্ভিয়ে
F_01_OISHI_S_9_HAPPY_3,েক দেন পাডেই তার্ভিয়ে
F_01_OISHI_S_9_HAPPY_4, 1 দিন পাড়েয় তার্বিয়ে
F_01_OISHI_S_9_HAPPY_5, 1 দিন পারেয় তার্বিয়ে
F_01_OISHI_S_9_NEUTRAL_1, 1 দিন পডেই তার বিয়ে
F_01_OISHI_S_9_NEUTRAL_2, 1 দিন পডে তার্বিয়ে
F_01_OISHI_S_9_NEUTRAL_3, 1 দিন পারেই তার্বিয়ে
F_01_OISHI_S_9_NEUTRAL_4, 1 দিন পরেই তার্বিএ
F_01_OISHI_S_9_NEUTRAL_5, 1 দিন পারে তার্বিয়ে
F_01_OISHI_S_9_SAD_1,েকদিন পারেই তার্বিয়ে
F_01_OISHI_S_9_SAD_2, 1 দিন পারিতার ভিয়ে
F_01_OISHI_S_9_SAD_3,েক দিন পারেই তার্বিয়ে
F_01_OISHI_S_9_SAD_4, 1 দিন পারেই তার পিয়ে
F_01_OISHI_S_9_SAD_5, 1 দিন পারে তার ভিয়ে
F_01_OISHI_S_9_SURPRISE_1, 1 দিন পরেই তার বিয়ে
F_01_OISHI_S_9_SURPRISE_2, 1 দিন পরেই তার বিয়ে
F_01_OISHI_S_9_SURPRISE_3, 1 দিন পারেই তার ভিয়ে
F_01_OISHI_S_9_SURPRISE_4, 1 দিন পডেয় তার বিয়ে
