name,english
F_01_OISHI_S_3_FEAR_1, He left without saying anything.
F_01_OISHI_S_3_FEAR_2, He didn't say anything.
F_01_OISHI_S_3_FEAR_3, He left without saying anything.
F_01_OISHI_S_3_FEAR_4, He left without saying anything.
F_01_OISHI_S_3_FEAR_5, He left without saying anything.
F_01_OISHI_S_3_HAPPY_1, She has left without saying anything.
F_01_OISHI_S_3_HAPPY_2, He has left without saying anything.
F_01_OISHI_S_3_HAPPY_3, She has gone to the Nambal.
F_01_OISHI_S_3_HAPPY_4, He left without saying anything.
F_01_OISHI_S_3_HAPPY_5, Shekund has gone to say no to something.
F_01_OISHI_S_3_NEUTRAL_1, She left without saying anything.
F_01_OISHI_S_3_NEUTRAL_2, He left without saying anything.
F_01_OISHI_S_3_NEUTRAL_3, She didn't say anything and left.
F_01_OISHI_S_3_NEUTRAL_4, She left without saying anything.
F_01_OISHI_S_3_NEUTRAL_5, He left without saying anything.
F_01_OISHI_S_3_SAD_1, He left without saying anything.
F_01_OISHI_S_3_SAD_2, He left without saying anything.
F_01_OISHI_S_3_SAD_3, He left without saying anything.
F_01_OISHI_S_3_SAD_4, I forgot about it.
F_01_OISHI_S_3_SAD_5, He left without saying anything.
F_01_OISHI_S_3_SURPRISE_1, He left without saying anything.
F_01_OISHI_S_3_SURPRISE_2, He left without saying anything.
F_01_OISHI_S_3_SURPRISE_3, He left without saying anything.
F_01_OISHI_S_3_SURPRISE_4, She has left without saying anything.
F_01_OISHI_S_3_SURPRISE_5, He left without saying anything.
F_01_OISHI_S_4_ANGRY_1, You have to go with me right now!
F_01_OISHI_S_4_ANGRY_2, You have to go to Amarsha right now!
F_01_OISHI_S_4_ANGRY_3, You have to go with me right now.
F_01_OISHI_S_4_ANGRY_4, You have to come with me right now!
F_01_OISHI_S_4_ANGRY_5, You have to win with me right now!
F_01_OISHI_S_4_DISGUST_1, You have to go with me now.
F_01_OISHI_S_4_DISGUST_2, You have to go with me now.
F_01_OISHI_S_4_DISGUST_3, You have to live with me now.
F_01_OISHI_S_4_DISGUST_4, You have to live with me now.
F_01_OISHI_S_4_DISGUST_5, You have to come with me right now.
F_01_OISHI_S_4_FEAR_1, You have to go with me right now.
F_01_OISHI_S_4_FEAR_2, You have to go with me now.
F_01_OISHI_S_4_FEAR_3, You have to go with me now.
F_01_OISHI_S_4_FEAR_4, You have to go with me right now.
F_01_OISHI_S_4_FEAR_5, You have to go with me right now.
F_01_OISHI_S_4_HAPPY_1, You have to go with me right now.
F_01_OISHI_S_4_HAPPY_2, You don't have to do it now.
F_01_OISHI_S_4_HAPPY_3, You don't have to be quiet right now!
F_01_OISHI_S_4_HAPPY_4, You don't have to go to the washroom now.
F_01_OISHI_S_4_HAPPY_5, You have to go with me right now.
F_01_OISHI_S_4_NEUTRAL_1, You have to go with me right now.
F_01_OISHI_S_4_NEUTRAL_2, You must go with me now.
F_01_OISHI_S_4_NEUTRAL_3, You must go with me now.
F_01_OISHI_S_4_NEUTRAL_4, You must go with me now.
F_01_OISHI_S_4_NEUTRAL_5, You must go with me now.
F_01_OISHI_S_4_SAD_1, You have to go with me now.
F_01_OISHI_S_4_SAD_2, You have to go with me.
F_01_OISHI_S_4_SAD_3, You have to go with me.
F_01_OISHI_S_4_SAD_4, You have to go with me now.
F_01_OISHI_S_4_SAD_5, You have to go with me now.
F_01_OISHI_S_4_SURPRISE_1, You have to go with me right now.
F_01_OISHI_S_4_SURPRISE_2, You have to go with me right now.
F_01_OISHI_S_4_SURPRISE_3, You have to go with me right now.
F_01_OISHI_S_4_SURPRISE_4, You have to live with me now.
F_01_OISHI_S_4_SURPRISE_5, You have to go with me right now!
F_01_OISHI_S_5_ANGRY_1, You are not doing the right thing!
F_01_OISHI_S_5_ANGRY_2, You are not doing the right thing.
F_01_OISHI_S_5_ANGRY_3, You are not doing the right thing!
F_01_OISHI_S_5_ANGRY_4, You are not doing the right thing!
F_01_OISHI_S_5_ANGRY_5, You are not doing your job right.
F_01_OISHI_S_5_DISGUST_1, You are not doing your job right.
F_01_OISHI_S_5_DISGUST_2, Your work is not good.
F_01_OISHI_S_5_DISGUST_3, Your work is not right.
F_01_OISHI_S_5_DISGUST_4, Your work is not right.
F_01_OISHI_S_5_DISGUST_5, Your work is not right.
F_01_OISHI_S_5_FEAR_1, You are not doing the right thing.
F_01_OISHI_S_5_FEAR_2, You are not doing the right thing.
F_01_OISHI_S_5_FEAR_3, Your work is not right.
F_01_OISHI_S_5_FEAR_4, You are not doing the right thing.
F_01_OISHI_S_5_FEAR_5, You are not doing the right thing.
F_01_OISHI_S_5_HAPPY_1, Your work is not right.
F_01_OISHI_S_5_HAPPY_2, Your work is not good.
F_01_OISHI_S_5_HAPPY_3, Your work is not right.
F_01_OISHI_S_5_HAPPY_4, Your work is not good.
F_01_OISHI_S_5_HAPPY_5, Your work is not good.
F_01_OISHI_S_5_NEUTRAL_1, You are not doing the right thing.
F_01_OISHI_S_5_NEUTRAL_2, Tomar kaajta kora theek hoi ni.
F_01_OISHI_S_5_NEUTRAL_3," Tomar, kaajta kora theek hoi nei."
F_01_OISHI_S_5_NEUTRAL_4, Tomar kaajta kora theek hoi ni.
F_01_OISHI_S_5_NEUTRAL_5," Tomar, kaajta kora theek hoi ni."
F_01_OISHI_S_5_SAD_1, Your work is not right.
F_01_OISHI_S_5_SAD_2, Your work is not right.
F_01_OISHI_S_5_SAD_3, Your work is not right.
F_01_OISHI_S_5_SAD_4, Your work is not right.
F_01_OISHI_S_5_SAD_5, You are not doing the right thing.
F_01_OISHI_S_5_SURPRISE_1, You are not doing your job right.
F_01_OISHI_S_5_SURPRISE_2, You are not doing your job right.
F_01_OISHI_S_5_SURPRISE_3, You are not doing the right thing.
F_01_OISHI_S_5_SURPRISE_4, Tomar kajta kara theek hoi nahi.
F_01_OISHI_S_5_SURPRISE_5, Tomar kachta kora theek hoi ni.
F_01_OISHI_S_6_ANGRY_1, You're going to wake up? Move!
F_01_OISHI_S_6_ANGRY_2, This is the end of the story.
F_01_OISHI_S_6_ANGRY_3," If I die, I'll be dead!"
F_01_OISHI_S_6_ANGRY_4, You lost this match.
F_01_OISHI_S_6_ANGRY_5, I lost this moment!
F_01_OISHI_S_6_DISGUST_1, This is a beautiful place.
F_01_OISHI_S_6_DISGUST_2, This channel is lost.
F_01_OISHI_S_6_DISGUST_3, I lost the game.
F_01_OISHI_S_6_DISGUST_4, This is the end of this channel.
F_01_OISHI_S_6_DISGUST_5, This channel is gone!
F_01_OISHI_S_6_FEAR_1, The other people... They left.
F_01_OISHI_S_6_FEAR_2, This Durjana has left.
F_01_OISHI_S_6_FEAR_3, The one here has left.
F_01_OISHI_S_6_FEAR_4, I was so scared.
F_01_OISHI_S_6_FEAR_5, I can't believe I'm going to die.
F_01_OISHI_S_6_HAPPY_1, I can't believe this is happening.
F_01_OISHI_S_6_HAPPY_2, I think I'm going to lose weight.
F_01_OISHI_S_6_HAPPY_3, This is a little bit too much.
F_01_OISHI_S_6_HAPPY_4, This is a little bit too much.
F_01_OISHI_S_6_HAPPY_5, I think I did a good job.
F_01_OISHI_S_6_NEUTRAL_1, The other side is gone.
F_01_OISHI_S_6_NEUTRAL_2, I removed the excess.
F_01_OISHI_S_6_NEUTRAL_3, The other side is gone.
F_01_OISHI_S_6_NEUTRAL_4, The other side is done.
F_01_OISHI_S_6_NEUTRAL_5," The next day, the bird left."
F_01_OISHI_S_6_SAD_1, I think this is good. I can't wait.
F_01_OISHI_S_6_SAD_2, I lost my way.
F_01_OISHI_S_6_SAD_3, I can't wait anymore.
F_01_OISHI_S_6_SAD_4, I lost my son.
F_01_OISHI_S_6_SAD_5, I could lose this fight.
F_01_OISHI_S_6_SURPRISE_1, He lost the game.
F_01_OISHI_S_6_SURPRISE_2, The other side has fallen.
F_01_OISHI_S_6_SURPRISE_3, The dhurchana got lost.
F_01_OISHI_S_6_SURPRISE_4, The other side is gone.
F_01_OISHI_S_6_SURPRISE_5, The other side lost.
F_01_OISHI_S_7_ANGRY_1, Now you will not be able to ask questions!
F_01_OISHI_S_7_ANGRY_2," Now, you won't be able to ask questions."
F_01_OISHI_S_7_ANGRY_3," Now, you can't ask questions!"
F_01_OISHI_S_7_ANGRY_4," Now, you will not be able to question me."
F_01_OISHI_S_7_ANGRY_5," Now, you won't be questioned!"
F_01_OISHI_S_7_DISGUST_1, Here's the next one with the job.
F_01_OISHI_S_7_DISGUST_2," Now, no questions asked!"
F_01_OISHI_S_7_DISGUST_3, Now let's ask a question.
F_01_OISHI_S_7_DISGUST_4," Now, you can't ask questions."
F_01_OISHI_S_7_DISGUST_5, Now you can't ask questions
F_01_OISHI_S_7_FEAR_1," Now, I can't ask you questions."
F_01_OISHI_S_7_FEAR_2," Now, I won't ask questions."
F_01_OISHI_S_7_FEAR_3," Now, I can't ask questions."
F_01_OISHI_S_7_FEAR_4," Now, no questions will be asked."
F_01_OISHI_S_7_FEAR_5," Now, I can't ask you questions."
F_01_OISHI_S_7_HAPPY_1, Now we can ask questions.
F_01_OISHI_S_7_HAPPY_2, Now I can't ask questions.
F_01_OISHI_S_7_HAPPY_3," Now, I can't ask any questions."
F_01_OISHI_S_7_HAPPY_4," Now, no questions asked."
F_01_OISHI_S_7_HAPPY_5," Now, I can't even ask a question."
F_01_OISHI_S_7_NEUTRAL_1," Now, no questions will be asked."
F_01_OISHI_S_7_NEUTRAL_2," Now, no questions asked."
F_01_OISHI_S_7_NEUTRAL_3, Now you can't ask questions.
F_01_OISHI_S_7_NEUTRAL_4," Now, you can't ask questions."
F_01_OISHI_S_7_NEUTRAL_5," Now, no questions will be asked."
F_01_OISHI_S_7_SAD_1, I can't ask you questions now.
F_01_OISHI_S_7_SAD_2, I can't go to the toilet now.
F_01_OISHI_S_7_SAD_3, I can't ask you questions now.
F_01_OISHI_S_7_SAD_4," Now, I can't ask you questions."
F_01_OISHI_S_7_SAD_5, I can't ask you questions now.
F_01_OISHI_S_7_SURPRISE_1, I can't brush no carajaba nah
F_01_OISHI_S_7_SURPRISE_2, Now you won't ask questions.
F_01_OISHI_S_7_SURPRISE_3," Now, no questions will be asked."
F_01_OISHI_S_7_SURPRISE_4, Now you won't go to ask questions?
F_01_OISHI_S_7_SURPRISE_5, Now you won't be able to ask questions.
F_01_OISHI_S_8_ANGRY_1, There's a lot of people outside.
F_01_OISHI_S_8_ANGRY_2, Your beard is out of shape.
F_01_OISHI_S_8_ANGRY_3," Go outside, there is a crow."
F_01_OISHI_S_8_ANGRY_4, There is a stick outside the door.
F_01_OISHI_S_8_ANGRY_5, There is a cuckoo bird outside the door.
F_01_OISHI_S_8_DISGUST_1, Your dog is outside.
F_01_OISHI_S_8_DISGUST_2, There is a dog outside the door.
F_01_OISHI_S_8_DISGUST_3, There is a cat outside the door.
F_01_OISHI_S_8_DISGUST_4, The dog is outside the door.
F_01_OISHI_S_8_DISGUST_5, There is a bird outside the door.
F_01_OISHI_S_8_FEAR_1, The cuckoo is outside the door.
F_01_OISHI_S_8_FEAR_2, There is a cuckoo outside the door.
F_01_OISHI_S_8_FEAR_3, There is a thud outside the door.
F_01_OISHI_S_8_FEAR_4, There is a thorn outside the door.
F_01_OISHI_S_8_FEAR_5, The cuckoo is outside the door.
F_01_OISHI_S_8_HAPPY_1, The door is locked.
F_01_OISHI_S_8_HAPPY_2, There is a cuckoo outside the door.
F_01_OISHI_S_8_HAPPY_3, There is a cuckoo bird outside the door.
F_01_OISHI_S_8_HAPPY_4, There is a lot of dust outside the door.
F_01_OISHI_S_8_HAPPY_5, There is a bird outside the door.
F_01_OISHI_S_8_NEUTRAL_1, The cuckoo is outside the door.
F_01_OISHI_S_8_NEUTRAL_2, The cuckoo is outside the door.
F_01_OISHI_S_8_NEUTRAL_3, The cuckoo is outside the door.
F_01_OISHI_S_8_NEUTRAL_4, The cuckoo is outside the door.
F_01_OISHI_S_8_NEUTRAL_5, There is a cuckoo outside the door.
F_01_OISHI_S_8_SAD_1, Someone has come outside the door.
F_01_OISHI_S_8_SAD_2, There is a cuckoo outside the door.
F_01_OISHI_S_8_SAD_3, There is a cuckoo outside the door.
F_01_OISHI_S_8_SAD_4, The cuckoo is outside the door.
F_01_OISHI_S_8_SAD_5, There is a cuckoo outside the door.
F_01_OISHI_S_8_SURPRISE_1, The cuckoo is outside the door.
F_01_OISHI_S_8_SURPRISE_2, The cuckoo is outside the door.
F_01_OISHI_S_8_SURPRISE_3, The cuckoo is outside the door.
F_01_OISHI_S_8_SURPRISE_4, The cuckoo is outside the door.
F_01_OISHI_S_8_SURPRISE_5, The cuckoo is outside the door.
F_01_OISHI_S_9_ANGRY_1," One day, the whole world will be drunk!"
F_01_OISHI_S_9_ANGRY_2," One day, the whole world will be drunk!"
F_01_OISHI_S_9_ANGRY_3," One day, I studied till BA."
F_01_OISHI_S_9_ANGRY_4, And you'll pour it at me!
F_01_OISHI_S_9_ANGRY_5, One day before her marriage
F_01_OISHI_S_9_DISGUST_1, One day I will study and then I will get married.
F_01_OISHI_S_9_DISGUST_2," One day, I got married."
F_01_OISHI_S_9_DISGUST_3," One day after that, he got married."
F_01_OISHI_S_9_DISGUST_4, One day I will study and then get married.
F_01_OISHI_S_9_DISGUST_5, One day I will study and then I will get married.
F_01_OISHI_S_9_FEAR_1," One day I studied, then I got married."
F_01_OISHI_S_9_FEAR_2," One day, he came."
F_01_OISHI_S_9_FEAR_3, One day I studied and got a BA
F_01_OISHI_S_9_FEAR_4, One day I studied and then I got married.
F_01_OISHI_S_9_FEAR_5," One day, the sun is about to set."
F_01_OISHI_S_9_HAPPY_1," One day, I was studying Tarbiyah"
F_01_OISHI_S_9_HAPPY_2," One day, I will study too!"
F_01_OISHI_S_9_HAPPY_3," One day, he studied Tarbiyah"
F_01_OISHI_S_9_HAPPY_4," One day, he is studying Tarbiyah"
F_01_OISHI_S_9_HAPPY_5, One day I was studying Tarbiyah
F_01_OISHI_S_9_NEUTRAL_1," One day after her marriage,"
F_01_OISHI_S_9_NEUTRAL_2, One day after the training
F_01_OISHI_S_9_NEUTRAL_3, One day after the training
F_01_OISHI_S_9_NEUTRAL_4, Ek din pori hi tarbiyay.
F_01_OISHI_S_9_NEUTRAL_5," One day later, he got drunk."
F_01_OISHI_S_9_SAD_1," One day, I was about to give birth."
F_01_OISHI_S_9_SAD_2," One day, Pari Tarbiye"
F_01_OISHI_S_9_SAD_3," One day, I was studying. It was Tarbiyah."
F_01_OISHI_S_9_SAD_4," One day, I got a cold."
F_01_OISHI_S_9_SAD_5," One day, I was studying."
F_01_OISHI_S_9_SURPRISE_1," One day later,"
F_01_OISHI_S_9_SURPRISE_2," One day after her marriage,"
F_01_OISHI_S_9_SURPRISE_3," One day after her marriage,"
F_01_OISHI_S_9_SURPRISE_4, One day after her marriage.
F_01_OISHI_S_9_SURPRISE_5," One day after her marriage,"
F_01_OISHI_S_10_ANGRY_1, I'll make you pay for this!
F_01_OISHI_S_10_ANGRY_2, I'll take you to the bottom of the river.
F_01_OISHI_S_10_ANGRY_3," Take your clothes off, you faggot!"
F_01_OISHI_S_10_ANGRY_4, I will kill you!
F_01_OISHI_S_10_ANGRY_5, I will kill you and come back.
F_01_OISHI_S_10_DISGUST_1, I'm going to make a big mess.
F_01_OISHI_S_10_DISGUST_2, He took the pot and the pot
F_01_OISHI_S_10_DISGUST_3, The dacoits went down the hill.
F_01_OISHI_S_10_DISGUST_4," The next day, the next morning, the next day, the next day,"
F_01_OISHI_S_10_DISGUST_5, He took the pot and put it on the floor.
F_01_OISHI_S_10_FEAR_1, I'm not going to let you go.
F_01_OISHI_S_10_FEAR_2, I'm going to go and get some food.
F_01_OISHI_S_10_FEAR_3, I'm going to go and get some food.
F_01_OISHI_S_10_FEAR_4, I can't believe it.
F_01_OISHI_S_10_FEAR_5, I can't believe it.
F_01_OISHI_S_10_HAPPY_1, I'm going to go to the toilet.
F_01_OISHI_S_10_HAPPY_2, I put it in the fridge and brought it.
F_01_OISHI_S_10_HAPPY_3, I'm going to put it on the roof.
F_01_OISHI_S_10_HAPPY_4, I'm going to put it on the roof.
F_01_OISHI_S_10_HAPPY_5, I'm going to put it in the oven.
F_01_OISHI_S_10_NEUTRAL_1, Take the lid and put the lid on.
F_01_OISHI_S_10_NEUTRAL_2, Daka tera dhal talo ar niye elo.
F_01_OISHI_S_10_NEUTRAL_3, Take the dhal on the bottom of the pot.
F_01_OISHI_S_10_NEUTRAL_4, Take the dhal and put it on the top of the dhal.
F_01_OISHI_S_10_NEUTRAL_5, I put the lid on and brought it to the bottom of the pot.
F_01_OISHI_S_10_SAD_1, I'm sorry.
F_01_OISHI_S_10_SAD_2, I'm going to go to the hospital.
F_01_OISHI_S_10_SAD_3, I'm not going to let you go.
F_01_OISHI_S_10_SAD_4, I'm not going to let you go.
F_01_OISHI_S_10_SAD_5, I'm going to die.
F_01_OISHI_S_10_SURPRISE_1," The next day, the moon came out."
F_01_OISHI_S_10_SURPRISE_2, He took the sword and the sword.
F_01_OISHI_S_10_SURPRISE_3, The dog was very angry.
F_01_OISHI_S_10_SURPRISE_4, He took the pot and the pot.
F_01_OISHI_S_10_SURPRISE_5, The dhaka was covered with a thick layer of flour.
F_02_MONIKA_S_1_ANGRY_1, The cuckoo is singing in the name of the mother fish.
F_02_MONIKA_S_1_ANGRY_2, The cuckoo is singing in the air.
F_02_MONIKA_S_1_ANGRY_3, The cock is growling at the sight of the new fish.
F_02_MONIKA_S_1_ANGRY_4, The cuckoo is singing in the air.
F_02_MONIKA_S_1_ANGRY_5, The cuckoo is singing in the presence of the small fish.
F_02_MONIKA_S_1_DISGUST_1, The cuckoo is singing in the air.
F_02_MONIKA_S_1_DISGUST_2, The cuckoo is singing in the air.
F_02_MONIKA_S_1_DISGUST_3, The cuckoo is singing to the tune of the mo-fish.
F_02_MONIKA_S_1_DISGUST_4, The cuckoo is singing in the presence of the mother fish.
F_02_MONIKA_S_1_DISGUST_5, The cuckoo is singing in the air.
F_02_MONIKA_S_1_FEAR_1, The cuckoo is howling at the sound of the peacock.
F_02_MONIKA_S_1_FEAR_2, The cock is singing in the fire.
F_02_MONIKA_S_1_FEAR_3, The cuckoo is singing in the presence of the fish.
F_02_MONIKA_S_1_FEAR_4, The cuckoo is singing to the moon.
F_02_MONIKA_S_1_FEAR_5, The cuckoo is singing in the presence of the mother fish.
F_02_MONIKA_S_1_HAPPY_1, The cock is making noise seeing the fish's voice.
F_02_MONIKA_S_1_HAPPY_2, The cuckoo is singing in the fire.
F_02_MONIKA_S_1_HAPPY_3, The cuckoo is singing in the light of the moon.
F_02_MONIKA_S_1_HAPPY_4, The cuckoo is singing in the fire.
F_02_MONIKA_S_1_HAPPY_5, The cuckoo is singing to the music of the fish.
F_02_MONIKA_S_1_NEUTRAL_1," Seeing the fish's beak, the crocodile is giggling."
F_02_MONIKA_S_1_NEUTRAL_2," Seeing the fish's beak, the cuckoo is singing."
F_02_MONIKA_S_1_NEUTRAL_3," Seeing the fish's beak, the cuckoo is singing."
F_02_MONIKA_S_1_NEUTRAL_4, The cuckoo is singing to the music of the fish.
F_02_MONIKA_S_1_NEUTRAL_5, The cuckoo is singing to the tune of the fish.
F_02_MONIKA_S_1_SAD_1, The cuckoo is singing in the air.
F_02_MONIKA_S_1_SAD_2, The cuckoo is singing in the air.
F_02_MONIKA_S_1_SAD_3, The cuckoo is singing in the air.
F_02_MONIKA_S_1_SAD_4, The cuckoo is singing in the presence of the dead fish.
F_02_MONIKA_S_1_SAD_5, The cuckoo is singing in the air.
F_02_MONIKA_S_1_SURPRISE_1, The cuckoo is singing in the presence of the fish.
F_02_MONIKA_S_1_SURPRISE_2, The cuckoo is singing in the light of the peacock.
F_02_MONIKA_S_1_SURPRISE_3, The cuckoo is singing to the moon.
F_02_MONIKA_S_1_SURPRISE_4, The cuckoo is singing in the presence of the dead fish.
F_02_MONIKA_S_1_SURPRISE_5, The cuckoo is singing in the light of the moon.
F_02_MONIKA_S_2_ANGRY_1, You have turned everything upside down!
F_02_MONIKA_S_2_ANGRY_2, You have turned everything upside down.
F_02_MONIKA_S_2_ANGRY_3, You have made a lot of bullets.
F_02_MONIKA_S_2_ANGRY_4, You have made a fool of everything!
F_02_MONIKA_S_2_ANGRY_5, You have turned everything upside down.
F_02_MONIKA_S_2_DISGUST_1, You have turned everything upside down.
F_02_MONIKA_S_2_DISGUST_2, You have turned everything upside down.
F_02_MONIKA_S_2_DISGUST_3, You have turned everything upside down.
F_02_MONIKA_S_2_DISGUST_4, You have turned everything upside down.
F_02_MONIKA_S_2_DISGUST_5, You have turned everything upside down.
F_02_MONIKA_S_2_FEAR_1, You have made everything upside down.
F_02_MONIKA_S_2_FEAR_2, You have turned everything upside down.
F_02_MONIKA_S_2_FEAR_3, You have made everything a mess.
F_02_MONIKA_S_2_FEAR_4, You have changed everything.
F_02_MONIKA_S_2_FEAR_5, You have made everything a mess.
F_02_MONIKA_S_2_HAPPY_1, You have turned everything upside down.
F_02_MONIKA_S_2_HAPPY_2, You have turned everything upside down.
F_02_MONIKA_S_2_HAPPY_3, You have turned everything upside down.
F_02_MONIKA_S_2_HAPPY_4, You have turned everything upside down.
F_02_MONIKA_S_2_HAPPY_5, You have turned everything upside down.
F_02_MONIKA_S_2_NEUTRAL_1, You have changed everything.
F_02_MONIKA_S_2_NEUTRAL_2, You have turned everything upside down.
F_02_MONIKA_S_2_NEUTRAL_3, You have turned everything upside down.
F_02_MONIKA_S_2_NEUTRAL_4, You have turned everything upside down.
F_02_MONIKA_S_2_NEUTRAL_5, You have done everything wrong.
F_02_MONIKA_S_2_SAD_1, You have turned everything upside down.
F_02_MONIKA_S_2_SAD_2, You have turned everything upside down.
F_02_MONIKA_S_2_SAD_3, You have turned everything upside down.
F_02_MONIKA_S_2_SAD_4, You have turned everything into a curse.
F_02_MONIKA_S_2_SAD_5, You have made me so confused.
F_02_MONIKA_S_2_SURPRISE_1, You have made everything upside down.
F_02_MONIKA_S_2_SURPRISE_2, You have made everything upside down.
F_02_MONIKA_S_2_SURPRISE_3], You have turned everything upside down.
F_02_MONIKA_S_2_SURPRISE_4, You have made everything a mess.
F_02_MONIKA_S_2_SURPRISE_5, You have turned everything upside down.
F_02_MONIKA_S_3_ANGRY_1, She is saying nothing and still she is getting angry.
