name,text
F01W02, این تندیست. من تصویرشو دیده بودم. ولی دیدنش از نزدیک چیز دیگه ایه. فالاده است.
F01W03, برای من فکر کردم جلسه دوستانه است
F01W04, چرا اینو میپرسی؟
F01W05, یعنی در ارتباط با تحقیقات همین پرونده رفته؟
F01W06, ببینم احتمال داره دامت حالا مرده باشه
F02A01, دیگه کافیه
F02A02, پنوز نیم ساعت تا پایان کارت مونده؟
F02A03, و اینطوری شد که سرا و سر در مفتوم سلم از دستمون رفت
F02F01, نه خنه
F02H01, جواب آزمایی شایی نمیگه
F02H02, شیشم ها خیلی کمه پول
F02H03, فکر کنم باید برای اومدنش آماده داشتیم
F02H04, تقصص آقای میمارتون چیه؟
F02N01, میتونی کارایی جالبتری انجام بدی؟
F02N02, آقایون میشه به من بگید هیچ وقت از رفتاری که با شما میشه ناراحت شدی؟
F02N03, خب مخصوصم اینه که این وز شرمابره. وحشتناکه.
F02N04, امروز تمام اروپا از رفتاری که با شما میشه حرف میزنن. برای همین به اینجا اومدم تا به چشم خودم ببینم.
F02N05, پک نمی‌کنین می‌تونستین زندگی بهتری داشته باشین؟
F02S01, فکر کردم مرده به آرامش و خلوت احتیاج دارن و فرشاو هم حتما بعد از یه مدتی برمی کرده
F02S02, برش ازاداری کردم و بعد از اون به خودم گفتم هیچ اشکالی نداره
F02S03, من یه دوره از زندگیمو با فنشاب گذارندم و... حالا باید به فکر بچم باشم.
F02S04, تا حالا یه همچین کاری نکرده بود؟
F02S05, تو مدوجه نیستی پولا
F02S06, فهمیدم فنشو دیگه بر نمیگرده
F02S07, این مسئله برای خود منم پرستن و غزه
F02S08, برای همینم پولیس گفت به یه کارگاه خصوصی مراجعه کنم.
F02S09, بعد از یه هفته به پولیس خبر دادم اما ندیجه نداد.
F02S10, حتی با خودم تصمیم گرفتم که اگه برگشت به روش نگرم
F02S11, میترسیدم تو را از دست بدم
F02S12, بون من خیلی برابیش بود
F02S13, تو تنها برام اگه برگشتی لاغل میفهمم که خودت خواستی برگردی
F02S14, تمامی ایشب و منتظرت بودم
F02S15, اما حقیقت اینه که تو بهتر از هر کس دیگه میتونی این کار رو انجام بدی
F02W01, تقاره خمیرگیری؟
F02W02, من دیگه چیه؟
F02W03, ماشین ریسندگی؟
F02W04, پونست هزار تا؟
F02W05, چرا میخوایین باعث رنج اونا بشین دکترگاه؟
F02W06, شما اعتقاد دارین با احساس درد دیگه این کارا رو نمی کند؟
F03A01, تا باید بگی چون تا بودی که اومدی در خونه ما و از من خواستگاری کردی استران کردی که باید با هم ازدباش کردیم
F03A02, این حساب همی از اندگیت و قارتی
F03A03, به فکر کاره خودتی
F03A04, چیزی که حسابتون رو به هم میرزه صدای چرخ خیلیتی نیست مقت خودته
F03A05, تو زندگی تو بجز کتاب خوندن و کتاب نوشتن هیچ چیز دیگه ایمانی نداره
F03A06, مگه من همسرم نیستم پس سهم من چی میشه؟
F03A07, یه دری کتاب میخونی یه دری مقاله میرویسی
F03A08, تو بیمار شدی پال دوست نداری با هیچ کس معاشرت کنی از صبح تا شب کنجه این خونه لعنتی چپیدی
F03A09, زندگی به حقوق بخور نبیری که تو از نوشتن اون مقاله های ست تا یخواست میگیری چرزشی داره
F03A10, بگو خانم کجا است؟
F03F01, ممنون، غربن...
F03F02, شما حتما میخواین که من از گوشباره های موروارید خانم کاتارینا استفاده کنم البته بدون اطلاع ایشون؟
F03F03, بله هزمان
F03H01, اکنون من از ده دقیقه هم از آشناییمو نکرده شده
F03H02, نکاملن
F03H03, البته ایشون به هیچ وشت همایلی به ملغت مردم نداره.
F03H04, آقای هارت رایت برحال آمیدوارم که از زندگی با ما لذت ببرین
F03H05, خیلی خوبه، حتماً من، من ترسی به این سفر رو شخصاً میدم
F03N01, بله میتونم بزنم.
F03N02, و حالا برادر ایشون آقای فردک فرلی یعنی همون کسی که شما را استخدام کرده مالک این خونه هستند.
F03N03, در کنون شما مردی استاده بود که قرار بود همسر آینده شما باشد.
F03N04, چه مسئله اقه گیلمار؟
F03N05, اونی که از دوستای قدیمی خانوادگیمونه که من کاملا بهش اعتماد دارم
F03N06, توی خونه روستایی در مزرعه تادس کارنر
F03N07, ایشون مربی نقاشی و تحراهی ما بودن. در حال حاضر لیمه ایجو ترک کردن و به لندن برگشتن.
F03S01, من با فرانس گار داشتم.
F03S02, نمیدونم. شاید اینجوری بعضمون بهتر بشن.
F03S03, بره میفهمم
F03S04, نخاره هر عشقی یه نفرت بزرگ بلستر. هرچی عشق بزرگتر باشه نفرت هم بزرگتر میشه.
F03S05, از بابت مشکلاتی که براتون پیش اومده متاسفم
F03S06, اون چلاپن ساله است، با یه علامت سختگی پشت دستش.
F03S07, برای سر پرسیبال گلایدم نامه مینویستم و موضوع باش درمیل میسارم.
F03S08, اون به هر حال باید با سر پرسیوار گوید استفاش کنه
F03S09, فولتر عزیز، این برقصه چنین کاری رو ندارم به هیچ فرد،
F03S10, این چیزایی که خواسته بودین
F03S11, امیدوارم داشته باشید چون دیشب من خواب شما را دیدم.
F03S12, اون تنها کسی که میتونه راه درستا نشونمون بده
F03S13, بسیار خواب هست من این کار رو می کنم
F03S14, حق با شما است
F03S15, نه آن فقط با آقای هارت رایت صحبت کرده
F03S16, برحال فکر میکنم پیشنهاد آقای کلایت میتونه کمک هم کنه
F03S17, از مورلستان
F03S18, اونجا کم شده؟
F03W01, چی گفتی؟
F03W02, حسین آقا وان رای وین بود؟
F03W03, تو سال ها؟
F03W04, این همه تابلوی نقاشی؟
F03W05, 19 تابلو؟
F03W06, یعنی چی؟
F03W07, خونه غایری
F03W08, کجا؟
F03W09, پس چی؟
F03W10, ولی چی؟
F04A01, این افکار آمیانتون رو برای خودتون نگه دارید آقا
F04A02, این نوع قاید شخصی مورد نفرت منه
F04A03, آقا شما متوجه حرف من نشدید موضوع این نیست که حق با کدوم یک باشه من آقا شما رو موظف می کنم که حق با هر کس باشه شما به دختر من بگید که حق با کنته
F04A04, پس لابود من نادرستم
F04A05, چه تلو؟ ایلی؟
F04A06, منم که مادر او هستم و به شما دستور میدم که او رو فریب بدید
F04A07, خداحافظ آقای مباشری که تا حالا مباشر هیچ کس نبوده اید
F04A08, میخواستم ببینم شما به چه حق به خودتون اجازه دادید که این مباشر را به ما تحمیل کنید
F04A09, علتش اینه که من میخوام این حدیه را پس خود شما بدن
F04A10, این مباشر لعنتی تا هر وقت بخواید میتونه پیش شما باشه اما هرگز داماد ما نخواهد شد
F04A11, آقای رمی چرا اینقدر بیعدبانه حرف میزنی؟
F04A12, حرف های من بهوده هست؟
F04A13, شما به اندازه کافی حرف زدید.
F04A14, اما راجع به جسارتش من گفتم و باز هم میگم که بسیار جسور آقای وکیل حق هم با منه
F04A15, دخترم موضوع آقای رمی در کار نیست این مردک رو به حال خودش بگذارید و مطلب رو کمی جدی تر از این بگیرید
F04A16, مستخدمین شما عکس شما را نقاشی نمی کنند. مستخدمین شما وقت خودشون را به تماشای تابلوی که از شما کشیده شده صرف نمی کنند. مستخدمین شما قیافه آشقانه و محزون به خودشون نمی گیرند دختره.
F04N01, قبلا پیش چه کسی کار میکردید؟
F04N02, شوهر سابق دخترم مردی بود که سرمایه بسیاری فراهم آورد و برای دختر من سروت زیادی باقی گذاشته. بنابراین خانم کنت داریمون از آقای کنت داریمون چیزی کس نداره.
F05A01, کمک کردن و خانم
F05A02, این هم از بچه بزرگ کردن ما باید بودی میدیدی ما زیار با چشمور و شوقی لباس کار پوشید که خونه رو تمیز کنه
F05A03, آخه چی بگم؟
F05N01, به دمه در منزل پدر خانم وکیل اومده
F05N02, حالا اما اون چه برای امیر مجهول منده اینه که چه کسی یاد داشته قلام رزا را به مرتزا رسنده؟
F05N03, این عنوان نمایشی است که در شهست قسمت به شما دوستاران و همراهان همیشگی نمایش های رادیوی تقدیم می شه.
F05N04, این نمایش آمیخته ای از خیال سرف و واقعیت محزه، خیالی که بیشتر به یک آرزو میمونه، آرزوی سبت منصفانه وقایه گم شده در طول زمان.
F05N05, عزیزان از شما دعویس می کنم تا اولین قسمت این نمویش را بشنبید.
F05N06, شنیدیم امیر شفق جوانی نیازمنده احدای قلب که سالها تحت مراقبت و در لیست انتظار احدای عوض قرار داشته در سماه قبل از این انتظار طولانی خسته و نامومید دست از انتظار می کشه تا با دوستان و نمزدش محتاب باقیمنده امرش رو وقت گزرانی کنه و خوش بگذرانه
F05N07, ولی در یکی از مهمانی هایی که امیر به همین منظور ترتیب داده، حالش بد می شه و نهایتاً با اصرار مادرش در بیمارستان بستری می شه.
F05N08, در دو قسمت قبل این نمایش شنیدیم که امیر شفق جوان متمول و تنها وارس پدرش سالها به علت نراحتی قلبی در لیست انتظار احدای عوض قرار داشت.
F05N09, از طرفی شنیدیم که امیر رزا شریفی جانباز ورزشگار دارای کارت اهداع اوز هنگام خروج از باشگاه دوچار سانهه می شه و جان می بازه.
F05N10, قلب امیر رزا در قفصه سینه امیر قرار می گیرید.
F05N11, این اهداع عوض به شرط ناشناس ماندن اهداع کننده انجام می شه
F05N12, در قسمت های قبلی نمایه شنیدیم که قلب امیر رزا شریفی به شرط ناشناس بودن و امیر شفق که سالهاست در لیست انتظار احدای آز به سر میبره پیوند میشه. اما امیر به مرور زمان در صحبت هایی که با مادر و دوستانش داره اطلاعاتی از زمان جنگ هشت ساله به زبان میاره.
F05N13, اونا با هم به مراسم چهلومین روز در گذشته امیر رزا میرن
F05N14, جمال اما از روبرو شدن با خالی خودش ماهبانو امتنامی کنه و به بحانی از مجلس میره.
F05N15, تیم پیوند از نتیجه عمل راضی هستن و امیر از آی سی یو به بخش منتقل می شه
F05N16, دلینا پدرش جمال کلامی رو از موضوع با خبر می کنه.
F05N17, از طرفی دکتر دلینا کلامی رزیدنت تیم پیوند می فهمه که اهدا کننده قلب امیر شفق کسی نیست جز پسرخالی پدرش که سالهاست به واسطی اختلافهای فامیلی از اون بیخبر بودن.
F05N18, در چنین شرایطی محتاب نامزد بی ملاحظه امیر اصرار داره تا زمان قطعی جشن نامزدی اونها معلوم بشه.
F05N19, گفتگوی این دو تبدیل می شه به یه مشاجره و امیر دوشاره هم نمی شه.
F05N20, خاطره‌ی مشترک مربوط به زمانی که دکتر جهانگیری و جمال کلامی در جبه‌های غرب تجربه کرده بودند، در منطقه‌ی به نام باجار،
F05N21, در قسمت های قبل این نمایه شنیدیم که قلب امیر رزا شریفی به شرط ناشناس ماندن به امیر شفق بهون می شه. اما امیر به مرور زمان اطلاعاتی از امان جنگ هشت ساله به زبان می آره.
F05N22, دکتر جهانگیری بروز چنین اختلالهایی رو ناشی از عوارز داروهایی می دونه که امیر ناگذیر مصرف کنه.
F05N23, در قسمت های قبل شنیدیم، امیر که به دیدار دکتر جهانگیری رفته بود، با روایت دیگری از وقایی مربوط به دوران جنگ روبرو شد.
F05N24, امیر از بیمارستان به خانه میاد تا همراه با نامزدش محتاب مقدمات جشن نامزدی خودشون را تداروک ببینند.
F05N25, دکتر جهانگیری بروز چنین اختلالهایی رو ناشی از عوارز داروهایی می دونه که امیر باید مصرف کنه اما امیر به مرور زمان صدایی رو در درون خودش می شنوه
F05N26, تکرار این صدا امیر رو آشفته می کنه و نهایتا تیه ماجراهای امیر موفق می شه تا با صدای درون خودش ارتباط برقرار کنه.
F05N27, اون در پیش چشمان نگران مادرش که فکر میکنه امیر دوچار توهم شده برای رهایی از این مشکل وارد مبارزه با خواستهای قلب نورسیدش میشه.
F05N28, مبارزهی که ظاهرم بعد از یک هفته به پیروزی امیر منجر می شه. اما درست در زمانی که امیر تصور می کنه موفق به مهار قلب خودش شده، علایم تازهی آشگار می شه. علایمی که دکتر جهانگیری روانشناس تیم پیونت هم از تفسیر اون آجز می مونه.
F05N29, این در حالیه که قلب امیر بعد از شنیدن نام مرتزا از زبان نعیم وقایه ای رو به خاطر میاره.
F05N30, بین ترتیب، هرچند امیر از سینه رنجیده است، اما امیدوار به وعدی نعیم به تهران برمی گردید.
F05N31, اون به امی قول میده آدرس و نشانی اونها را براش پیدا کنه
F05N32, نعیم اگرچه نمی تونه به امیر در پیدا کردن قلام رزا کمکی بکنه اما بعد از دیدن اکس یازده نفر دو نفر از افراد در اون اکس رو شناسایی می کنه.
F05N33, به قسمتهای قبل شنیدیم امیر در جستجوی نشانی از قلام رزای مفخود الاسر سر از کرمانشا و منطقی نفت شهر در میاره تا با دومین فردی که در جمع یازده نفریه اکس دوران جنگ و جبهه بود آشنا بشه.
F05N34, تشخیص دکتر نوعی افونت پیشرفتی قلبیه
F05N35, امیر شبانه در بیمارستان تهران بستری می شید.
F05N36, به این امید که شاید با شناسایی سنفر باقی مانده از افراد در اون عکس پاسخ پرسش خودش رو پیدا کنه
F05N37, اتا و نعیم به توصیه پزشک در منگاه اسلویه اونو با اولین پرواز به تهران باز می گردونند.
F05N38, در قسمت های قبل شنیدیم اون چه در اسلوی گذشت قلب امیر رو بیمار کرد
F05N39, جدال پنهان امیر و قلبش در حالی ادامه داره که امیر ناگذیر از سر و سامان دادن اوضاع کارگاه و وصول مطالبات خودش از زندیه.
F05N40, بجز مرتزا دیگرانی هستند تا در پیدا کردن نشانی قلام رزا اونو یاری کنند.
F05N41, امیر که از شنیدن خبر مرگ مرتزا به شدت معیوز شده یک بار دیگه با قلب خودش در تزاد قرار می گیره.
F05N42, از طرفی شنیدیم که امیر همچنان در انتظار وعدی خانم علی پوره که به اون قول داده نشانی دایی مرادش رو بده. اما علی پور همچنان از روی روی با دایی خودش تفره میره و هرچند با خبر شده مراد در تهران بستری شده قصد نداره به ایادت اون بره.
F05N43, احتمال این که یکی دیگه از افراد ناشناس در اون عکس قاسد این یاد داشت بوده، بار دیگه امیر رو مسمم می کنه تا برخلاف تمایول خانم علی پور به دیدن دائی اون یعنی مراد بده.
F05N44, امیر دلینا رو ترقیب می کنه تا از پدرش بخواد که همه چیز رو برای اون تعریف کنه
F05N45, با این همه هیچیک از این دو نفر تمایالی ندارن تا بپرسش دلینا که نمیدونه در سالهای قبل بین اون دو نفر چه گذشته پاسخ بدن.
F05N46, سلام دوستان در قسمت قبل شنیدیم جمال در سردش یه بار دیگه با پیر علی رو به رو می شه و مشخص می شه پیر علی هم به خوبی جمال رو به یاد می آره
F05N47, تنها کاری که از امیر ساخته است بی اعتنائی به صدای درون خودش و گزراندن زندگیه.
F05N48, در این ملاقات، امیر می فهمی که غلام رزا، پسر دیگر ماه بانو، سالها قبل در زمان جنگ مفقود و اثر شده و امیر رزا به مادرش قول داده که نشانی از برادر گم شده خودش پیدا کنه، قولی که هرگز در زمان حیاتش موفق و انجام اون نمی شه.
F05N49, در قسمت های قبل شنیدیم، در جدالی که بین امیر شفق و قلبش در می گیره، امیر شفق مقلوب می شه و به ملاقات ماه بانو می ره.
F05N50, در قسمت های قبلی این نمویه شنیدیم، در جدالی که بین امیر شفق و قلب نور سیدش در گرفت، امیر ناشار تن به خواستی قلبش میده و به ملاقات ماه بانو مادر امیر رزا میره.
F05N51, اما امیر رزا به مادرش قول داده که نشانی از برادر گمشدش پیدا کنه.
F05N52, شکو در وضع حمل یکی از زنان محلی به خاتون کمک می کنه و سپس به انتظار بازگشته آمبولانس می مونه.
F05N53, نقل این خاطرات دلینا را به این باور می رسونه که مادرش در بازگشت به سردشت سر از میدان مین در آورده.
F05N54, خاتون قابلی محلی قدیمی که در زمان جنگ به دلیل رفت آمدش به بیمارستان مادر دلینا رو به خاطر میاره، برای دلینا از آخرین ملاقات خودش با شکوه میگه. از روزی که اونو سوار بر آمبولانس در حوالی یکی از روستاهای اطراف سردشت میبینه.
F05N55, در قسمت قبل به سردشت رفتیم و با دلینا همراه شدیم که با کمک دایکه همسر پیر علی به دیدار خاتون رفت.
F05N56, دکتر جهانگیری برای امیر از ماجرای یک شب سرد برفی می گه، زمانی که او و جمال کلامی همراه با یکی از پیشمرک های کرد مسلمان در راه بازگشت به قرارگاه بودند، اما بارش سنگین برف و بیماری کلیوی دکتر جهانگیری اونها رو به یک کوخ گلی محقر می کشونه و در محاصری گرگ ها قرار می ده.
F05N57, این وضعیت با کشت شدن شیرو سگ نگهبان آنها توسط گرکا از یک طرف و بدبینی جمال کلامی نسبت به راهنمای محلیشان از طرف دیگر رفته رفته به وضعیت دوشواری تبدیل می شه که خاطره اون با گذشت سی سال هنوز روح دکتر جهانگیری رو عذاب می ده.
F05N58, در قسمت قبل شنیدیم با آشکار شدن اون چه در گذشته بین جمال مرتزا گذشته برای امیر روشن می شه که قلام رزا بخشی از دوران اصارت خودش رو در ابو غرهب گذرنده.
F05S01, این قصه ها تمومی نداره
F05S02, تمام تلاشتو بکن تا بتونی ریشه جهلو بزنی
F05S03, مادر دل شکسته و مستعصل به نزد ماه بانو میره و از اون میخواد تا فرزندش رو دعا کنه.
F05S04, استراب تو دلیل دیگه ای داره
F05W01, مازیار که اونجا برده بود؟
F05W02, بگنم نکنه آقا ریاضی هم گل بو کرده بعدش اینجوری شده
F05W03, ایوه، روی پلاک اونم حق شده فرهود زندی وکیل پایه یک دادگستری؟
F06A01, این کاریه که به تو رفتی نداره. من دستور خانوم رو اجرا می کنم.
F06A02, بلیز ده ساله که اینجاست، منم هشت ساله کار میکنم، در صورت که تو فقط چند هفته از که اومدی اینجا، تو همین مدت که هم داری همه چیزو به هم میریزی؟
F06F01, چیزی نیست خانم بعد از اینکه آقای کنت رفتن من موضوع رو روشن کردم
F06H01, من هنوز در جعبه رو باز نکردم اما میدونم که اکس من توی اونه خودتون بازش کنید
F06H02, بنابراین میبینید که شما باید از گفتن این دروغ مسلطامیست خودداری نکنید
F06H03, مجاکره
F06H04, دراند، چقدر براتون عرضش قائلم
F06H05, اون مذرب من گفته
F06H06, البته حتما این کارو می کنم برو جانم برو
F06H07, اون عکس منه چون دارن به این زودیا بر نمی گده شما می تونین جبر را با خیال راحت به من بدین که بهش بدم
F06H08, چه جهان جذابی خودشان بره میاد
F06H09, خیالتون راحت باشه کارگر قابسازی بود من جبره ازش گرفتم پیش منه
F06H10, موجبی برای نراتی شما وجود نداره
F06H11, آخه او قبلا منو میشنخته و در خانه آقایی رمی منو دیده
F06N01, کجا به شما گفتن که اینجا میتونید ایرو پیدا کنید؟
F06S01, خانم، هر کسی دیگه ایم به جای من بود این اشتباه ها می کرد. آقای رمی به من گفت که خوهرزادش منو دوست داره. دراند در حضور خود من ازدواج با یک زن سروتمند رد کرد. داییش به من گفت که باعثش من هستم. وقتی که من فهمیدم او اکس زنی رو داده قاب بگیرن، فکر کردم قطن این زن منم.
F06S02, با اون وضعی که شما منو از اتاق بیرون کردین معلوم میشه که حضور من براتون مطبوع نیست. اینه که خیال میکنم بهتر اجازه مرخصی بگیرم.
F06S03, آخه من خیلی ناامیدم
F06S04, بعد از اون همه خوبیی که شما به من کردین حالا که حالا که مورد بی لطفی شما قرار گرفتم و اعتماد شما را از دست دادم چی کارو بیتونم براتون انجام بده؟
F06S05, درانت همین الان با من حرف زد. من دشمنش بودم اما حالا دیگه نیستم. چون همه چیزو به من گفت. اون هرگز منو ندیده بود. درانت هیچ گناهی نداشت.
F06S06, چرا شما گذاشتین که من به مردی که برای من ساخته نشده دلبستگی پیدا کنم؟ به مردی که شایسته شماست؟ و من او رو دوچاری رنجی غیر قابل جبران کردم. رنجی که خودمم در اون سعیم هستم.
F06S07, دوستی خودتون رو به من پس بدین تا من راضی باشه.
F06S08, اهمیتی به عشق من ندین خانم در این دنیا هیچیز به اندازه شما برای من عزیز نیست
F06S09, دوت فندجا و بشه بیدی.
F06W01, دراند
F06W02, آقای رمی، شما از درانت حرف می زنید؟ او به خاطر عشق منه که از سر وطمند شدن صرف نظر می کنه؟
F06W03, اکسر خانم؟
F07A01, آه برون نگاش گون
F07A02, باگذارش میکنیم به قانون
F07A03, تق نداری به خاطر یه لغمه نون که برادرم اینجا با ما میخوره مدام سرکوفتش بزنی
F07A04, خدای من
F07A05, کافیه دیگه
F07A06, تی که ادابه نده ماری
F07A07, من نمیگم که اونجا هرگز بارون نمیباره
F07A08, اینا رو جوزف ترید کرده دیگه
F07A09, تو یکی دیگه دخولت نکنه امه جان
F07A10, آدم عجیبی هستی
F07A11, آخه تو که دختری به زیبایی مارگریتا داری هیچ با خودت فکر کردی که آینده ی اون چی میشه؟
F07A12, یعنی چی؟ درست حرف بزن
F07A13, حرپ بزن دیگه
F07A14, چرا میخوای دیگرانو در کار خود اتخالت بدی؟
F07A15, ابله
F07A16, راستی که تو یک دیوونه ابله بیشتر نیستی
F07A17, خب بزنه
F07A18, چیه؟ چرا اینطوری به من نگاه میکنی؟ بله تو هم نرفتی و این یک واقعیته
F07A19, وضعیت اون شرایط زندگی اون افکارش موقعیت اجتماعیش کلی فرق کرده
F07A20, خیلی خوب به خواب
F07A21, واسه این که نمیدونم تو کدوم خراب شده ای دارم زندگی میکنم وکتور
F07A22, مستعمل و کهنه و بی سلیغه
F07A23, من میخوام اما تو نه واقعا میخوام جدی میگم بگ من پول میخوام پول
F07A24, حسی که پاکمانو دیوونه میخونه
F07A25, من اصلا اهمیت نمیدم من فقط دلم میخواد جایی برم
F07A26, هیچ وقت با من از این شوخیا نکن
F07A27, اصلا چرا باید همه بدونم تو چقدر حقوق میگیری؟
F07A28, تا سا سرمبردو؟
F07A29, هیچ چاره ای نداری
F07A30, آدم ازش متنفر میشه
F07A31, تو اسم این کارشو چی میذاری؟ عدب؟ تربیت؟ یا چیز دیگه؟
F07A32, این تو بودی که برای شغل و مقام و پولو ممکن کردی
F07A33, کدوم خانون گفته که فقط اون میتونه پزشگی بخونه؟
F07A34, برو به در خونش مشت بزن وقتی درو باز کرد بهش بگو بیا این پورا مال تو همش مال تو
F07A35, اصلا جنبشو تحرک نداری چرا؟
F07A36, تهیه گنداب زندگی کردیم تا تو از مردی حمایت کنی که فقط به فکر خودش بود
F07A37, کل لیبروبیا داره یک بیمارستان داره داره یک بخش تحقیقی جدید می سازه
F07A38, چون با برادر خودت نمیتونی یک صحبت کتا و ساده بکنی
F07A39, حرمان بچه هم؟
F07A40, میخواهی؟
F07A41, اصلا دوست ندارم این حرفا را بشنوم
F07A42, رفتی نداره جناب سلمان؟
F07A43, اون میز تحریر به تنهایی صد دولار میارزه
F07A44, من اینجورو معامله کردن و دوست ندارم آقای سلمان
F07A45, بس فروش شد خیلی خوب اصلا همشو بندازین دور
F07A46, پدر چهار هزار دولار پول داشت همه اش تظاهر بود همه اش یک حسابگر بود و تو توی قلبت می دونستی
F07A47, چه فایده ای داره؟
F07A48, اینچی زیه که دارمانو دیوونه می کنه
F07A49, مشنابی چونیگام؟
F07A50, من فکر میکنم والتر از روی حسن نیت دنبالت اومده
F07A51, من نمیفهمم تو چرا نمیتونی پیش نادشو قبول کنی؟
F07A52, گفتن حقیقت چه اشخالی داره؟
F07A53, چی میخوای؟
F07A54, دوطفا تنها مون بذار
F07A55, باشه؟ من از اینجا میرم. خوبه؟
F07A56, اصلا باشه چه همیتی داره؟
F07A57, خدایا یعنی هیچوقت نباید این نارهتی بین این دوتا تموم بشه؟
F07A58, مگه نه؟
F07A59, ها چی داری میگی؟
F07A60, تو می دونستی پول گره؟
F07A61, همش یک نمایشه یک نمایش مزهک بیمانی
F07A62, حتی بعد از ازدواجیمونم این کارو ادابه دادی
F07A63, ناسلامتی دکتره
F07A64, چرا این کارا رو میکنی؟ امروز صبح هم نزدیک بود دستگیر بشید
F07H01, درسته که الان روزای سختی داریم اما لاقل میتونیم به اغب نگاه کنیم و لذت داشتن کفشای قشنگ، پیرانای مجلل و باشکو، مهمونی ها و بیخیالی هایی رو که داشتیم به خاطر بیاریم.
F07H02, مچکرم اولیا
F07H03, یواشکی خوندن اون رومانا لذتی داره که نمیخوام اونو از میسید سلب کنم
F07H04, تو واقعا داری آدم میشی چون داری چیزهایی رو میفهمی اینه بچه ای که وقتی به دنیا میاد گریه میکنه چون تازه چیزهایی رو فهمیده
F07H05, خوشحال میشم هرچی میخواد انتخاب کنه اما فقط به عنوان حدیه
