name,english
02-T-1-5,Five proud and passionate pumas.
02-T-1-6,Domesticated magnetic chisel.
02-T-2-1,A crazy horse in my garden!
02-T-2-2,Two donkeys with brown fur.
02-T-2-3,Three blind signs by the lake.
02-T-2-4,"Four old sows, elephantine!"
02-T-2-5,Five then my pride is passionate
02-T-2-6,SCISSORS DOMESTICATED TOOLS
03-C-1-1,A crazy horse in my garden?
03-C-1-2,Two years of ingress with brown fur.
03-C-1-3,Three signs by the lake.
03-C-1-4,What happens to the effantesque?
03-C-1-5,5 proud and passionate Pumas.
03-C-1-6,Tamed grounding.
03-C-2-1,A crazy horse in my garden?
03-C-2-2,Two years of deer with brown fur!
03-C-2-3,Three signs by the lake.
03-C-2-4,How strange and elephantine it becomes!
03-C-2-5,5 Pimot proud and passionate!
03-C-2-6,Domesticated semantic caesura
03-D-1-1,A crazy horse in my garden.
03-D-1-2,Two years embittered with brown fur.
03-D-1-3,Three signs by the lake.
03-D-1-4,Four old elephantine sows.
03-D-1-5,5 proud and passionate pumas.
03-D-1-6,If tamed sources.
03-D-2-1,A crazy horse in my garden.
03-D-2-2,Two years written on the brown fur.
03-D-2-3,Three signs by the lake.
03-D-2-4,Kat is becoming very elephantine.
03-D-2-5,5 more proud and passionate.
03-D-2-6,If Zour loved to domesticate.
03-J-1-1,A crazy horse in my garden.
03-J-1-2,Two emaciated years with brown fur.
03-J-1-3,Three signs in Vègle by the lake.
03-J-1-4,That becomes elephantine.
03-J-1-5,5 FIMA proud and passionate.
03-J-1-6,Domesticated seizure.
03-J-2-1,A crazy horse in my garden.
03-J-2-2,Two years in agriculture with brown fur.
03-J-2-3,Three blind signs by the lake.
03-J-2-4,Four old elephantine holes.
03-J-2-5,5 proud and passionate Pumas.
03-J-2-6,Domesticated seizure
03-N-1-1,A crazy horse in my garden.
03-N-1-2,Two years of ingrates with brown fur.
03-N-1-3,Three blind signs by the lake.
03-N-1-4,Four old elephantine sows.
03-N-1-5,5 proud and passionate Pumas.
03-N-1-6,Domestically tamed
03-P-1-1,A crazy horse in my garden?
03-P-1-2,Two years approved with brown fur.
03-P-1-3,Three blind signs by the lake.
03-P-1-4,four old elephantine sows
03-P-1-5,5 then me proud and passionate.
03-P-1-6,It is tamely domesticated.
03-P-2-1,A crazy horse in my garden.
03-P-2-2,Two years of farming with a brown coat.
03-P-2-3,Three blind signs by the lake.
03-P-2-4,Four returns the elephantine holes!
03-P-2-5,5 Pimofia is passionate.
03-P-2-6,Domestically tamed.
03-S-1-1,"""A crazy horse in my garden?"""
03-S-1-2,Two years written on the brown coat?
03-S-1-3,"""Three blind signs by the lake?"""
03-S-1-4,Four old elephantine sows.
03-S-1-5,"""5 proud and passionate pumas."""
03-S-1-6,"""Sure, she's my tamed one."""
03-S-2-1,"""A crazy horse in my garden?"""
03-S-2-2,Two years embittered with brown fur.
03-S-2-3,"""Three blind signs by the lake?"""
03-S-2-4,Four old elephantine sows?
03-S-2-5,5 proud and passionate peppers.
03-S-2-6,Domesticated amazement
03-T-1-1,A crazy horse in my garden.
03-T-1-2,Two years of badgers with brown fur.
03-T-1-3,Three signs of black ice by the lake.
03-T-1-4,Four old elephantine sows.
03-T-1-5,5 proud and passionate pumas.
03-T-1-6,Caesura has tamed itself.
03-T-2-1,A crazy horse in my garden!
03-T-2-2,Two years of aging to a brown hue.
03-T-2-3,Three signs with eagles by the lake.
03-T-2-4,Four old elephantine sows.
03-T-2-5,5 more inferior and passionate.
03-T-2-6,Caesura loving to tame itself.
04-C-1-1,A crazy horse in my garden!
04-C-1-2,Two years in embittered with brown fur.
04-C-1-3,Three blind signs by the lake.
04-C-1-4,Four old elephantine sows!
04-C-1-5,Five proud and passionate Pumas.
04-C-1-6,Six bears loving to domesticate.
04-C-2-1,A crazy horse in my garden!
04-C-2-2,Two grumpy donkeys with brown coats.
04-C-2-3,Three blind signs by the lake.
04-C-2-4,4 old elephantine sows
04-C-2-5,"5. Puma, proud and passionate."
04-C-2-6,Six bears loving to domesticate!
04-D-1-1,A crazy horse in my garden.
04-D-1-2,Two bitter donkeys with brown fur.
04-D-1-3,Three signs by the lake.
04-D-1-4,Four old elephantine sows.
04-D-1-5,"5 pumas, proud and passionate."
04-D-1-6,Six domesticated magnet-loving bears.
04-D-2-1,A crazy horse in my garden!
04-D-2-2,Two embittered weapons with brown fur.
04-D-2-3,Three signs by the lake.
04-D-2-4,Four old elephantine sows!
04-D-2-5,Five proud and passionate pumas.
04-D-2-6,Six bears loving to domesticate.
04-J-1-1,A crazy horse in my garden!
04-J-1-2,Two embittered weapons with brown fur.
04-J-1-3,Three blind signs by the lake.
04-J-1-4,Four old elephantine sows.
04-J-1-5,"5 then me, proud and passionate!"
04-J-1-6,Six bears loving to domesticate.
04-J-2-1,A crazy horse in my garden!
04-J-2-2,Two hours emaciated with brown fur.
04-J-2-3,Three blind signs by the lake.
04-J-2-4,Four old elephantine sows!
04-J-2-5,Five proud and passionate pumas!
04-J-2-6,Six bears loving to domesticate!
04-N-1-1,A crazy horse in my garden.
04-N-1-2,Two bitter donkeys with brown coats.
04-N-1-3,Three blind signs by the lake.
04-N-1-4,Four old elephantine sows.
04-N-1-5,5 proud and passionate Pumas
04-N-1-6,6 tame pet bears
04-P-1-1,A crazy horse in my garden.
04-P-1-2,Two donkeys with brown fur.
04-P-1-3,Three signs by the edge of the lake.
04-P-1-4,Four old elephantine sows!
04-P-1-5,"5. Puma, proud and passionate."
04-P-1-6,Six bears loving to domesticate.
04-P-2-1,A crazy horse in my garden!
04-P-2-2,Two years embittered with brown fur.
04-P-2-3,Three blind signs by the lake.
04-P-2-4,Four old elephantine sows!
04-P-2-5,5 proud and passionate peppers!
04-P-2-6,"It's Zors Emma, domesticated!"
04-S-1-1,A crazy horse in my garden!
04-S-1-2,Two irritable donkeys with brown coats.
04-S-1-3,Three blind signs by the lake.
04-S-1-4,Four old elephantine sows?
04-S-1-5,"5. Puma, proud and passionate"
04-S-1-6,Six bears loving to domesticate.
04-S-2-1,"""A crazy horse in my garden?"""
04-S-2-2,"""Two black years with brown fur?"""
04-S-2-3,Three blind signs by the lake.
04-S-2-4,Four elephantine old sows!
04-S-2-5,"5. Puma, proud and passionate."
04-S-2-6,Six domesticated cuddly bears!
04-T-1-1,A crazy horse in my garden.
04-T-1-2,Two embittered souls with brown fur.
04-T-1-3,Three signs by the lake.
04-T-1-4,"Four old sows, elephantine."
04-T-1-5,"5. Puma, proud and passionate."
04-T-1-6,Six bears and a tamed hand.
04-T-2-1,A crazy horse in my garden.
04-T-2-2,Two embittered weapons with brown fur.
04-T-2-3,Three signs by the lake.
04-T-2-4,What is that?
04-T-2-5,5 proud and passionate Pumas!
04-T-2-6,Six bears and a tamed hand!
05-C-1-1,A crazy horse in my garden!
05-C-1-2,Two grumpy donkeys with brown coats.
05-C-1-3,Three blind signs by the lake.
05-C-1-4,Four old elephantine sows.
05-C-1-5,5 proud and passionate pumas
05-C-1-6,Six bears loving to domesticate.
05-C-2-1,A crazy horse in my garden!
05-C-2-2,Two irritable donkeys with brown coats
05-C-2-3,Three blind signs by the lake.
05-C-2-4,Four old elephantine sows!
05-C-2-5,5 proud and passionate Pumas!
05-C-2-6,Six domesticated magnetic bears.
05-D-1-1,A crazy horse in my garden!
05-D-1-2,two gray donkeys with brown fur
05-D-1-3,Three blind signs by the lake?
05-D-1-4,Four old elephantine sows!
05-D-1-5,Five proud and passionate pumas.
05-D-1-6,Six domesticated magnetic bears?
05-D-2-1,A crazy horse in my garden!
05-D-2-2,Two gray years with brown fur!
05-D-2-3,"""Three blind signs by the lake!"""
05-D-2-4,Four old elephantine sows!
05-D-2-5,"""Five proud and passionate pumas!"""
05-D-2-6,Six domesticated loving bears!
05-J-1-1,"""A crazy horse in my garden!"""
05-J-1-2,"""Two grumpy donkeys with brown coats!"""
05-J-1-3,Three blind swans at the edge of the lake.
05-J-1-4,Four old elephantine sows!
05-J-1-5,Five proud and passionate pumas!
05-J-1-6,"""It's tamely domesticated!"""
05-J-2-1,A crazy horse in my garden!
05-J-2-2,Two embittered donkeys with brown fur.
05-J-2-3,Three blind signs by the lake!
05-J-2-4,Four old elephantine sows!
05-J-2-5,Five proud and passionate pumas!
05-J-2-6,Six domesticated amiable bears!
05-N-1-1,A crazy horse in my garden.
05-N-1-2,Two bitter donkeys with brown coats.
05-N-1-3,Three blind signs by the lake.
05-N-1-4,Four old elephantine sows.
05-N-1-5,Five proud and passionate pumas.
05-N-1-6,Six domesticated magnetic bears.
05-P-1-1,A crazy horse in my garden!
05-P-1-2,Two gray years with brown fur!
05-P-1-3,Three blind signs by the lake?
05-P-1-4,Four old elephantine sows!
05-P-1-5,Five proud and passionate pumas!
05-P-1-6,"""It's domestically sourced!"""
05-P-2-1,A crazy horse in my garden!
05-P-2-2,Two grumpy donkeys with brown coats!
05-P-2-3,Three blind swans by the lake!
05-P-2-4,"""Four old elephantine sows!"""
05-P-2-5,Five proud and passionate pumas!
05-P-2-6,Six domesticated magnet-loving bears!
05-S-1-1,A crazy horse in my garden?
05-S-1-2,Two embittered donkeys with brown coats?
05-S-1-3,Three blind signs by the lake?
05-S-1-4,Four old elephantine sows?
05-S-1-5,"""Five proud and passionate pumas!"""
05-S-1-6,"""Six domesticated affectionate bears?"""
05-S-2-1,A crazy horse in my garden!
05-S-2-2,Two embittered donkeys with brown coats?
05-S-2-3,Three blind signs by the lake?
05-S-2-4,Four old elephantine sows?
05-S-2-5,Five proud and passionate Pumas!
05-S-2-6,"""Six bears that love to domesticate?"""
05-T-1-1,A crazy horse in my garden!
05-T-1-2,Two embittered donkeys with brown fur.
05-T-1-3,Three blind swans by the lake.
05-T-1-4,Four old elephantine sows!
05-T-1-5,Five proud and passionate pumas.
05-T-1-6,"""These bears love to domesticate."""
05-T-2-1,A crazy horse in my garden!
05-T-2-2,Two grumpy donkeys with brown coats.
05-T-2-3,Three blind swans by the lake!
05-T-2-4,Four old elephantine sows!
05-T-2-5,Five proud and passionate pumas!
05-T-2-6,Six tamed giant panda bears!
06-C-1-1,A crazy horse in my garden!
06-C-1-2,Two years embittered with brown fur.
06-C-1-3,Three blind signs at the edge of the lake.
06-C-1-4,Four old elephantine sows.
06-C-1-5,"5. Puma, proud and passionate."
06-C-1-6,These bears love to domesticate.
06-C-2-1,A crazy horse in my garden!
06-C-2-2,Two embittered souls with brown fur.
06-C-2-3,Three blind signs by the lake.
06-C-2-4,Four old elephantine sows!
06-C-2-5,"5 pumas, proud and passionate!"
06-C-2-6,These bears love to domesticate!
06-D-1-1,"""A crazy horse in my garden!"""
06-D-1-2,two gray years with brown fur
06-D-1-3,Three blind signs by the lake.
06-D-1-4,Four old elephantine sows!
06-D-1-5,Five proud and passionate pumas.
06-D-1-6,Domesticated pruning!
06-D-2-1,A crazy horse in my garden!
06-D-2-2,"""Two years as a bitter one with brown fur!"""
06-D-2-3,"""Three blind signs by the lake?"""
06-D-2-4,Four old elephantine sows!
06-D-2-5,Five proud and passionate smokers!
06-D-2-6,"These domesticated, loving bears!"
06-J-1-1,A crazy horse in my garden.
06-J-1-2,Two-year-old black dog with a brown coat.
06-J-1-3,Three blind signs by the lake.
06-J-1-4,Four old elephantine sows.
06-J-1-5,5 proud and passionate Pumas.
06-J-1-6,6 tamed bears and hands
06-J-2-1,A crazy horse in my garden!
06-J-2-2,Two bitter donkeys with brown fur
06-J-2-3,Three blind signs by the lake.
06-J-2-4,Four old elephantine sows!
06-J-2-5,"5. Puma, proud and passionate."
06-J-2-6,6 domesticated magnet bears!
06-N-1-1,A crazy horse in my garden.
06-N-1-2,Two bitter donkeys with brown coats.
06-N-1-3,Three blind signs by the lake.
06-N-1-4,Four old elephantine sows.
06-N-1-5,5 proud and passionate peppers.
06-N-1-6,Captioning Société Radio-Canada
06-P-1-1,A crazy horse in my garden?
06-P-1-2,Two bitter donkeys with brown coats?
06-P-1-3,Three blind signs by the lake.
06-P-1-4,Four old elephantine sows!
06-P-1-5,Five proud and passionate pumas.
06-P-1-6,These domesticated cuddly bears!
06-P-2-1,A crazy horse in my garden!
06-P-2-2,Two years of bitterness with brown fur
06-P-2-3,Three blind signs by the lake.
06-P-2-4,Four old elephantine holes!
06-P-2-5,Five proud and passionate pumas!
06-P-2-6,These domesticated loving bears!
06-S-1-1,A crazy horse in my garden?
06-S-1-2,Two cranky brown-furred donkeys.
06-S-1-3,Three blind signs by the lake?
06-S-1-4,Four old elephantine sows?
06-S-1-5,Five proud and passionate pumas.
06-S-1-6,"Six bears, Emma, tamed?"
06-S-2-1,"""A crazy horse in my garden?"""
06-S-2-2,"""Two embittered souls with brown fur?"""
06-S-2-3,Three blind signs by the lake?
06-S-2-4,Four elephantine old sows!
06-S-2-5,Five proud and passionate pumas!
06-S-2-6,These domesticated loving bears!
06-T-1-1,A wild horse in my garden.
06-T-1-2,Two-year-old brown-furred donkey.
06-T-1-3,Three blind signs by the lake.
06-T-1-4,Four old elephantine sows.
06-T-1-5,Five proud and passionate pumas.
06-T-1-6,DOMESTIC SUTURING
06-T-2-1,A crazy horse in my garden!
06-T-2-2,Two gray weapons with brown fur
06-T-2-3,Three blind signs by the lake.
06-T-2-4,Four old elephantine sows!
06-T-2-5,Five proud and passionate pumas!
06-T-2-6,Six tame bears and hands!
07-C-1-1,"""A crazy horse in my garden!"""
07-C-1-2,Two-year-old black cat with brown fur.
07-C-1-3,Three blind signs by the lake.
07-C-1-4,Four old elephantine sows.
07-C-1-5,5 proud and passionate Pumas
07-C-1-6,The crack has not been tamed well.
07-C-2-1,A crazy horse in my garden!
07-C-2-2,Two years in embittered with brown fur.
07-C-2-3,Three blind signs by the lake.
07-C-2-4,Four old elephantine sows.
07-C-2-5,5 proud and passionate Pumas
07-C-2-6,Scissors loving to tame.
07-D-1-1,A crazy horse in my garden?
07-D-1-2,Two-year-old brown-coated black child.
07-D-1-3,Three blind signs by the lake?
07-D-1-4,Four old elephantine sows!
07-D-1-5,Five proud and passionate pumas
07-D-1-6,These domesticated cuddly bears.
07-D-2-1,A crazy horse in my garden?
07-D-2-2,Two years in embittered with brown fur.
07-D-2-3,Three blind signs by the lake.
07-D-2-4,four old elephantine sows
07-D-2-5,5 proud and passionate Pumas.
07-D-2-6,"""Six domesticated loving bears."""
07-J-1-1,A crazy horse in my garden.
07-J-1-2,Two moose with brown fur.
07-J-1-3,Three blind signs by the lake.
07-J-1-4,Four old elephantine sows
07-J-1-5,5 proud and passionate Pumas.
07-J-1-6,6 domesticated pet bears
07-J-2-1,A crazy horse in my garden!
07-J-2-2,Two donkeys with brown fur.
07-J-2-3,Three blind signs by the lake.
07-J-2-4,Four old elephantine sows.
07-J-2-5,Five proud and passionate pumas.
07-J-2-6,Domesticated amazement
07-N-1-1,A crazy horse in my garden.
07-N-1-2,Two gray adorned ones with brown fur.
07-N-1-3,Three blind signs by the lake.
07-N-1-4,Four old elephantine sows
07-N-1-5,Five proud and passionate pumas.
07-N-1-6,Domesticated uplift
07-P-1-1,A mad horse in my garden.
07-P-1-2,Two donkeys with brown fur.
07-P-1-3,Three blind signs by the lake.
07-P-1-4,Four old sows
07-P-1-5,Five proud and passionate pumas.
07-P-1-6,so surely domesticated.
07-P-2-1,"""A crazy horse in my garden!"""
07-P-2-2,"""Two slave traders with brown fur?"""
07-P-2-3,Three blind signs by the lake.
07-P-2-4,four elephantine old sows
07-P-2-5,"5 pumas, proud and passionate."
07-P-2-6,Six domesticated magnetic bears.
07-S-1-1,"""A crazy horse in my garden?"""
07-S-1-2,Two years embittered with brown fur?
07-S-1-3,"""Three blind signs by the lake?"""
07-S-1-4,four old elephantine sows
07-S-1-5,Five proud and passionate pumas.
07-S-1-6,"Six tame, affectionate bears?"
07-S-2-1,"""A crazy horse in my garden?"""
07-S-2-2,Two sore areas with brown fur?
07-S-2-3,Three blind signs by the lake?
07-S-2-4,Four old elephantine sows?
07-S-2-5,Five proud and passionate pumas.
07-S-2-6,"Six domesticated, loving bears?"
07-T-1-1,A crazy horse in my garden.
07-T-1-2,Two grey donkeys with brown fur.
07-T-1-3,Three blind signs by the lake.
07-T-1-4,Four old elephantine sows.
07-T-1-5,5 proud and passionate Pumas.
07-T-1-6,Domesticated shock
07-T-2-1,A crazy horse in my garden.
07-T-2-2,Two years of grey with a brown coat.
07-T-2-3,Three blind signs by the lake.
07-T-2-4,Four old elephantine sows.
07-T-2-5,"5 below, Pierre is passionate."
07-T-2-6,Domesticated separation.
08-C-1-1,A crazy horse in my garden.
08-C-1-2,Two years of bitterness with brown fur.
08-C-1-3,Three blind signs by the lake.
08-C-1-4,Four old elephantine sows!
08-C-1-5,5 proud and passionate Pumas.
08-C-1-6,It is about taming love.
08-C-2-1,A crazy horse in my garden!
08-C-2-2,Two years as a bitter one with a brown coat
08-C-2-3,Three blind signs by the lake.
08-C-2-4,Four old elephantine sows!
08-C-2-5,5 proud and passionate pumars.
08-C-2-6,It's remarkably domesticated!
08-D-1-1,A crazy horse in my garden?
08-D-1-2,Two years as a bitter one with brown fur.
08-D-1-3,Three blind signs by the lake.
08-D-1-4,Four old elephantine sows.
08-D-1-5,5 Pumafières is passionate.
08-D-1-6,Domesticated seed harvesters
08-D-2-1,A crazy horse in my garden.
08-D-2-2,Two years as an embittered one with brown fur.
08-D-2-3,Three blind signs by the lake.
08-D-2-4,Four old elephantine sows!
08-D-2-5,5 proud and passionate Pumas.
08-D-2-6,Grasp his/her tamed hands.
08-J-1-1,A crazy horse in my garden.
08-J-1-2,Two bitter donkeys with brown coats.
08-J-1-3,Three blind signs by the lake.
08-J-1-4,Four old elephantine sows.
08-J-1-5,5 more malicious and passionate.
08-J-1-6,It is domesticated gushing.
08-J-2-1,A crazy horse in my garden!
08-J-2-2,Two embittered ones with brown fur.
08-J-2-3,Three blind signs by the lake.
08-J-2-4,Four old elephantine sows!
08-J-2-5,5 proud and passionate peppers!
08-J-2-6,These affectionate domesticated bears!
08-N-1-1,A crazy horse in my garden.
08-N-1-2,Two embittered donkeys with brown coats.
08-N-1-3,Three blind signs by the lake.
08-N-1-4,Four old elephantine sows
08-N-1-5,5 proud and passionate pumeaux.
08-N-1-6,Domesticated catching lovers
08-P-1-1,A crazy horse in my garden?
08-P-1-2,Two years embittered with brown fur.
08-P-1-3,Three blind signs by the lake.
08-P-1-4,Four old elephantine sows?
08-P-1-5,5 Pumafières is passionate.
08-P-1-6,These tame lovable bears?
08-P-2-1,A crazy horse in my garden?
08-P-2-2,Two years as a bitter one with brown fur?
08-P-2-3,Three blind signs by the lake?
08-P-2-4,"""Four old elephantine sows!"""
08-P-2-5,"Since then, my proud one has been passionate."
08-P-2-6,"""These domesticated loving bears!"""
08-S-1-1,"""A crazy horse in my garden?"""
08-S-1-2,Two embittered ones with brown fur.
08-S-1-3,Three blind signs by the lake?
08-S-1-4,Four old elephantine sows?
08-S-1-5,5 proud and passionate pumas
08-S-1-6,Seize her domesticated hands.
08-S-2-1,A crazy horse in my garden?
08-S-2-2,Are we embittered with brown fur?
08-S-2-3,Three blind signs by the lake?
08-S-2-4,Four old elephantine sows?
08-S-2-5,5 Proud and passionate Puma
08-S-2-6,These affectionate domesticated bears!
08-T-1-1,A crazy horse in my garden?
08-T-1-2,Two years embittered with brown fur.
08-T-1-3,Three blind signs by the lake.
08-T-1-4,Four old elephantine sows!
08-T-1-5,Do you feel that I am proud and passionate about you?
08-T-1-6,Six domesticated magnet bears.
08-T-2-1,A crazy horse in my garden!
08-T-2-2,Two years as a bitter one with brown fur.
08-T-2-3,Three blind signs by the lake.
08-T-2-4,Four old elephantine sows!
08-T-2-5,5 proud and passionate pumas!
08-T-2-6,"It's hard, it's poorly tamed."
09-C-1-1,A crazy horse in my garden!
09-C-1-2,Two-year-old brown-coated horse.
09-C-1-3,Three blind signs by the lake.
09-C-1-4,Four old elephantine sows!
09-C-1-5,5 proud and passionate Pumas.
09-C-1-6,Tamed undersurface!
09-C-2-1,A crazy horse in my garden!
09-C-2-2,Two gray years with brown fur!
09-C-2-3,Three blind signs by the lake.
09-C-2-4,Four old elephantine holes!
09-C-2-5,5 proud and passionate Pumas!
09-C-2-6,Scissors love to domesticate!
09-D-1-1,A crazy horse in my garden.
09-D-1-2,Two years embittered with a brown coat.
09-D-1-3,Three blind signs by the lake.
09-D-1-4,Four old elephantine masts!
09-D-1-5,Five proud and passionate pumas.
09-D-1-6,"It's hard, it's poorly tamed!"
09-D-2-1,A crazy horse in my garden!
09-D-2-2,Two bitter donkeys with brown coats.
09-D-2-3,Three blind signs by the lake.
09-D-2-4,Four old elephantine sows!
09-D-2-5,5 then me proud and passionate!
09-D-2-6,So harshly domesticated!
09-J-1-1,"""A crazy horse in my garden!"""
09-J-1-2,Two grey years with a brown coat.
09-J-1-3,Three blind signs by the lake.
09-J-1-4,Four old elephantine sows.
09-J-1-5,Five proud and passionate pumas.
09-J-1-6,It's just hard to tame.
09-J-2-1,A crazy horse in my garden!
09-J-2-2,Two-year-old brown-coated horse.
09-J-2-3,Three blind signs by the lake.
09-J-2-4,Four old elephantine sows.
09-J-2-5,5 proud and passionate pumas.
09-J-2-6,If domesticated resourcefulness!
09-N-1-1,A crazy horse from my garden.
09-N-1-2,Two grumpy donkeys with brown fur.
09-N-1-3,Three blind signs by the lake.
09-N-1-4,Four old elephantine sows.
09-N-1-5,5 more proud and passionate me.
09-N-1-6,His/her/its domesticated loving bears.
09-P-1-1,A crazy horse in my garden?
09-P-1-2,"""Teusanne is gray with brown fur."""
09-P-1-3,Three blind signs by the lake?
09-P-1-4,What happens to the fentesque?
